Gene	Resolved_Isoform
LOC413934	XP_006557531.1
LOC413935	XP_006567771.1
LOC413936	XP_026296040.1
LOC413940	XP_006568799.1
LOC413942	XP_397379.4
LOC413943	XP_397380.1
LOC413944	XP_397381.4
LOC413946	XP_397383.3
LOC413947	XP_026299954.1
LOC413948	XP_397385.2
LOC413950	XP_006562004.1
LOC413955	XP_397392.5
LOC413957	XP_006560897.1
LOC413958	XP_006560898.1
LOC413959	XP_006563569.1
LOC413963	XP_397399.2
LOC413964	XP_623436.1
LOC413966	XP_006567764.1
LOC413968	XP_026302293.1
LOC413971	XP_006564133.1
LOC413973	XP_026301283.1
LOC413976	XP_397412.2
LOC413977	XP_397413.3
LOC413980	XP_397416.4
LOC413984	XP_006572005.1
LOC413987	XP_006559822.1
LOC413989	XP_397424.2
LOC413994	XP_026298701.1
LOC413995	XP_006562933.1
LOC413997	XP_397432.2
LOC413998	XP_026296952.1
LOC414001	XP_397436.4
LOC414002	XP_006569309.1
LOC414004	XP_397439.4
LOC414008	XP_006559263.1
LOC414009	XP_006559676.1
LOC414011	XP_026296881.1
LOC414012	XP_006568416.2
LOC414014	XP_016768618.1
LOC414015	XP_026298021.1
LOC414017	XP_026297070.1
LOC414021	XP_026301701.1
LOC414022	XP_006563298.1
LOC414025	XP_006569751.2
LOC414027	XP_397463.2
LOC414028	XP_397464.4
LOC414029	XP_397465.5
LOC414032	XP_397468.4
LOC414033	XP_026296665.1
LOC414035	XP_397471.3
LOC414036	XP_016772485.1
LOC414037	XP_006561997.1
LOC414038	XP_397474.4
LOC414039	XP_397475.2
LOC414042	XP_026295577.1
LOC414043	XP_397479.5
LOC414048	XP_006566151.2
LOC414051	XP_397486.2
LOC494509	XP_006563114.2
LOC503505	NP_001012431.1
LOC550645	XP_016766913.1
LOC550651	XP_623050.1
LOC550655	XP_006564304.1
LOC550656	XP_623055.1
LOC550659	XP_006560020.1
LOC550663	XP_623061.2
LOC550664	XP_003250782.1
LOC550665	XP_623063.1
LOC550667	XP_623065.2
LOC550671	XP_006560620.1
LOC550673	XP_623071.1
LOC550677	XP_623075.1
LOC550684	NP_001301008.1
LOC550685	XP_006562888.1
LOC550686	XP_623083.1
LOC550687	XP_623084.1
LOC550689	XP_623158.2
LOC550691	XP_006572199.1
LOC550692	XP_623088.2
LOC550694	XP_006565530.1
LOC550695	XP_026294635.1
LOC550698	XP_623094.2
LOC550700	XP_623283.1
LOC550701	XP_006557516.1
LOC550703	XP_026297046.1
LOC550706	XP_006559907.1
LOC550708	XP_026301628.1
LOC550710	XP_623105.1
LOC550711	XP_623106.1
LOC550715	XP_006572255.1
LOC550716	XP_623111.3
LOC550724	XP_006571385.1
LOC550726	XP_623120.1
LOC550732	XP_026300459.1
LOC550734	XP_623128.1
LOC550735	XP_006563756.3
LOC550738	XP_623132.1
LOC550739	XP_623133.4
LOC550745	XP_026295490.1
LOC550748	XP_006560619.1
LOC550749	XP_026296472.1
LOC550767	XP_623160.1
LOC550780	XP_623109.1
LOC550785	XP_623342.2
LOC550789	XP_623182.1
LOC550791	XP_623184.1
LOC550794	XP_006564450.1
LOC550798	XP_006565093.1
LOC550799	XP_006564891.1
LOC550801	XP_026300867.1
LOC550804	XP_623357.1
LOC550806	XP_623198.1
LOC550808	XP_006564044.2
LOC550811	XP_006565495.2
LOC550814	XP_623206.1
LOC550818	XP_006562641.1
LOC550822	XP_026298567.1
LOC550824	XP_026297059.1
LOC550827	XP_623220.1
LOC550828	XP_623221.2
LOC550829	XP_026299925.1
LOC550834	XP_623227.1
LOC550854	XP_623247.1
LOC550857	XP_016771740.1
LOC550858	XP_006560063.1
LOC550865	XP_026295917.1
LOC550869	XP_006558188.1
LOC550870	XP_006561304.2
LOC550875	XP_623269.1
LOC550881	XP_623274.2
LOC550884	XP_623278.2
LOC550885	XP_003250470.1
LOC550886	XP_006557289.1
LOC550895	XP_623390.4
LOC550899	NP_001314885.1
LOC550901	XP_623299.3
LOC550903	XP_623301.2
LOC550914	XP_625237.3
LOC550915	XP_623312.2
LOC550918	XP_623409.3
LOC550920	XP_623316.3
LOC550921	XP_623365.1
LOC550922	XP_623266.3
LOC550924	XP_623321.1
LOC550926	XP_006572329.1
LOC550929	XP_623327.1
LOC550930	XP_026297246.1
LOC550935	XP_026299400.1
LOC550940	XP_623289.1
LOC550941	XP_026301459.1
LOC550948	XP_006569667.1
LOC550955	XP_623476.1
LOC550956	XP_006568103.1
LOC550958	XP_026300792.1
LOC550962	XP_026294890.1
LOC550964	XP_016766759.2
LOC550965	XP_623362.3
LOC550966	XP_623363.1
LOC550968	XP_623366.2
LOC550969	XP_006570752.1
LOC550970	XP_006568397.1
LOC550973	XP_623372.1
LOC550975	XP_016772564.1
LOC550977	XP_006569604.1
LOC550978	XP_623376.5
LOC550981	XP_623380.2
LOC550984	XP_016770639.2
LOC550987	XP_006562100.1
LOC550989	XP_016772548.1
LOC550991	XP_006564003.1
LOC550992	XP_623429.3
LOC550996	XP_006571179.1
LOC550998	XP_006562894.1
LOC551005	XP_006557648.1
LOC551008	XP_006568274.1
LOC551009	XP_623407.3
LOC551012	XP_006562729.1
LOC551016	XP_026298304.1
LOC551020	XP_006564170.2
LOC551021	XP_026298028.1
LOC551028	NP_001352128.1
LOC551029	XP_006559576.1
LOC551031	XP_016768510.1
LOC551033	XP_016770929.1
LOC551034	XP_623433.1
LOC551036	XP_623435.1
LOC551039	XP_623438.1
LOC551041	XP_006564035.1
LOC551042	XP_623441.1
LOC551043	XP_006558444.1
LOC551044	XP_623443.2
LOC551045	XP_006568301.1
LOC551046	XP_623445.3
LOC551047	XP_006560910.1
LOC551053	XP_026300407.1
LOC551055	XP_026297019.1
LOC551057	XP_623456.1
LOC551061	XP_006566761.2
LOC551066	XP_006565427.1
LOC551069	XP_623471.4
LOC551071	XP_026301490.1
LOC551072	XP_006564533.2
LOC551073	XP_016770493.1
LOC551078	XP_623480.1
LOC551079	XP_623481.2
LOC551080	XP_006557831.1
LOC551083	XP_623484.1
LOC551085	XP_623486.1
LOC551086	XP_006557563.1
LOC551087	XP_623489.2
LOC551088	XP_623490.2
LOC551089	XP_006569520.2
LOC551090	XP_623492.4
LOC551093	XP_623495.1
LOC551094	XP_026300186.1
LOC551097	XP_006572022.1
LOC551098	XP_623499.1
LOC551099	XP_623500.2
LOC551100	XP_016771798.1
LOC551101	XP_016767283.1
LOC551102	XP_006564332.1
LOC551103	XP_006572158.1
LOC551104	XP_623503.1
LOC551106	XP_623505.2
LOC551107	XP_623506.1
LOC551109	XP_623508.3
LOC551111	XP_006571183.1
LOC551113	XP_006566326.2
LOC551114	XP_623513.3
LOC551116	XP_006564114.1
LOC551118	XP_623517.3
LOC551119	XP_623518.1
LOC551121	XP_006569047.1
LOC551122	XP_026294966.1
LOC551123	XP_006563810.1
LOC551124	XP_006568530.1
LOC551125	XP_003251150.1
LOC551126	XP_006565202.1
LOC551128	XP_623527.1
LOC551130	XP_026297650.1
LOC551131	XP_623530.1
LOC551133	XP_006561936.1
LOC551135	XP_006564653.1
LOC551137	XP_623536.3
LOC551140	XP_623539.1
LOC551143	XP_623377.1
LOC551144	XP_623543.1
LOC551146	XP_006566758.1
LOC551148	XP_623546.1
LOC551149	XP_006557872.1
LOC551150	XP_623548.3
LOC551151	XP_623549.2
LOC551153	XP_006562876.1
LOC551154	XP_623552.1
LOC551156	XP_006570867.1
LOC551157	XP_006571154.1
LOC551158	XP_623556.1
LOC551162	XP_006562473.1
LOC551163	NP_001172008.1
LOC551165	XP_026301500.1
LOC551167	XP_006569045.1
LOC551168	XP_006568016.1
LOC551169	XP_026295167.1
LOC551170	XP_026295443.1
LOC551171	XP_026295228.1
LOC551173	XP_026295807.1
LOC551174	XP_623571.3
LOC551176	XP_003251464.1
LOC551177	XP_623573.2
LOC551178	XP_623574.2
LOC551179	NP_001314895.1
LOC551180	XP_006565544.2
LOC551182	XP_006557330.1
LOC551184	XP_006564656.1
LOC551185	XP_623581.2
LOC551188	XP_006570049.2
LOC551189	XP_026300403.1
LOC551191	XP_623589.2
LOC551193	XP_016768600.1
LOC551194	XP_006560013.1
LOC551197	XP_623595.1
LOC551198	XP_623596.2
LOC551200	XP_623598.1
LOC551201	XP_623599.1
LOC551202	XP_006562603.1
LOC551203	XP_026302022.1
LOC551204	XP_623602.3
LOC551205	XP_016772970.1
LOC551206	XP_623604.1
LOC551207	XP_623605.2
LOC551208	XP_006571601.1
LOC551210	XP_026299114.1
LOC551211	XP_016770294.1
LOC551212	XP_006562384.1
LOC551213	XP_006560700.1
LOC551214	XP_026301625.1
LOC551215	XP_026295165.1
LOC551216	XP_026295657.1
LOC551217	XP_006558448.1
LOC551219	XP_016767882.2
LOC551222	XP_026297140.1
LOC551223	XP_623621.1
LOC551224	XP_006565547.1
LOC551225	XP_623623.2
LOC551226	XP_623624.3
LOC551227	XP_625242.2
LOC551229	XP_016770794.1
LOC551231	XP_026299072.1
LOC551232	XP_026300438.1
LOC551235	XP_006569310.1
LOC551237	XP_026301253.1
LOC551240	XP_623635.3
LOC551241	XP_006565370.2
LOC551242	XP_623637.3
LOC551243	XP_006569755.1
LOC551248	XP_016771113.1
LOC551249	XP_026300640.1
LOC551250	XP_623644.3
LOC551252	XP_623646.2
LOC551254	XP_006561244.1
LOC551255	XP_623649.1
LOC551256	XP_623650.3
LOC551257	XP_006560652.1
LOC551258	XP_623652.2
LOC551259	XP_026297592.1
LOC551260	XP_623654.3
LOC551261	XP_026297903.1
LOC551263	XP_006568578.1
LOC551264	XP_623658.1
LOC551265	XP_623659.3
LOC551268	XP_026299643.1
LOC551269	XP_016772823.1
LOC551270	XP_026299144.1
LOC551272	XP_026300603.1
LOC551273	XP_623670.3
LOC551275	XP_623672.1
LOC551276	XP_623673.3
LOC551279	XP_006559914.2
LOC551280	XP_623678.2
LOC551281	XP_026301895.1
LOC551282	XP_623681.1
LOC551283	XP_006566478.1
LOC551284	XP_006565297.2
LOC551290	XP_623690.5
LOC551291	XP_006558458.1
LOC551293	XP_026297491.1
LOC551295	XP_026297640.1
LOC551296	XP_006568325.2
LOC551297	XP_623699.3
LOC551301	XP_006559508.1
LOC551302	XP_006557407.1
LOC551303	XP_623705.3
LOC551304	NP_001265261.1
LOC551305	XP_623706.1
LOC551308	XP_026297907.1
LOC551309	XP_623710.1
LOC551311	XP_026296621.1
LOC551313	XP_623751.2
LOC551314	XP_623715.2
LOC551316	XP_623717.4
LOC551318	XP_625245.2
LOC551320	XP_006571593.2
LOC551321	XP_623721.3
LOC551323	XP_623723.2
LOC551324	XP_623724.3
LOC551325	XP_623725.1
LOC551327	XP_623727.2
LOC551328	XP_026301434.1
LOC551329	XP_006557761.1
LOC551330	XP_623731.1
LOC551331	XP_623732.1
LOC551337	XP_006569524.1
LOC551338	XP_016768897.1
LOC551339	XP_623739.2
LOC551340	XP_006572374.1
LOC551343	XP_006571886.1
LOC551344	XP_026300868.1
LOC551345	XP_623745.2
LOC551347	XP_623747.1
LOC551349	XP_623749.3
LOC551350	XP_623750.2
LOC551353	XP_623753.4
LOC551354	XP_623754.1
LOC551355	XP_623755.3
LOC551356	XP_026301920.1
LOC551358	XP_006571453.2
LOC551360	XP_016769943.1
LOC551361	XP_026299023.1
LOC551363	XP_006565092.1
LOC551364	XP_623764.2
LOC551365	XP_623765.3
LOC551369	XP_016767697.1
LOC551371	XP_623769.1
LOC551372	XP_623770.2
LOC551373	XP_026298553.1
LOC551374	XP_026301695.1
LOC551375	XP_006564019.2
LOC551376	XP_623774.2
LOC551378	XP_006563055.2
LOC551379	XP_026299449.1
LOC551381	XP_623779.1
LOC551383	XP_623781.3
LOC551384	XP_623782.1
LOC551385	XP_026296648.1
LOC551386	XP_006571393.1
LOC551391	XP_006559075.1
LOC551392	XP_016771176.2
LOC551395	XP_006568215.3
LOC551396	XP_623793.2
LOC551397	XP_623794.1
LOC551398	XP_006570047.2
LOC551400	XP_623797.2
LOC551401	XP_026298140.1
LOC551403	XP_623800.3
LOC551405	XP_623802.2
LOC551406	XP_623803.3
LOC551408	NP_001106142.2
LOC551409	XP_026298067.1
LOC551410	XP_006565324.1
LOC551411	XP_623807.3
LOC551412	XP_623808.1
LOC551413	XP_623809.3
LOC551414	XP_623810.1
LOC551415	XP_016772662.1
LOC551416	XP_625250.4
LOC551418	XP_623813.1
LOC551419	XP_006571388.1
LOC551420	NP_001265265.1
LOC551421	XP_623816.1
LOC551422	XP_026298318.1
LOC551424	XP_006566698.1
LOC551425	XP_623820.2
LOC551426	XP_623821.1
LOC551427	XP_623822.2
LOC551428	XP_006562376.1
LOC551429	XP_026301562.1
LOC551430	XP_026295638.1
LOC551431	XP_623827.3
LOC551432	XP_006558259.2
LOC551433	XP_623829.4
LOC551434	NP_001229508.1
LOC551435	XP_026298883.1
LOC551436	XP_623832.1
LOC551437	XP_016768646.1
LOC551438	XP_623834.1
LOC551439	XP_006564997.2
LOC551441	XP_623837.2
LOC551442	XP_006571931.2
LOC551443	XP_006562582.1
LOC551445	XP_623840.1
LOC551446	XP_016771616.1
LOC551447	XP_006572418.1
LOC551448	XP_006557463.3
LOC551449	XP_026299802.1
LOC551450	XP_026302113.1
LOC551451	XP_026301948.1
LOC551452	XP_623847.3
LOC551454	NP_001314886.1
LOC551457	XP_026295309.1
LOC551458	XP_623853.1
LOC551459	XP_006559849.1
LOC551460	XP_016768222.2
LOC551461	XP_006569528.1
LOC551462	XP_006559674.1
LOC551463	XP_026299103.1
LOC551464	XP_026296696.1
LOC551465	XP_026295193.1
LOC551466	XP_623864.3
LOC551467	XP_006566739.1
LOC551469	XP_016771524.1
LOC551470	XP_623868.1
LOC551472	XP_623870.2
LOC551474	XP_016770906.1
LOC551476	XP_006569056.2
LOC551477	XP_623875.1
LOC551478	XP_006568028.1
LOC551479	XP_006560961.1
LOC551480	XP_623878.1
LOC551483	XP_026299651.1
LOC551484	XP_026295442.1
LOC551485	XP_026295316.1
LOC551486	XP_006559056.1
LOC551488	XP_623886.1
LOC551489	XP_623887.3
LOC551490	XP_026300162.1
LOC551492	XP_006568864.1
LOC551493	XP_623891.2
LOC551494	XP_026301954.1
LOC551495	XP_623893.3
LOC551496	XP_016769932.1
LOC551497	XP_006566109.1
LOC551498	XP_026298952.1
LOC551499	XP_006562917.1
LOC551500	XP_623897.1
LOC551501	XP_623898.4
LOC551502	XP_026300485.1
LOC551505	XP_623902.1
LOC551506	XP_623903.2
LOC551508	XP_623905.1
LOC551509	XP_623906.1
LOC551510	XP_006569939.1
LOC551511	XP_623908.1
LOC551512	XP_006559118.2
LOC551513	XP_016769133.2
LOC551514	XP_026298017.1
LOC551515	XP_006560678.1
LOC551516	XP_623914.1
LOC551517	XP_623915.2
LOC551518	XP_026296153.1
LOC551519	XP_623917.2
LOC551520	XP_623918.4
LOC551521	XP_623919.1
LOC551523	XP_623921.1
LOC551524	XP_623922.2
LOC551525	XP_026301198.1
LOC551526	XP_006564841.1
LOC551527	XP_623925.2
LOC551528	XP_016770366.1
LOC551529	XP_006571082.1
LOC551530	XP_026302130.1
LOC551531	XP_026299286.1
LOC551532	XP_623930.2
LOC551533	XP_006557892.1
LOC551535	XP_623933.1
LOC551536	XP_006559175.1
LOC551537	XP_026295544.1
LOC551538	XP_006568031.1
LOC551539	XP_625253.1
LOC551540	XP_623937.2
LOC551541	XP_625254.1
LOC551544	XP_016768434.2
LOC551545	XP_623941.1
LOC551546	XP_623942.2
LOC551547	XP_016772636.1
LOC551548	XP_016767875.1
LOC551549	XP_006572161.1
LOC551550	XP_006572172.1
LOC551551	XP_016772142.1
LOC551552	XP_026297002.1
LOC551553	XP_623950.2
LOC551554	XP_623951.1
LOC551555	XP_006557467.1
LOC551556	XP_026300808.1
LOC551557	XP_006568626.1
LOC551558	XP_006571083.1
LOC551559	XP_623954.1
LOC551560	XP_006564499.3
LOC551561	XP_006564876.1
LOC551562	XP_026301292.1
LOC551563	XP_623958.2
LOC551566	XP_026297323.1
LOC551570	XP_623965.2
LOC551571	NP_001157480.1
LOC551572	XP_006566901.1
LOC551573	XP_006569639.2
LOC551574	XP_006559902.2
LOC551576	XP_026298834.1
LOC551578	XP_623973.1
LOC551579	XP_623974.3
LOC551580	XP_623975.1
LOC551581	XP_006568174.2
LOC551582	XP_623977.2
LOC551584	XP_623979.1
LOC551585	XP_623980.2
LOC551586	XP_623981.1
LOC551587	XP_623982.2
LOC551588	XP_623983.3
LOC551589	XP_026298908.1
LOC551590	XP_623985.3
LOC551591	XP_016770903.1
LOC551593	XP_623988.1
LOC551595	XP_026294750.1
LOC551596	XP_625258.1
LOC551597	XP_016766808.1
LOC551599	XP_623993.3
LOC551602	XP_623996.3
LOC551603	XP_006559507.1
LOC551604	NP_001035355.1
LOC551605	XP_623999.1
LOC551606	XP_624000.1
LOC551607	XP_624001.1
LOC551608	XP_624002.4
LOC551609	XP_026299538.1
LOC551610	XP_006564509.1
LOC551612	XP_624006.3
LOC551613	XP_624007.4
LOC551614	XP_624008.2
LOC551616	XP_006559772.2
LOC551617	XP_006570946.1
LOC551618	XP_624012.3
LOC551619	XP_026296707.1
LOC551620	XP_624014.2
LOC551621	NP_001091689.1
LOC551622	XP_006571339.2
LOC551623	XP_026301560.1
LOC551624	XP_006570520.2
LOC551625	XP_624019.1
LOC551628	XP_006569355.1
LOC551629	XP_624023.2
LOC551631	XP_624025.3
LOC551632	XP_624026.3
LOC551633	XP_026300835.1
LOC551635	NP_001265257.1
LOC551636	XP_006569630.1
LOC551637	XP_003251718.1
LOC551642	XP_624036.2
LOC551644	XP_624038.2
LOC551646	XP_026302042.1
LOC551647	XP_006571285.1
LOC551649	XP_016770889.1
LOC551650	XP_624043.2
LOC551651	XP_026300991.1
LOC551652	XP_006563207.1
LOC551654	XP_624047.2
LOC551655	XP_006558477.1
LOC551656	XP_625261.1
LOC551658	XP_006561326.1
LOC551659	XP_003251581.1
LOC551660	XP_624052.1
LOC551661	XP_624053.4
LOC551662	XP_624054.3
LOC551663	XP_006564731.1
LOC551664	XP_026295986.1
LOC551665	XP_624057.3
LOC551666	XP_003250468.1
LOC551667	XP_006564489.1
LOC551668	XP_624060.4
LOC551670	XP_624062.4
LOC551671	XP_026296199.1
LOC551672	XP_624064.5
LOC551673	XP_006570218.1
LOC551676	XP_006570683.1
LOC551677	XP_006560863.1
LOC551678	XP_624070.1
LOC551679	XP_003251504.1
LOC551680	XP_006571287.1
LOC551682	XP_624074.1
LOC551683	XP_006566523.1
LOC551684	XP_624076.1
LOC551685	XP_006563210.1
LOC551686	XP_624077.3
LOC551687	XP_026294961.1
LOC551688	XP_026302239.1
LOC551689	XP_016773505.1
LOC551690	XP_006559184.1
LOC551692	XP_006564855.1
LOC551694	XP_624085.1
LOC551695	XP_624086.1
LOC551696	XP_624087.2
LOC551699	XP_006570860.1
LOC551700	XP_016768353.1
LOC551701	XP_006570210.2
LOC551702	XP_624094.3
LOC551703	XP_624095.3
LOC551704	XP_026300952.1
LOC551705	XP_006570131.1
LOC551706	XP_016770057.2
LOC551707	XP_016770274.1
LOC551708	XP_016771652.1
LOC551709	XP_026300990.1
LOC551710	XP_624102.1
LOC551711	XP_026294976.1
LOC551712	XP_006566858.1
LOC551714	XP_026295199.1
LOC551715	XP_026295160.1
LOC551717	XP_026298242.1
LOC551718	XP_624109.1
LOC551720	XP_624111.1
LOC551721	XP_624112.1
LOC551722	XP_026295888.1
LOC551723	XP_624114.1
LOC551724	XP_026299251.1
LOC551725	XP_026295586.1
LOC551726	XP_026299182.1
LOC551727	XP_006570209.1
LOC551728	XP_624119.2
LOC551730	XP_624121.2
LOC551731	XP_026298382.1
LOC551732	XP_624123.1
LOC551733	XP_026299199.1
LOC551734	XP_624125.1
LOC551735	XP_006566522.1
LOC551736	XP_006564422.1
LOC551737	XP_624128.3
LOC551738	XP_026300083.1
LOC551739	XP_624130.2
LOC551740	XP_625264.2
LOC551741	XP_026300963.1
LOC551742	XP_026300805.1
LOC551743	XP_026294843.1
LOC551744	XP_624134.1
LOC551745	XP_006563948.1
LOC551746	XP_624136.4
LOC551747	XP_624137.2
LOC551749	XP_006568303.1
LOC551751	XP_624141.3
LOC551753	XP_006565233.2
LOC551754	XP_624144.2
LOC551755	XP_016772706.1
LOC551756	XP_624146.2
LOC551757	XP_624147.2
LOC551758	XP_006567809.2
LOC551759	XP_006560854.2
LOC551760	XP_624150.2
LOC551761	XP_624151.1
LOC551762	XP_026299245.1
LOC551763	XP_624153.3
LOC551765	XP_006562316.1
LOC551766	XP_006564892.1
LOC551768	XP_006558287.1
LOC551769	XP_006561099.1
LOC551770	XP_026301163.1
LOC551771	XP_624161.1
LOC551772	XP_006565974.1
LOC551773	XP_624163.1
LOC551774	XP_625265.1
LOC551775	XP_624164.1
LOC551776	XP_006564257.2
LOC551778	XP_624166.2
LOC551779	XP_006562632.1
LOC551780	XP_006559644.1
LOC551781	XP_624169.3
LOC551782	XP_006572356.1
LOC551784	XP_624172.1
LOC551785	XP_624173.1
LOC551787	XP_624175.3
LOC551788	XP_016768427.2
LOC551790	XP_624178.2
LOC551791	XP_624179.3
LOC551792	XP_006571511.1
LOC551793	XP_026299177.1
LOC551794	XP_624182.1
LOC551795	XP_624183.1
LOC551796	XP_026300546.1
LOC551799	XP_016772434.2
LOC551801	XP_016766380.1
LOC551802	XP_006562250.1
LOC551803	XP_026296931.1
LOC551804	XP_006569499.1
LOC551805	XP_624193.2
LOC551806	XP_006563838.1
LOC551807	XP_026298250.1
LOC551809	XP_006558946.1
LOC551811	XP_624199.2
LOC551812	XP_006562807.1
LOC551814	XP_026299151.1
LOC551815	XP_003250387.2
LOC551817	XP_624205.2
LOC551818	XP_624206.2
LOC551819	XP_624207.3
LOC551820	XP_006569200.1
LOC551822	XP_624210.1
LOC551823	XP_006564911.3
LOC551824	XP_003249784.1
LOC551825	XP_624213.3
LOC551826	XP_006568058.2
LOC551827	XP_624215.4
LOC551830	XP_026296762.1
LOC551831	XP_006569545.1
LOC551832	XP_624220.2
LOC551833	XP_624221.1
LOC551834	XP_006559713.1
LOC551835	XP_006558699.1
LOC551837	XP_006571404.1
LOC551838	XP_624226.2
LOC551839	XP_624227.2
LOC551840	XP_624228.1
LOC551841	XP_026298154.1
LOC551842	XP_624230.1
LOC551843	XP_624231.2
LOC551844	XP_624232.2
LOC551845	XP_624233.3
LOC551846	XP_006562367.1
LOC551847	XP_006560162.1
LOC551848	XP_006559444.2
LOC551849	XP_006561160.1
LOC551850	XP_006558030.1
LOC551852	XP_003249705.1
LOC551854	XP_006567817.1
LOC551855	XP_624243.3
LOC551856	XP_624244.1
LOC551857	XP_016770924.1
LOC551858	XP_026296046.1
LOC551859	XP_006565317.1
LOC551860	XP_624248.3
LOC551861	XP_624249.1
LOC551863	XP_624251.3
LOC551864	XP_624253.2
LOC551865	XP_624254.3
LOC551866	XP_006558931.1
LOC551867	XP_624256.1
LOC551868	XP_624257.1
LOC551869	XP_016771036.1
LOC551870	XP_006567038.1
LOC551871	XP_026301632.1
LOC551872	XP_624261.3
LOC551874	XP_006566848.1
LOC551875	XP_026295176.1
LOC551877	XP_624266.2
LOC551879	XP_026297715.1
LOC551880	XP_026298504.1
LOC551881	XP_026300359.1
LOC551882	XP_006563123.1
LOC551883	NP_001314887.1
LOC551884	XP_006565312.1
LOC551885	XP_026298084.1
LOC551888	XP_624277.2
LOC551889	XP_016767489.1
LOC551890	XP_624279.3
LOC551891	XP_026302238.1
LOC551892	XP_624281.2
LOC551893	XP_624282.1
LOC551894	XP_624283.3
LOC551895	XP_026300470.1
LOC551896	XP_006566844.1
LOC551897	XP_016767910.1
LOC551898	XP_006565526.1
LOC551901	XP_006572136.1
LOC551902	XP_026301245.1
LOC551903	XP_006567932.1
LOC551904	XP_006564634.1
LOC551905	XP_624294.3
LOC551906	XP_624295.4
LOC551907	XP_016773035.2
LOC551908	XP_026301229.1
LOC551909	XP_624297.2
LOC551910	XP_624298.3
LOC551911	XP_624299.2
LOC551912	XP_016769903.1
LOC551913	XP_026300272.1
LOC551914	XP_624303.1
LOC551916	XP_624305.2
LOC551917	XP_026295177.1
LOC551918	XP_624307.2
LOC551919	XP_016767684.1
LOC551920	XP_006569552.2
LOC551922	XP_624310.2
LOC551924	XP_006562524.1
LOC551927	XP_026296719.1
LOC551928	XP_016768933.1
LOC551929	XP_624317.2
LOC551930	XP_026298569.1
LOC551931	XP_006560066.1
LOC551934	XP_003251089.1
LOC551936	XP_624322.1
LOC551938	XP_006557845.1
LOC551939	XP_624325.2
LOC551941	XP_026299557.1
LOC551944	XP_624330.3
LOC551945	XP_026301126.1
LOC551946	XP_026301225.1
LOC551947	XP_026301682.1
LOC551948	XP_624333.2
LOC551949	XP_624334.2
LOC551950	XP_624335.1
LOC551952	XP_624337.2
LOC551953	XP_016772857.2
LOC551954	XP_624339.2
LOC551956	XP_016767900.1
LOC551957	XP_026301289.1
LOC551958	XP_624343.2
LOC551959	XP_624344.3
LOC551960	XP_003251758.1
LOC551961	XP_624346.1
LOC551962	XP_016769254.1
LOC551963	XP_026300167.1
LOC551964	XP_624349.1
LOC551966	XP_624351.3
LOC551967	XP_016769761.1
LOC551968	XP_624353.1
LOC551969	XP_624354.1
LOC551970	XP_026295249.1
LOC551972	XP_624358.1
LOC551973	XP_016768242.1
LOC551974	XP_624360.1
LOC551976	XP_026301848.1
LOC551978	XP_624364.1
LOC551980	XP_006562420.1
LOC551981	XP_624367.3
LOC551982	XP_006559857.1
LOC551983	XP_624369.1
LOC551984	XP_006558355.1
LOC551986	XP_624372.2
LOC551987	XP_006566659.1
LOC551990	XP_624376.1
LOC551991	XP_006559448.1
LOC551992	XP_624378.1
LOC551993	XP_625272.1
LOC551996	XP_026298562.1
LOC551997	XP_624382.3
LOC551998	XP_016768555.1
LOC551999	XP_006572138.2
LOC552000	XP_624385.4
LOC552001	XP_624386.1
LOC552002	XP_026299579.1
LOC552003	XP_006564628.1
LOC552005	XP_006557738.1
LOC552006	XP_625274.4
LOC552007	XP_006565999.1
LOC552008	XP_006562505.1
LOC552009	XP_624392.3
LOC552010	XP_624393.1
LOC552012	XP_624395.3
LOC552014	XP_624397.1
LOC552015	XP_006566096.3
LOC552016	XP_624399.2
LOC552017	XP_006562360.1
LOC552018	XP_006561085.2
LOC552019	XP_006559452.1
LOC552020	XP_006561152.1
LOC552021	XP_006568034.1
LOC552022	XP_624406.2
LOC552023	XP_026296546.1
LOC552024	XP_624408.3
LOC552025	XP_016767891.1
LOC552026	XP_006568384.2
LOC552027	XP_006558426.1
LOC552028	XP_624412.2
LOC552029	XP_006572202.1
LOC552030	XP_006572178.1
LOC552031	XP_006564625.1
LOC552032	XP_003251612.1
LOC552034	XP_624417.1
LOC552036	XP_624419.3
LOC552037	XP_624420.3
LOC552038	XP_624421.1
LOC552039	XP_006569681.2
LOC552040	XP_016768483.1
LOC552042	XP_624424.1
LOC552043	XP_006564915.1
LOC552044	XP_006569117.1
LOC552046	XP_006561341.1
LOC552047	XP_624429.2
LOC552048	XP_624430.3
LOC552049	XP_006564745.1
LOC552050	XP_624432.1
LOC552051	XP_016769151.1
LOC552052	XP_624434.2
LOC552053	XP_624435.2
