#CREATED MARCH 2020, LAUREN MEE, UNIVERSITY OF LIVERPOOL
#TABLE OF GENES, CORRESPONDING TRANSRIPTS (VARIANT-RESOLVED) AND PRODUCT DESCRIPTION FROM APIS MELLIFERA (AmelHAv3.1, GCF_003254395.2)
GeneID	TranscriptID	Gene_Desc
LOC107965838	XM_016917560.2	 poly(U)-specific endoribonuclease homolog 
LOC101664701	XM_016917573.2	 PI-PLC X domain-containing protein 1-like 
LOC107965854	XM_016917590.2	 uncharacterized LOC107965854 
LOC102656489	XM_016917606.2	 uncharacterized LOC102656489 
LOC413834	XM_016917618.2	 atypical protein kinase C 
LOC107965891	XM_016917628.2	 electron transfer flavoprotein regulatory factor 1 
LOC726912	XM_016917650.2	 protein cortex 
LOC551448	XM_016917662.2	 ribose-phosphate pyrophosphokinase 1 
LOC551448	XM_016917667.2	 ribose-phosphate pyrophosphokinase 1 
LOC551448	XM_016917672.2	 ribose-phosphate pyrophosphokinase 1 
LOC726145	XM_016917677.1	 ubiquitin-conjugating enzyme E2-22 kDa 
LOC726145	XM_016917679.2	 ubiquitin-conjugating enzyme E2-22 kDa 
LOC410779	XM_016917686.2	 neuroligin 2 
LOC410779	XM_016917687.2	 neuroligin 2 
LOC412588	XM_016917710.2	 tyrosine-protein kinase Src42A 
LOC412588	XM_016917712.2	 tyrosine-protein kinase Src42A 
LOC412588	XM_016917722.2	 tyrosine-protein kinase Src42A 
LOC408577	XM_016917733.2	 phosphatidylinositol 3-kinase regulatory subunit alpha 
LOC726766	XM_016917734.2	 endoribonuclease Dicer 
LOC102653654	XM_016917739.2	 helix-loop-helix protein 1-like 
LOC413357	XM_016917743.2	 ubiquitin carboxyl-terminal hydrolase 31 
LOC107966025	XM_016917769.2	 uncharacterized LOC107966025 
LOC726178	XM_016917786.2	 hrp65 protein 
LOC726178	XM_016917787.2	 hrp65 protein 
LOC413670	XM_016917788.2	 uncharacterized F-box/LRR-repeat protein C02F5.7 
LOC408626	XM_016917789.2	 poly(A)-specific ribonuclease PARN 
LOC408626	XM_016917790.2	 poly(A)-specific ribonuclease PARN 
LOC414037	XM_016917793.2	 protein Wnt-5b 
LOC414037	XM_016917794.2	 protein Wnt-5b 
LOC551647	XM_016917796.2	 uncharacterized LOC551647 
LOC100578696	XM_016917798.2	 uncharacterized LOC100578696 
LOC551443	XM_016917799.2	 uncharacterized LOC551443 
LOC408597	XM_016917805.2	 U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 
LOC408596	XM_016917806.2	 clavesin-2 
LOC551612	XM_016917807.2	 FACT complex subunit spt16 
LOC408574	XM_016917808.1	 uncharacterized LOC408574 
LOC550724	XM_016917814.2	 3-hydroxy-3-methylglutaryl-coenzyme A reductase 
LOC102655778	XM_016917815.2	 translation factor GUF1 homolog, mitochondrial 
LOC412578	XM_016917816.2	 mediator of RNA polymerase II transcription subunit 21 
LOC409401	XM_016917817.2	 cyclic AMP-responsive element-binding protein 1 
LOC409401	XM_016917818.2	 cyclic AMP-responsive element-binding protein 1 
LOC409401	XM_016917819.2	 cyclic AMP-responsive element-binding protein 1 
LOC551679	XM_016917820.1	 transmembrane protein 47 
LOC551680	XM_016917822.2	 histamine-gated chloride channel 2 
LOC552162	XM_016917824.2	 SH3 domain-binding protein 5 homolog 
LOC100578309	XM_016917825.2	 uncharacterized LOC100578309 
LOC724538	XM_016917830.2	 probable ATP-dependent RNA helicase DDX52 
LOC100578031	XM_016917834.2	 BTB/POZ domain-containing protein 6-B 
LOC100578031	XM_016917835.2	 BTB/POZ domain-containing protein 6-B 
LOC100578389	XM_016917836.2	 uncharacterized LOC100578389 
LOC107966047	XM_016917842.2	 IQ and ubiquitin-like domain-containing protein 
LOC100576505	XM_016917844.2	 uncharacterized LOC100576505 
LOC725318	XM_016917845.2	 transmembrane protein 114 
LOC725318	XM_016917846.2	 transmembrane protein 114 
LOC410728	XM_016917848.2	 transmembrane channel-like protein 2 
LOC107966049	XM_016917851.1	 uncharacterized LOC107966049 
LOC107966049	XM_016917852.2	 uncharacterized LOC107966049 
LOC107966049	XM_016917853.2	 uncharacterized LOC107966049 
LOC408590	XM_016917854.2	 RING finger and CHY zinc finger domain-containing protein 1 
LOC412834	XM_016917857.1	 importin-11 
LOC102654427	XM_016917860.2	 sodium-dependent nutrient amino acid transporter 1 
LOC725420	XM_016917861.2	 sodium-dependent nutrient amino acid transporter 1 
LOC552163	XM_016917864.2	 dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase 
LOC552163	XM_016917865.2	 dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase 
LOC410157	XM_016917869.2	 ras-related protein Rab-23 
LOC107966053	XM_016917870.2	 uncharacterized LOC107966053 
LOC725976	XM_016917875.2	 46 kDa FK506-binding nuclear protein 
LOC726368	XM_016917876.1	 zinc finger protein 883 
LOC724117	XM_016917877.2	 uncharacterized LOC724117 
LOC100577369	XM_016917879.2	 HEAT repeat-containing protein 6 
LOC409238	XM_016917880.2	 43 kDa receptor-associated protein of the synapse homolog 
LOC409238	XM_016917881.2	 43 kDa receptor-associated protein of the synapse homolog 
LOC409238	XM_016917882.2	 43 kDa receptor-associated protein of the synapse homolog 
LOC409238	XM_016917883.2	 43 kDa receptor-associated protein of the synapse homolog 
LOC409238	XM_016917884.2	 43 kDa receptor-associated protein of the synapse homolog 
LOC406132	XM_016917887.2	 histone H4 
LOC724903	XM_016917888.2	 protein tipE 
LOC724903	XM_016917889.2	 protein tipE 
LOC412523	XM_016917891.2	 out at first protein 
LOC107963993	XM_016917895.2	 palmitoleoyl-protein carboxylesterase NOTUM 
LOC412220	XM_016917898.2	 vesicular glutamate transporter 2.2 
LOC410705	XM_016917899.2	 synaptic vesicle glycoprotein 2C 
LOC100578708	XM_016917900.2	 protein Star 
LOC100578708	XM_016917901.2	 protein Star 
LOC100578708	XM_016917902.2	 protein Star 
LOC726412	XM_016917903.2	 solute carrier family 22 member 8 
LOC100576961	XM_016917904.2	 uncharacterized LOC100576961 
LOC725489	XM_016917906.2	 farnesol dehydrogenase 
LOC725489	XM_016917907.2	 farnesol dehydrogenase 
LOC725489	XM_016917909.2	 farnesol dehydrogenase 
LOC725489	XM_016917911.2	 farnesol dehydrogenase 
LOC724281	XM_016917914.2	 probable serine/threonine-protein kinase mps1 
LOC412613	XM_016917915.2	 CDK-activating kinase assembly factor MAT1 
LOC409313	XM_016917916.2	 actin-related protein 2 
LOC550977	XM_016917917.2	 protein abrupt 
LOC411675	XM_016917921.2	 UNC93-like protein 
LOC412000	XM_016917922.2	 uncharacterized protein KIAA1841 
LOC551111	XM_016917925.1	 steroidogenic acute regulatory protein-like 
LOC551111	XM_016917926.2	 steroidogenic acute regulatory protein-like 
LOC551111	XM_016917927.1	 steroidogenic acute regulatory protein-like 
LOC412195	XM_016917929.2	 histone-lysine N-methyltransferase SMYD3 
LOC725456	XM_016917932.2	 sodium-dependent nutrient amino acid transporter 1 
LOC725818	XM_016917939.2	 uncharacterized LOC725818 
LOC725818	XM_016917940.2	 uncharacterized LOC725818 
LOC411965	XM_016917941.1	 transcription initiation factor IIB 
LOC726320	XM_016917946.2	 serine protease inhibitor 27A 
LOC409290	XM_016917948.2	 60S ribosomal protein L14 
LOC413895	XM_016917949.2	 bone morphogenetic protein receptor type-2 
LOC724950	XM_016917950.2	 integrin beta-PS 
LOC724199	XM_016917951.1	 early nodulin-75 
LOC409751	XM_016917954.2	 multiple inositol polyphosphate phosphatase 1 
LOC409027	XM_016917955.2	 leucine-rich repeat and calponin homology domain-containing protein 1 
LOC552366	XM_016917958.2	 uncharacterized LOC552366 
LOC409027	XM_016917959.2	 leucine-rich repeat and calponin homology domain-containing protein 1 
LOC102654380	XM_016917961.2	 uncharacterized LOC102654380 
LOC409027	XM_016917963.2	 leucine-rich repeat and calponin homology domain-containing protein 1 
Or57	XM_016917964.2	 odorant receptor 57 
Or25	XM_016917965.2	 odorant receptor 25 
LOC412601	XM_016917974.2	 mothers against decapentaplegic homolog 3 
TpnI	XM_016917983.2	 troponin I 
TpnI	XM_016917984.2	 troponin I 
TpnI	XM_016917985.2	 troponin I 
TpnI	XM_016917986.2	 troponin I 
TpnI	XM_016917987.2	 troponin I 
TpnI	XM_016917988.2	 troponin I 
TpnI	XM_016917990.2	 troponin I 
LOC102656224	XM_016917991.2	 uncharacterized LOC102656224 
Eyg	XM_016917992.2	 eyegone 
LOC409792	XM_016918010.2	 electroneutral sodium bicarbonate exchanger 1 
LOC409792	XM_016918013.2	 electroneutral sodium bicarbonate exchanger 1 
LOC107966085	XM_016918014.2	 uncharacterized LOC107966085 
LOC551689	XM_016918016.2	 nucleolar protein 6 
LOC102656824	XM_016918017.2	 histidine-rich glycoprotein-like 
LOC409792	XM_016918019.2	 electroneutral sodium bicarbonate exchanger 1 
LOC412314	XM_016918022.2	 rho GTPase-activating protein gacU 
LOC107966087	XM_016918024.2	 uncharacterized LOC107966087 
LOC410890	XM_016918028.2	 protein seele 
LOC100577715	XM_016918031.2	 odorant receptor 15 
LOC100577715	XM_016918032.2	 odorant receptor 15 
LOC100577715	XM_016918033.2	 odorant receptor 15 
LOC100577715	XM_016918034.2	 odorant receptor 15 
LOC102653637	XM_016918039.2	 odorant receptor 4-like 
LOC102653637	XM_016918040.2	 odorant receptor 4-like 
LOC726097	XM_016918042.2	 uncharacterized LOC726097 
LOC726097	XM_016918043.2	 uncharacterized LOC726097 
LOC100577226	XM_016918045.2	 odorant receptor 4 
LOC100576816	XM_016918046.2	 odorant receptor 4 
LOC102655435	XM_016918048.2	 odorant receptor 4-like 
LOC100577590	XM_016918049.2	 odorant receptor 20 
LOC100577068	XM_016918050.2	 odorant receptor 4-like 
LOC102655367	XM_016918052.2	 odorant receptor 4-like 
LOC725165	XM_016918054.2	 aquaporin AQPAe.a 
LOC725165	XM_016918055.2	 aquaporin AQPAe.a 
LOC408699	XM_016918056.2	 high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8 
LOC408699	XM_016918057.2	 high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8 
LOC724425	XM_016918059.2	 APOBEC1 complementation factor-like 
LOC413787	XM_016918061.2	 tetratricopeptide repeat protein 39B 
LOC413787	XM_016918062.2	 tetratricopeptide repeat protein 39B 
LOC413787	XM_016918063.1	 tetratricopeptide repeat protein 39B 
LOC413787	XM_016918064.2	 tetratricopeptide repeat protein 39B 
LOC410792	XM_016918065.2	 TBC1 domain family member 22B 
LOC410792	XM_016918066.2	 TBC1 domain family member 22B 
LOC100577139	XM_016918068.2	 AF4/FMR2 family member 4 
LOC100577139	XM_016918069.2	 AF4/FMR2 family member 4 
LOC100577139	XM_016918070.2	 AF4/FMR2 family member 4 
LOC100577139	XM_016918071.2	 AF4/FMR2 family member 4 
LOC100577139	XM_016918072.2	 AF4/FMR2 family member 4 
LOC100577139	XM_016918073.2	 AF4/FMR2 family member 4 
LOC100577139	XM_016918074.2	 AF4/FMR2 family member 4 
LOC102655663	XM_016918080.2	 putative gustatory receptor 28b 
LOC408669	XM_016918081.2	 uncharacterized protein KIAA0930 homolog 
LOC408669	XM_016918082.2	 uncharacterized protein KIAA0930 homolog 
LOC408669	XM_016918083.2	 uncharacterized protein KIAA0930 homolog 
LOC408669	XM_016918084.2	 uncharacterized protein KIAA0930 homolog 
LOC408668	XM_016918086.1	 probable tyrosyl-DNA phosphodiesterase 
LOC551167	XM_016918087.2	 multidrug resistance protein homolog 49 
LOC551167	XM_016918088.2	 multidrug resistance protein homolog 49 
LOC408664	XM_016918097.2	 homeodomain-interacting protein kinase 2 
LOC102656585	XM_016918098.2	 CD151 antigen 
LOC102656585	XM_016918099.2	 CD151 antigen 
LOC102656585	XM_016918100.2	 CD151 antigen 
LOC410801	XM_016918105.2	 cathepsin L1 
LOC410801	XM_016918106.2	 cathepsin L1 
LOC410803	XM_016918107.2	 solute carrier family 41 member 1 
LOC410803	XM_016918109.2	 solute carrier family 41 member 1 
LOC410803	XM_016918110.2	 solute carrier family 41 member 1 
LOC410803	XM_016918111.2	 solute carrier family 41 member 1 
LOC410803	XM_016918113.2	 solute carrier family 41 member 1 
LOC410803	XM_016918114.2	 solute carrier family 41 member 1 
LOC410803	XM_016918115.2	 solute carrier family 41 member 1 
LOC410803	XM_016918116.2	 solute carrier family 41 member 1 
LOC410803	XM_016918117.2	 solute carrier family 41 member 1 
LOC410803	XM_016918118.2	 solute carrier family 41 member 1 
LOC410805	XM_016918120.2	 open rectifier potassium channel protein 1 
LOC410805	XM_016918121.2	 open rectifier potassium channel protein 1 
LOC410805	XM_016918122.2	 open rectifier potassium channel protein 1 
LOC410805	XM_016918123.2	 open rectifier potassium channel protein 1 
LOC410804	XM_016918125.2	 FYVE, RhoGEF and PH domain-containing protein 4 
LOC408677	XM_016918128.2	 titin 
LOC725958	XM_016918129.2	 mucosa-associated lymphoid tissue lymphoma translocation protein 1 
LOC102656639	XM_016918132.2	 hepatoma-derived growth factor-related protein 2-like 
LOC410851	XM_016918135.2	 bicaudal D-related protein homolog 
LOC724508	XM_016918136.2	 trichoplein keratin filament-binding protein 
LOC724508	XM_016918137.2	 trichoplein keratin filament-binding protein 
LOC551122	XM_016918139.2	 coiled-coil domain-containing protein 42 like-2 
LOC725397	XM_016918142.2	 probable E3 ubiquitin-protein ligase makorin-1 
LOC410771	XM_016918144.2	 WD repeat-containing protein 47 
LOC410812	XM_016918146.2	 ras-like protein 1 
LOC410771	XM_016918147.2	 WD repeat-containing protein 47 
LOC410771	XM_016918148.2	 WD repeat-containing protein 47 
LOC413142	XM_016918149.2	 protein sarah 
LOC107966117	XM_016918150.2	 uncharacterized LOC107966117 
LOC408648	XM_026438845.1	 RING finger protein 11 
LOC100577827	XM_026438846.1	 uncharacterized LOC100577827 
LOC550695	XM_026438847.1	 carnitine O-palmitoyltransferase 1, liver isoform 
LOC550695	XM_026438848.1	 carnitine O-palmitoyltransferase 1, liver isoform 
LOC550695	XM_026438849.1	 carnitine O-palmitoyltransferase 1, liver isoform 
LOC550695	XM_026438850.1	 carnitine O-palmitoyltransferase 1, liver isoform 
LOC552364	XM_026438851.1	 gephyrin 
LOC552364	XM_026438852.1	 gephyrin 
LOC552364	XM_026438853.1	 gephyrin 
LOC410811	XM_026438854.1	 ras GTPase-activating protein 1 
LOC551563	XM_026438855.1	 cullin-5 
LOC409821	XM_026438856.1	 twitchin 
LOC409821	XM_026438857.1	 twitchin 
LOC409821	XM_026438858.1	 twitchin 
LOC409821	XM_026438859.1	 twitchin 
LOC409821	XM_026438860.1	 twitchin 
LOC409821	XM_026438861.1	 twitchin 
LOC409821	XM_026438862.1	 twitchin 
LOC409821	XM_026438863.1	 twitchin 
LOC409821	XM_026438864.1	 twitchin 
LOC409821	XM_026438865.1	 twitchin 
LOC409821	XM_026438866.1	 twitchin 
LOC409821	XM_026438867.1	 twitchin 
LOC409821	XM_026438868.1	 twitchin 
LOC409821	XM_026438869.1	 twitchin 
LOC409821	XM_026438870.1	 twitchin 
LOC409821	XM_026438871.1	 twitchin 
LOC409821	XM_026438872.1	 twitchin 
LOC409821	XM_026438873.1	 twitchin 
LOC409821	XM_026438874.1	 twitchin 
LOC409821	XM_026438875.1	 twitchin 
LOC409821	XM_026438876.1	 twitchin 
LOC409821	XM_026438877.1	 twitchin 
LOC409821	XM_026438878.1	 twitchin 
LOC409821	XM_026438879.1	 twitchin 
LOC409821	XM_026438880.1	 twitchin 
LOC409821	XM_026438881.1	 twitchin 
LOC409821	XM_026438882.1	 twitchin 
LOC409821	XM_026438883.1	 twitchin 
LOC409821	XM_026438884.1	 twitchin 
LOC409821	XM_026438885.1	 twitchin 
LOC409821	XM_026438886.1	 twitchin 
LOC409821	XM_026438887.1	 twitchin 
LOC409821	XM_026438888.1	 twitchin 
LOC409821	XM_026438889.1	 twitchin 
LOC409821	XM_026438890.1	 twitchin 
LOC409821	XM_026438891.1	 twitchin 
LOC409821	XM_026438892.1	 twitchin 
LOC409821	XM_026438893.1	 twitchin 
LOC409821	XM_026438894.1	 twitchin 
LOC409821	XM_026438895.1	 twitchin 
LOC409821	XM_026438896.1	 twitchin 
LOC409821	XM_026438897.1	 twitchin 
LOC409821	XM_026438898.1	 twitchin 
LOC409821	XM_026438899.1	 twitchin 
LOC409821	XM_026438900.1	 twitchin 
LOC409821	XM_026438901.1	 twitchin 
LOC409821	XM_026438902.1	 twitchin 
LOC409821	XM_026438903.1	 twitchin 
LOC409821	XM_026438904.1	 twitchin 
LOC409821	XM_026438905.1	 twitchin 
LOC409078	XM_026438906.1	 uncharacterized LOC409078 
LOC408705	XM_026438907.1	 RNA-binding protein 25 
LOC408705	XM_026438908.1	 RNA-binding protein 25 
LOC410878	XM_026438909.1	 epoxide hydrolase 4 
LOC410878	XM_026438910.1	 epoxide hydrolase 4 
LOC409078	XM_026438911.1	 uncharacterized LOC409078 
LOC100578507	XM_026438912.1	 maf-like protein Athe_1300 
LOC100578507	XM_026438913.1	 maf-like protein Athe_1300 
LOC409078	XM_026438914.1	 uncharacterized LOC409078 
LOC412594	XM_026438915.1	 uncharacterized LOC412594 
LOC412594	XM_026438916.1	 uncharacterized LOC412594 
LOC412594	XM_026438917.1	 uncharacterized LOC412594 
LOC412594	XM_026438918.1	 uncharacterized LOC412594 
LOC412594	XM_026438919.1	 uncharacterized LOC412594 
LOC412594	XM_026438920.1	 uncharacterized LOC412594 
LOC412594	XM_026438921.1	 uncharacterized LOC412594 
LOC412594	XM_026438922.1	 uncharacterized LOC412594 
LOC412594	XM_026438923.1	 uncharacterized LOC412594 
LOC412594	XM_026438924.1	 uncharacterized LOC412594 
LOC412594	XM_026438925.1	 uncharacterized LOC412594 
LOC412594	XM_026438926.1	 uncharacterized LOC412594 
LOC412594	XM_026438927.1	 uncharacterized LOC412594 
LOC412594	XM_026438928.1	 uncharacterized LOC412594 
LOC412594	XM_026438929.1	 uncharacterized LOC412594 
LOC412594	XM_026438930.1	 uncharacterized LOC412594 
LOC412594	XM_026438931.1	 uncharacterized LOC412594 
LOC413147	XM_026438932.1	 probable ATP-dependent RNA helicase DHX35 
LOC413147	XM_026438933.1	 probable ATP-dependent RNA helicase DHX35 
LOC413147	XM_026438934.1	 probable ATP-dependent RNA helicase DHX35 
LOC727534	XM_026438935.1	 ADP-ribose pyrophosphatase, mitochondrial 
LOC727534	XM_026438936.1	 ADP-ribose pyrophosphatase, mitochondrial 
LOC100578885	XM_026438937.1	 putative transcription factor capicua 
LOC100578885	XM_026438938.1	 putative transcription factor capicua 
LOC100578885	XM_026438939.1	 putative transcription factor capicua 
LOC726187	XM_026438940.1	 AP-1 complex subunit beta-1 
LOC726187	XM_026438941.1	 AP-1 complex subunit beta-1 
LOC412008	XM_026438942.1	 sprouty-related, EVH1 domain-containing protein 1 
LOC100577377	XM_026438943.1	 uncharacterized LOC100577377 
LOC100576896	XM_026438944.1	 uncharacterized LOC100576896 
LOC410891	XM_026438945.1	 protein dispatched 
LOC727479	XM_026438946.1	 zinc transporter 1 
LOC724919	XM_026438947.1	 mitochondrial amidoxime reducing component 2 
LOC726987	XM_026438948.1	 uncharacterized LOC726987 
LOC726987	XM_026438949.1	 uncharacterized LOC726987 
LOC100576862	XM_026438950.1	 speckle targeted PIP5K1A-regulated poly(A) polymerase 
LOC100576862	XM_026438951.1	 speckle targeted PIP5K1A-regulated poly(A) polymerase 
LOC100576862	XM_026438952.1	 speckle targeted PIP5K1A-regulated poly(A) polymerase 
LOC100576862	XM_026438953.1	 speckle targeted PIP5K1A-regulated poly(A) polymerase 
LOC100576862	XM_026438954.1	 speckle targeted PIP5K1A-regulated poly(A) polymerase 
LOC100576862	XM_026438955.1	 speckle targeted PIP5K1A-regulated poly(A) polymerase 
LOC100576862	XM_026438956.1	 speckle targeted PIP5K1A-regulated poly(A) polymerase 
LOC100576862	XM_026438957.1	 speckle targeted PIP5K1A-regulated poly(A) polymerase 
LOC100576862	XM_026438958.1	 speckle targeted PIP5K1A-regulated poly(A) polymerase 
LOC113218586	XM_026438959.1	 uncharacterized LOC113218586 
LOC100577496	XM_026438960.1	 glutamate receptor 3 
LOC100577496	XM_026438961.1	 glutamate receptor 3 
LOC102653640	XM_026438962.1	 glutamate receptor 1 
LOC102653640	XM_026438963.1	 glutamate receptor 1 
LOC551595	XM_026438964.1	 WD repeat-containing protein CG11141 
LOC551595	XM_026438965.1	 WD repeat-containing protein CG11141 
LOC411906	XM_026438966.1	 histone-lysine N-methyltransferase KMT5B-B-like 
LOC412003	XM_026438967.1	 GTPase-activating protein 
LOC412003	XM_026438968.1	 GTPase-activating protein 
LOC412003	XM_026438969.1	 GTPase-activating protein 
LOC412003	XM_026438970.1	 GTPase-activating protein 
LOC408718	XM_026438971.1	 leukocyte tyrosine kinase receptor 
LOC102656812	XM_026438972.1	 polyprenol reductase 
