Gene	lnL_Null	lnL_Alt	LRT	SocOrigin	Class	Gene_Desc	pvalue	adj_pvalue
LOC724178	-1466.60954	-1466.561969	0.095142	Habro	Random	 uncharacterized LOC724178 	0.757739203921827	1
LOC724179	-10306.937664	-10306.937664	0	Habro	Random	 ribosomal protein S6 kinase delta-1 	1	1
LOC724187	-5380.503084	-5379.457422	2.09132	Habro	Random	 toll-like receptor 4 	0.148138025674127	1
LOC724192	-5379.170241	-5377.52992	3.28064	Habro	Random	 titin 	0.0701015876664401	1
LOC724193	-13027.719041	-13027.719041	0	Habro	Random	 kinesin 8 	1	1
LOC724195	-2458.264471	-2458.179194	0.170554	Habro	Random	 B-cell receptor CD22 	0.679619919012832	1
LOC724196	-3423.561155	-3423.561155	0	Habro	Random	 retinal homeobox protein Rx1 	1	1
LOC724197	-2585.137065	-2585.137065	0	Habro	Random	 uncharacterized LOC724197 	1	1
LOC724201	-13093.845223	-13093.3756	0.939246	Habro	Random	 uncharacterized LOC724201 	0.332471826620101	1
LOC724203	-3926.010506	-3924.501194	3.01862	Habro	Random	 ribosome biogenesis protein BRX1 homolog 	0.082313482660026	1
LOC724205	-11006.541634	-11006.541634	0	Habro	Random	 protein AF-9 	1	1
LOC724206	-12869.015068	-12869.015068	0	Habro	Random	 TBC1 domain family member 31 	1	1
LOC724208	-8399.048427	-8398.532674	1.03151	Habro	Random	 serine protease snake 	0.309804275806273	1
LOC724211	-12506.558972	-12506.558972	0	Habro	Random	 cytochrome P450 9e2 	1	1
LOC724212	-8106.390495	-8106.390495	0	Habro	Random	 60 kDa SS-A/Ro ribonucleoprotein 	1	1
LOC724214	-7942.815309	-7942.815309	0	Habro	Random	 gametogenetin-binding protein 2-like 	1	1
LOC724220	-7245.572811	-7245.572811	0	Habro	Random	 synaptotagmin-10 	1	1
LOC724225	-5670.01417	-5670.01417	0	Habro	Random	 sex peptide receptor-like 	1	1
LOC724227	-9524.321795	-9524.254435	0.13472	Habro	Random	 synaptic vesicle glycoprotein 2B 	0.713587516593984	1
LOC724233	-1364.787002	-1363.178163	3.21768	Habro	Random	 40S ribosomal protein S17 	0.0728468077890366	1
LOC724234	-4351.165902	-4351.165902	0	Habro	Random	 dolichol kinase 	1	1
LOC724237	-1954.582363	-1954.582363	0	Habro	Random	 prostaglandin E2 receptor EP3 subtype 	1	1
LOC724240	-10637.354786	-10637.354786	0	Habro	Random	 flap endonuclease GEN 	1	1
LOC724242	-6501.726702	-6501.726702	0	Habro	Random	 protein neuralized 	1	1
LOC724243	-5607.740861	-5607.740861	0	Habro	Random	 fasciclin-3 	1	1
LOC724244	-12929.5626	-12925.943159	7.23888	Habro	Random	 structural maintenance of chromosomes protein 5 	0.00713414687455374	1
LOC724246	-5779.77024	-5779.77024	0	Habro	Random	 growth/differentiation factor 2 	1	1
LOC724251	-1257.871789	-1257.871789	0	Habro	Random	 alpha-sarcoglycan 	1	1
LOC724252	-5268.997422	-5268.723138	0.548568	Habro	Random	 homeotic protein deformed 	0.458903399548645	1
LOC724262	-4715.6133	-4715.528921	0.168758	Habro	Random	 putative peroxisomal biogenesis factor 10 	0.681217979309477	1
LOC724263	-2646.719485	-2639.205318	15.0283	Habro	Random	 39S ribosomal protein L51, mitochondrial 	0.00010591099601337	0.510914644768495
LOC724267	-4372.750304	-4366.888155	11.7243	Habro	Random	 ribosomal RNA-processing protein 7 homolog A 	0.000616892485340944	1
LOC724270	-2350.119119	-2350.119119	0	Habro	Random	 crustacean hyperglycemic hormones 	1	1
LOC724275	-3515.699701	-3514.88776	1.62388	Habro	Random	 uncharacterized LOC724275 	0.202551624576764	1
LOC724280	-2992.740703	-2992.252731	0.975944	Habro	Random	 UPF0545 protein C22orf39 homolog 	0.32320222289839	1
LOC724283	-14714.762104	-14714.762104	0	Habro	Random	 NPC intracellular cholesterol transporter 1 	1	1
LOC724285	-9901.950939	-9901.950939	0	Habro	Random	 choline transporter-like protein 1 	1	1
LOC724287	-2177.952206	-2165.051618	25.8012	Habro	Random	 protein rhomboid 	3.78453102638872e-07	0.00186577379600964
LOC724288	-21271.958069	-21268.696282	6.52357	Habro	Random	 gem-associated protein 5 	0.0106454104730465	1
LOC724290	-15913.434783	-15910.544016	5.78153	Habro	Random	 uncharacterized LOC724290 	0.016195437753956	1
LOC724293	-7673.887748	-7671.523723	4.72805	Habro	Random	 yellow-x1 	0.0296745104184101	1
LOC724294	-16637.906157	-16636.153492	3.50533	Habro	Random	 uncharacterized LOC724294 	0.0611716576277387	1
LOC724295	-3912.98101	-3909.61281	6.7364	Habro	Random	 protein phosphatase 1 regulatory subunit 3C-B 	0.00944650655094562	1
LOC724300	-8889.537783	-8889.361097	0.353372	Habro	Random	 uncharacterized LOC724300 	0.552210501390357	1
LOC724301	-3747.453059	-3747.453059	0	Habro	Random	 paired mesoderm homeobox protein 2-like 	1	1
LOC724306	-3803.733691	-3803.666	0.135382	Habro	Random	 uncharacterized protein C15orf41 homolog 	0.712915788428634	1
LOC724308	-5005.203254	-5005.203254	0	Habro	Random	 serine protease 53 	1	1
LOC724310	-4188.760689	-4188.760689	0	Habro	Random	 uncharacterized LOC724310 	1	1
LOC724315	-4356.067018	-4356.067018	0	Habro	Random	 forkhead box protein D3 	1	1
LOC724319	-33.497276	-35.899221	-4.80389	Habro	Random	 netrin-A-like 	1	1
LOC724321	-5717.293126	-5712.394733	9.79679	Habro	Random	 fumarate hydratase, mitochondrial 	0.00174816759997804	1
LOC724322	-2173.216378	-2173.216378	0	Habro	Random	 serum response factor homolog 	1	1
LOC724327	-3089.360064	-3087.782054	3.15602	Habro	Random	 C-factor 	0.0756474018583612	1
LOC724328	-5801.122887	-5800.842318	0.561138	Habro	Random	 arrestin domain-containing protein 17 	0.453802088168413	1
LOC724329	-2586.761532	-2586.761532	0	Habro	Random	 dnaJ homolog subfamily C member 24 	1	1
LOC724330	-4339.691036	-4333.198741	12.9846	Habro	Random	 protein FAM45A 	0.000314063426665703	1
LOC724333	-49.296576	-49.296576	0	Habro	Random	 beta-1-syntrophin 	1	1
LOC724335	-6875.061906	-6874.829751	0.46431	Habro	Random	 uncharacterized LOC724335 	0.495616547600232	1
LOC724336	-1412.227475	-1412.227475	0	Habro	Random	 tRNA dimethylallyltransferase 	1	1
LOC724338	-5603.333078	-5603.333078	0	Habro	Random	 OTU domain-containing protein 5-B 	1	1
LOC724344	-11956.035688	-11956.035688	0	Habro	Random	 probable Ras GTPase-activating protein 	1	1
LOC724346	-2095.52942	-2095.52942	0	Habro	Random	 protein cornichon homolog 4 	1	1
LOC724348	-6687.805524	-6686.746474	2.1181	Habro	Random	 short-chain dehydrogenase/reductase 	0.145567031684378	1
LOC724349	-8055.796593	-8049.946229	11.7007	Habro	Random	 homeobox protein 2 	0.000624765901589872	1
LOC724352	-2275.692995	-2275.692995	0	Habro	Random	 zinc finger protein 593 homolog 	1	1
LOC724353	-5396.19392	-5396.184211	0.019418	Habro	Random	 prion-like-(Q/N-rich) domain-bearing protein 25 	0.889174778869313	1
LOC724355	-3540.034679	-3540.034679	0	Habro	Random	 transcription initiation factor IIE subunit beta 	1	1
LOC724356	-25230.126383	-25230.126383	0	Habro	Random	 RING finger protein 17 	1	1
LOC724357	-6865.288566	-6865.288566	0	Habro	Random	 uncharacterized LOC724357 	1	1
LOC724358	-7886.38582	-7885.581848	1.60794	Habro	Random	 neuroligin 1 	0.204781616516068	1
LOC724361	-13454.90633	-13454.90633	0	Habro	Random	 GPI inositol-deacylase 	1	1
LOC724363	-3079.140501	-3079.079191	0.12262	Habro	Random	 activator of basal transcription 1 	0.72621007916545	1
LOC724368	-4733.061624	-4733.061072	0.001104	Habro	Random	 dnaJ homolog subfamily A member 1 	0.973493969468855	1
LOC724370	-6207.708325	-6207.708325	0	Habro	Random	 probable cytosolic Fe-S cluster assembly factor AGAP009023 	1	1
LOC724373	-5433.169024	-5433.169024	0	Habro	Random	 homeobox protein Nkx-2.5-like 	1	1
LOC724378	-2655.886775	-2655.886775	0	Habro	Random	 BMP and activin membrane-bound inhibitor homolog 	1	1
LOC724380	-5937.970444	-5937.970444	0	Habro	Random	 protein phosphatase 1 regulatory subunit 21 	1	1
LOC724383	-7278.993049	-7277.150605	3.68489	Habro	Random	 centaurin-gamma-1A 	0.0549075932568477	1
LOC724399	-6508.730022	-6508.728278	0.003488	Habro	Random	 lethal(2)neighbour of Tid protein 	0.952904882101005	1
LOC724412	-6269.082425	-6267.088329	3.98819	Habro	Random	 muscle segmentation homeobox 	0.0458202603199326	1
LOC724415	-18279.619955	-18279.619543	0.000824	Habro	Random	 dynamin-binding protein 	0.977099549416073	1
LOC724420	-5956.651491	-5956.65149	2e-06	Habro	Random	 transcription factor stalky 	0.998871621209031	1
LOC724422	-6064.666665	-6064.666665	0	Habro	Random	 homeobox protein Hox-B1a 	1	1
LOC724424	-9095.579324	-9093.156856	4.84494	Habro	Random	 sprT-like domain-containing protein Spartan 	0.02772735701799	1
LOC724429	-8401.924758	-8400.882414	2.08469	Habro	Random	 synaptic vesicle glycoprotein 2C-like 	0.148782423146725	1
LOC724433	-767.689722	-767.689722	0	Habro	Random	 kell blood group glycoprotein homolog 	1	1
LOC724437	-5405.717348	-5405.717348	0	Habro	Random	 adenomatous polyposis coli protein 	1	1
LOC724439	-10634.872246	-10634.872246	0	Habro	Random	 uncharacterized LOC724439 	1	1
LOC724440	-10448.047526	-10448.047526	0	Habro	Random	 calcium-transporting ATPase type 2C member 1 	1	1
LOC724442	-5478.416712	-5478.416712	0	Habro	Random	 serine-rich adhesin for platelets 	1	1
LOC724446	-1206.352583	-1206.352583	0	Habro	Random	 ragulator complex protein LAMTOR2 	1	1
LOC724450	-4065.864877	-4065.864877	0	Habro	Random	 uncharacterized LOC724450 	1	1
LOC724457	-2372.569054	-2372.558031	0.022046	Habro	Random	 uncharacterized LOC724457 	0.881964793540668	1
LOC724458	-3465.798566	-3465.724864	0.147404	Habro	Random	 achaete-scute complex protein T3 	0.701028636257799	1
LOC724460	-13139.391908	-13139.391906	4e-06	Habro	Random	 uncharacterized LOC724460 	0.99840423194224	1
LOC724463	-5449.371507	-5449.13932	0.464374	Habro	Random	 PI-PLC X domain-containing protein 3 	0.495586841853623	1
LOC724465	-2243.589256	-2243.589256	0	Habro	Random	 enhancer of split mbeta protein 	1	1
LOC724467	-1449.90625	-1449.90625	0	Habro	Random	 iron-sulfur cluster assembly 2 homolog, mitochondrial 	1	1
LOC724468	-5280.336104	-5277.905409	4.86139	Habro	Random	 uncharacterized LOC724468 	0.0274642006191827	1
LOC724472	-10299.908628	-10299.888462	0.040332	Habro	Random	 TELO2-interacting protein 1 homolog 	0.840832845361876	1
LOC724473	-2558.854816	-2558.787019	0.135594	Habro	Random	 orexin receptor type 2-like 	0.71270106733929	1
LOC724474	-9201.236918	-9201.236918	0	Habro	Random	 la-related protein 7 	1	1
LOC724483	-3937.740359	-3935.803746	3.87323	Habro	Random	 dynein regulatory complex subunit 2 	0.0490620161703397	1
LOC724487	-2773.097821	-2773.097821	0	Habro	Random	 28 kDa heat- and acid-stable phosphoprotein 	1	1
LOC724489	-660.340954	-660.319208	0.043492	Habro	Random	 ubiquitin-like protein 5 	0.834801610056688	1
LOC724493	-5983.794773	-5983.794773	0	Habro	Random	 50S ribosomal protein L1 	1	1
LOC724494	-1474.617865	-1474.617865	0	Habro	Random	 methionine-R-sulfoxide reductase B1 	1	1
LOC724498	-5869.425006	-5869.272623	0.304766	Habro	Random	 uncharacterized LOC724498 	0.580909879192145	1
LOC724501	-6112.482972	-6094.998121	34.9697	Habro	Random	 Axis inhibition protein 	3.34876075637156e-09	1.66667822844613e-05
LOC724502	-8329.940535	-8315.563978	28.7531	Habro	Random	 transcription initiation factor TFIID subunit 5 	8.2218209721615e-08	0.000406569047073386
LOC724505	-15695.877959	-15695.877959	0	Habro	Random	 PAN2-PAN3 deadenylation complex catalytic subunit PAN2 	1	1
LOC724506	-11700.500134	-11698.727445	3.54538	Habro	Random	 HEAT repeat-containing protein 3 	0.0597114884697583	1
LOC724507	-5866.189778	-5859.300959	13.7776	Habro	Random	 RIB43A-like with coiled-coils protein 1 	0.000205775150185845	0.987103395441497
LOC724509	-4766.70486	-4766.70486	0	Habro	Random	 target of rapamycin complex 2 subunit MAPKAP1 	1	1
LOC724513	-6674.064529	-6668.837345	10.4544	Habro	Random	 zinc finger protein 816 	0.0012235765043476	1
LOC724516	-3873.19261	-3872.402428	1.58036	Habro	Random	 39S ribosomal protein L50, mitochondrial 	0.20870884602618	1
LOC724517	-17219.754737	-17219.181923	1.14563	Habro	Random	 la-related protein 1B 	0.284465815629014	1
LOC724518	-10964.754743	-10964.754743	0	Habro	Random	 serine-rich adhesin for platelets 	1	1
LOC724519	-5340.857607	-5340.857607	0	Habro	Random	 vacuolar protein sorting-associated protein 72 homolog 	1	1
LOC724527	-2774.051499	-2774.051499	0	Habro	Random	 coiled-coil domain-containing protein 28A 	1	1
LOC724529	-845.189924	-845.189924	0	Habro	Random	 dynein light chain A 	1	1
LOC724531	-709.25016	-709.25016	0	Habro	Random	 40S ribosomal protein S28 	1	1
LOC724532	-1054.058244	-1054.058244	0	Habro	Random	 eukaryotic translation initiation factor 1A, X-chromosomal 	1	1
LOC724536	-9004.084469	-9004.084469	0	Habro	Random	 uncharacterized LOC724536 	1	1
LOC724537	-9164.812727	-9163.394474	2.83651	Habro	Random	 ubiquitin carboxyl-terminal hydrolase 36 	0.0921441497266035	1
LOC724545	-21861.580156	-21861.580156	0	Habro	Random	 uncharacterized LOC724545 	1	1
LOC724548	-18488.901173	-18478.544407	20.7135	Habro	Random	 integrin alpha-PS2 	5.33386250381543e-06	0.0261145908186804
LOC724552	-5117.755485	-5116.155108	3.20075	Habro	Random	 elongation of very long chain fatty acids protein AAEL008004 	0.0736045088873782	1
LOC724553	-6528.988873	-6524.968842	8.04006	Habro	Random	 membrane-bound transcription factor site-2 protease 	0.00457540213882153	1
LOC724554	-3922.567486	-3922.567486	0	Habro	Random	 protein THEM6 	1	1
LOC724557	-4902.587872	-4902.54184	0.092064	Habro	Random	 plant intracellular Ras-group-related LRR protein 7 	0.761569424627415	1
LOC724558	-3339.542711	-3339.54271	2e-06	Habro	Random	 uncharacterized LOC724558 	0.998871621209031	1
LOC724559	-7725.124667	-7723.55299	3.14335	Habro	Random	 cell cycle checkpoint protein RAD17 	0.0762370719747969	1
LOC724561	-12174.747916	-12174.548316	0.3992	Habro	Random	 E3 ubiquitin-protein ligase DCST1 	0.52750269958379	1
LOC724563	-18352.395905	-18352.178727	0.434356	Habro	Random	 uncharacterized LOC724563 	0.509859229706691	1
LOC724564	-3273.789832	-3273.518301	0.543062	Habro	Random	 dehydrodolichyl diphosphate synthase complex subunit Nus1 	0.461166497434816	1
LOC724567	-5907.052408	-5903.87006	6.3647	Habro	Random	 methylosome protein 50 	0.0116412775412605	1
LOC724568	-7533.189426	-7533.189426	0	Habro	Random	 calpain-C 	1	1
LOC724569	-36489.815669	-36489.815669	0	Habro	Random	 uncharacterized LOC724569 	1	1
LOC724571	-14687.553982	-14676.323949	22.4601	Habro	Random	 atrial natriuretic peptide receptor 1 	2.14554334773905e-06	0.0105260356640078
LOC724578	-4096.408755	-4096.408755	0	Habro	Random	 synaptic vesicle 2-related protein 	1	1
LOC724583	-1015.628639	-1015.628639	0	Habro	Random	 uncharacterized LOC724583 	1	1
LOC724585	-3390.999374	-3385.134306	11.7301	Habro	Random	 uncharacterized LOC724585 	0.000614972879994557	1
LOC724587	-4294.379653	-4293.193861	2.37158	Habro	Random	 nucleotide exchange factor SIL1 	0.123561936260032	1
LOC724591	-14451.176847	-14450.615926	1.12184	Habro	Random	 Hermansky-Pudlak syndrome 3 protein 	0.289522599089486	1
LOC724592	-11120.205874	-11120.205874	0	Habro	Random	 calmodulin-binding transcription activator 2 	1	1
LOC724593	-11273.648488	-11270.194746	6.90748	Habro	Random	 transcriptional regulator ATRX homolog 	0.00858358828746639	1
LOC724594	-2103.210312	-2103.210311	2e-06	Habro	Random	 ADP-ribosylation factor-like protein 4C 	0.998871621209031	1
LOC724596	-11736.728888	-11734.86155	3.73468	Habro	Random	 transducin beta-like protein 3 	0.0532938741167004	1
LOC724599	-19466.817951	-19466.817951	0	Habro	Random	 chromodomain-helicase-DNA-binding protein 1 	1	1
LOC724600	-2570.830481	-2569.463116	2.73473	Habro	Random	 mitochondrial fission process protein 1 	0.0981880948294757	1
LOC724602	-5710.644179	-5710.644179	0	Habro	Random	 FMRFamide receptor 	1	1
LOC724603	-13675.992461	-13674.945825	2.09327	Habro	Random	 receptor-type guanylate cyclase Gyc76C-like 	0.147949097304198	1
LOC724607	-8293.586816	-8293.579609	0.014414	Habro	Random	 calcium-independent protein kinase C 	0.904436949988454	1
LOC724608	-14977.812308	-14977.812308	0	Habro	Random	 transient receptor potential 	1	1
LOC724612	-13507.422787	-13507.422787	0	Habro	Random	 thyrotropin-releasing hormone-degrading ectoenzyme 	1	1
LOC724613	-12359.864674	-12359.864674	0	Habro	Random	 uncharacterized LOC724613 	1	1
LOC724616	-10244.399977	-10241.90309	4.99377	Habro	Random	 neprilysin-1 	0.0254387276676187	1
LOC724617	-5628.391658	-5623.700809	9.3817	Habro	Random	 PP2C-like domain-containing protein CG9801 	0.00219162217132965	1
LOC724618	-9758.319368	-9758.193454	0.251828	Habro	Random	 cysteine-rich motor neuron 1 protein 	0.615790857587325	1
LOC724620	-4898.14107	-4898.14107	0	Habro	Random	 inner nuclear membrane protein Man1 	1	1
LOC724622	-14677.84411	-14677.84411	0	Habro	Random	 DNA-binding protein RFX7 	1	1
LOC724628	-1559.454231	-1559.454231	0	Habro	Random	 protein mago nashi homolog 	1	1
LOC724631	-443.264743	-442.758368	1.01275	Habro	Random	 60S ribosomal protein L29 	0.314244924351384	1
LOC724635	-6694.047243	-6694.047243	0	Habro	Random	 tRNA:m(4)X modification enzyme TRM13 homolog 	1	1
LOC724638	-714.032264	-714.032264	0	Habro	Random	 H/ACA ribonucleoprotein complex subunit 3 	1	1
LOC724640	-5357.957374	-5357.957374	0	Habro	Random	 nuclear receptor subfamily 1 group D member 2 	1	1
LOC724643	-4750.032742	-4750.000063	0.065358	Habro	Random	 borealin 	0.798219479162427	1
LOC724646	-13002.538963	-13000.429953	4.21802	Habro	Random	 uncharacterized LOC724646 	0.0399968077276537	1
LOC724651	-7715.565723	-7715.40618	0.319086	Habro	Random	 amphoterin-induced protein 2-like 	0.572157443851437	1
LOC724658	-6964.978347	-6964.978347	0	Habro	Random	 WD repeat-containing protein 74 	1	1
LOC724660	-19417.919123	-19417.919123	0	Habro	Random	 protein furry 	1	1
LOC724663	-21058.236435	-21056.337068	3.79873	Habro	Random	 tonsoku-like protein 	0.051291472742779	1
LOC724665	-1606.258098	-1592.097313	28.3216	Habro	Random	 protein SET 	1.02743121948549e-07	0.000507859251791678
LOC724666	-2860.618545	-2860.618373	0.000344	Habro	Random	 2-aminoethanethiol dioxygenase 	0.98520229436599	1
LOC724672	-5982.635361	-5982.635361	0	Habro	Random	 SRSF protein kinase 3 	1	1
LOC724676	-1511.653812	-1511.653812	0	Habro	Random	 ADP-ribosylation factor-like protein 1 	1	1
LOC724680	-1778.355652	-1778.187876	0.335552	Habro	Random	 uncharacterized LOC724680 	0.562408013812803	1
LOC724681	-2447.25173	-2447.25173	0	Habro	Random	 bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] 	1	1
LOC724683	-3422.440234	-3422.440234	0	Habro	Random	 oxidative stress-responsive serine-rich protein 1 	1	1
LOC724687	-8726.924951	-8726.924951	0	Habro	Random	 disks large-associated protein 5 	1	1
LOC724690	-7957.138018	-7957.138018	0	Habro	Random	 RING finger protein 37 	1	1
LOC724692	-5870.675765	-5870.675765	0	Habro	Random	 protein AAR2 homolog 	1	1
LOC724695	-11226.089886	-11225.421604	1.33656	Habro	Random	 DNA excision repair protein ERCC-6 	0.247641531367795	1
LOC724701	-11250.296783	-11250.296783	0	Habro	Random	 protein FAN 	1	1
LOC724708	-2093.832925	-2092.665703	2.33444	Habro	Random	 39S ribosomal protein L23, mitochondrial 	0.126540489551909	1
LOC724712	-6953.520541	-6952.313078	2.41493	Habro	Random	 serine--tRNA ligase, mitochondrial 	0.120183342162945	1
LOC724715	-1811.775227	-1811.775227	0	Habro	Random	 lisH domain-containing protein FOPNL 	1	1
LOC724716	-2561.899767	-2561.899767	0	Habro	Random	 sorting nexin-24 	1	1
LOC724719	-3175.399258	-3175.399258	0	Habro	Random	 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial 	1	1
LOC724720	-2807.50702	-2807.50702	0	Habro	Random	 vacuolar protein sorting-associated protein 37B 	1	1
LOC724724	-9833.946547	-9816.806618	34.2799	Habro	Random	 ATP-dependent 6-phosphofructokinase 	4.77285839589927e-09	2.37306519444112e-05
