Gene	dN.dS	AlnLength	GeneAverage	Function	Codon	GCProp
LOC412897	0.0624	1353	52.0054545454545	NA	451	0.520054545454545
LOC412898	0.08322	900	39.05	NA	300	0.3905
LOC412907	0.03191	1110	54.3745454545455	NA	370	0.543745454545455
LOC412913	0.07553	633	33.62	NA	211	0.3362
LOC412916	0.02788	1077	52.0627272727273	NA	359	0.520627272727273
LOC412917	0.09115	1437	50.5727272727273	NA	479	0.505727272727273
LOC412919	0.06801	774	38.0427272727273	NA	258	0.380427272727273
LOC412924	0.03285	1752	39.8663636363636	NA	584	0.398663636363636
LOC412926	0.03358	897	52.0527272727273	NA	299	0.520527272727273
LOC412927	0.10278	1665	47.23	NA	555	0.4723
LOC412928	0.02779	1014	37.5918181818182	NA	338	0.375918181818182
LOC412929	0.25146	621	40.8136363636364	NA	207	0.408136363636364
LOC412931	0.05664	1515	35.0327272727273	NA	505	0.350327272727273
LOC412932	0.02528	1191	38.0036363636364	NA	397	0.380036363636364
LOC412933	0.08774	1005	38.2363636363636	NA	335	0.382363636363636
LOC412941	0.08074	1908	42.1	NA	636	0.421
LOC412943	0.10483	2043	37.1263636363636	NA	681	0.371263636363636
LOC412944	0.07512	3366	37.3581818181818	NA	1122	0.373581818181818
LOC412949	0.0521	1338	47.0790909090909	NA	446	0.470790909090909
LOC412950	0.13512	1791	33.3745454545455	NA	597	0.333745454545455
LOC412954	0.08504	426	31.9036363636364	NA	142	0.319036363636364
LOC412955	0.04324	1389	59.8272727272727	NA	463	0.598272727272727
LOC412956	0.00991	1029	56.03	NA	343	0.5603
LOC412959	0.06459	135	35.6890909090909	NA	45	0.356890909090909
LOC412965	0.05899	1374	51.3163636363636	NA	458	0.513163636363636
LOC412966	0.02034	687	43.1772727272727	NA	229	0.431772727272727
LOC412972	0.03289	1023	36.5054545454545	NA	341	0.365054545454545
LOC412975	0.06438	1470	37.6690909090909	NA	490	0.376690909090909
LOC412976	0.05727	1503	48.0790909090909	NA	501	0.480790909090909
LOC412979	0.05352	1005	38.4181818181818	NA	335	0.384181818181818
LOC412984	0.19683	1575	34.13	NA	525	0.3413
LOC412985	0.10372	1503	36.0563636363636	NA	501	0.360563636363636
LOC412986	0.12942	1389	43.3790909090909	NA	463	0.433790909090909
LOC412997	0.04966	1608	43.3809090909091	NA	536	0.433809090909091
LOC413000	0.07351	1383	40.6481818181818	NA	461	0.406481818181818
LOC413001	0.07968	2373	35.9272727272727	NA	791	0.359272727272727
LOC413005	0.06073	954	49.7136363636364	NA	318	0.497136363636364
LOC413006	0.01718	1065	41.1281818181818	NA	355	0.411281818181818
LOC413011	0.05429	1452	35.9509090909091	NA	484	0.359509090909091
LOC413012	0.05772	1524	39.6136363636364	NA	508	0.396136363636364
LOC413014	0.2685	327	42.0072727272727	NA	109	0.420072727272727
LOC413018	0.06074	2448	33.7309090909091	NA	816	0.337309090909091
LOC413020	0.04899	990	50.2563636363636	NA	330	0.502563636363636
LOC413024	0.14179	1497	48.7709090909091	NA	499	0.487709090909091
LOC413025	0.06704	3285	48.3745454545455	Effector	1095	0.483745454545455
LOC413029	0.0432	1839	48.8954545454545	NA	613	0.488954545454545
LOC413030	0.05216	906	41	NA	302	0.41
LOC413032	0.01558	2982	44.6345454545455	NA	994	0.446345454545455
LOC413034	0.02127	2178	49.9127272727273	NA	726	0.499127272727273
LOC413036	0.06742	10575	37.7972727272727	NA	3525	0.377972727272727
LOC413040	0.03959	642	56.0318181818182	NA	214	0.560318181818182
LOC413043	0.22986	1557	43.65	NA	519	0.4365
LOC413046	0.08869	2145	34.2563636363636	NA	715	0.342563636363636
LOC413052	0.06279	3519	49.5163636363636	NA	1173	0.495163636363636
LOC413053	0.03294	990	41.1754545454545	NA	330	0.411754545454545
LOC413054	0.0486	3354	51.5254545454545	Effector	1118	0.515254545454545
LOC413055	0.10083	1797	34.1890909090909	NA	599	0.341890909090909
LOC413063	0.02514	2493	37.72	NA	831	0.3772
LOC413064	0.05045	2112	35.7745454545455	NA	704	0.357745454545455
LOC413065	0.09848	666	35.9963636363636	NA	222	0.359963636363636
LOC413068	0.05219	906	46.1263636363636	NA	302	0.461263636363636
LOC413069	0.08347	1620	37.3345454545455	NA	540	0.373345454545455
LOC413071	0.08332	2736	52.4681818181818	NA	912	0.524681818181818
LOC413074	0.06388	3537	36.97	NA	1179	0.3697
LOC413078	0.05886	966	31.0845454545455	NA	322	0.310845454545455
LOC413080	0.07433	1428	36.9809090909091	NA	476	0.369809090909091
LOC413081	0.02739	1845	41.8136363636364	NA	615	0.418136363636364
LOC413086	0.11818	2001	47.9718181818182	NA	667	0.479718181818182
LOC413087	0.09739	1683	40.6136363636364	NA	561	0.406136363636364
LOC413089	0.11394	1224	38.1990909090909	NA	408	0.381990909090909
LOC413096	0.08011	3159	39.2754545454545	NA	1053	0.392754545454545
LOC413099	0.09968	3063	38.2890909090909	NA	1021	0.382890909090909
LOC413103	0.02671	1074	45.3681818181818	NA	358	0.453681818181818
LOC413106	0.14464	1527	49.5618181818182	NA	509	0.495618181818182
LOC413110	0.00681	630	36.9709090909091	NA	210	0.369709090909091
LOC413113	0.10421	1008	55.5645454545455	NA	336	0.555645454545455
LOC413117	0.14886	1362	46.5754545454545	NA	454	0.465754545454545
LOC413119	0.13004	1644	47.5445454545455	NA	548	0.475445454545455
LOC413120	0.10738	819	36.3863636363636	NA	273	0.363863636363636
LOC413121	0.13634	615	33.3627272727273	NA	205	0.333627272727273
LOC413123	0.04504	3093	39.1163636363636	NA	1031	0.391163636363636
LOC413125	0.05372	420	59.1781818181818	NA	140	0.591781818181818
LOC413126	0.0199	2544	38.2027272727273	Signalling	848	0.382027272727273
LOC413128	0.10071	1854	50.4890909090909	NA	618	0.504890909090909
LOC413129	0.07243	1935	36.1563636363636	NA	645	0.361563636363636
LOC413132	0.07602	1122	37.3927272727273	NA	374	0.373927272727273
LOC413133	0.1027	996	44.5236363636364	NA	332	0.445236363636364
LOC413134	0.04281	1638	53.8027272727273	NA	546	0.538027272727273
LOC413138	0.01718	3090	38.3981818181818	NA	1030	0.383981818181818
LOC413139	0.129	1290	33.5381818181818	NA	430	0.335381818181818
LOC413141	0.14561	1578	48.4081818181818	NA	526	0.484081818181818
LOC413142	0.05774	669	37.6945454545455	NA	223	0.376945454545455
LOC413144	0.10147	1110	36.2981818181818	NA	370	0.362981818181818
LOC413145	0.01879	855	39.5318181818182	NA	285	0.395318181818182
LOC413146	0.01834	3297	33.91	NA	1099	0.3391
LOC413147	0.03666	1140	37.6727272727273	NA	380	0.376727272727273
LOC413152	0.06913	3111	42.9690909090909	NA	1037	0.429690909090909
LOC413153	0.06601	1272	52.2509090909091	Signalling	424	0.522509090909091
LOC413154	0.02692	1962	32.7872727272727	NA	654	0.327872727272727
LOC413165	0.06859	675	30.17	NA	225	0.3017
LOC413166	0.13018	1098	32.4972727272727	NA	366	0.324972727272727
LOC413167	0.0731	2415	38.6481818181818	NA	805	0.386481818181818
LOC413169	0.11142	1458	40.0481818181818	NA	486	0.400481818181818
LOC413170	0.07396	3603	46.0736363636364	NA	1201	0.460736363636364
LOC413171	0.02361	6363	45.8590909090909	NA	2121	0.458590909090909
LOC413173	0.00704	909	37.59	NA	303	0.3759
LOC413179	0.01823	681	39.7936363636364	NA	227	0.397936363636364
LOC413181	0.02835	975	35.8981818181818	NA	325	0.358981818181818
LOC413183	0.09711	813	57.6663636363636	NA	271	0.576663636363636
LOC413184	0.08694	969	33.9972727272727	NA	323	0.339972727272727
LOC413185	0.19318	1728	47.0336363636364	NA	576	0.470336363636364
LOC413186	0.18719	366	46.6454545454545	NA	122	0.466454545454545
LOC413189	0.08521	921	35.1981818181818	NA	307	0.351981818181818
LOC413190	0.11021	1737	51.0690909090909	NA	579	0.510690909090909
LOC413192	0.08259	1089	36.7563636363636	NA	363	0.367563636363636
LOC413194	0.15231	963	31.5581818181818	Signalling	321	0.315581818181818
LOC413195	0.07806	4500	34.0154545454545	NA	1500	0.340154545454545
LOC413196	0.04116	747	32.7136363636364	NA	249	0.327136363636364
LOC413197	0.04682	966	45.9518181818182	NA	322	0.459518181818182
LOC413200	0.04514	2250	49.6763636363636	NA	750	0.496763636363636
LOC413204	0.05325	852	47.1718181818182	NA	284	0.471718181818182
LOC413205	0.02237	549	43.9981818181818	NA	183	0.439981818181818
LOC413207	0.07697	609	51.8890909090909	NA	203	0.518890909090909
LOC413208	0.07736	1443	44.5972727272727	NA	481	0.445972727272727
LOC413209	0.05033	1599	44.5227272727273	NA	533	0.445227272727273
LOC413222	0.06877	1701	38.9018181818182	NA	567	0.389018181818182
LOC413223	0.04833	3078	39.5072727272727	NA	1026	0.395072727272727
LOC413224	0.11596	2196	51.8081818181818	NA	732	0.518081818181818
LOC413228	0.06395	1476	36.6781818181818	NA	492	0.366781818181818
LOC413233	0.11733	1746	37.68	NA	582	0.3768
LOC413239	0.02566	1110	36.9218181818182	NA	370	0.369218181818182
LOC413240	0.01602	714	36.03	NA	238	0.3603
LOC413242	0.01668	2517	50.4972727272727	NA	839	0.504972727272727
LOC413244	0.02581	924	35.9209090909091	NA	308	0.359209090909091
LOC413246	0.09362	552	49.0609090909091	NA	184	0.490609090909091
LOC413248	0.07118	2913	46.5145454545455	NA	971	0.465145454545455
LOC413250	0.05204	1608	40.1390909090909	NA	536	0.401390909090909
LOC413252	0.01867	1881	41.1145454545455	NA	627	0.411145454545455
LOC413253	0.05122	687	39.4209090909091	NA	229	0.394209090909091
LOC413255	0.06287	744	32.4654545454545	NA	248	0.324654545454545
LOC413259	0.04036	1446	52.9472727272727	NA	482	0.529472727272727
LOC413265	0.02391	1905	47.0281818181818	NA	635	0.470281818181818
LOC413266	0.03815	1059	46.3836363636364	NA	353	0.463836363636364
LOC413267	0.15293	2247	41.2181818181818	NA	749	0.412181818181818
LOC413270	0.09157	1929	52.6609090909091	NA	643	0.526609090909091
LOC413271	0.10712	1026	43.6390909090909	NA	342	0.436390909090909
LOC413274	0.07911	1851	44.7136363636364	NA	617	0.447136363636364
LOC413275	0.05505	741	38.9881818181818	NA	247	0.389881818181818
LOC413278	0.04533	1182	36.9627272727273	NA	394	0.369627272727273
LOC413279	0.05741	858	43.9281818181818	NA	286	0.439281818181818
LOC413280	0.08027	681	38.4054545454545	NA	227	0.384054545454545
LOC413285	0.072	453	48.2436363636364	NA	151	0.482436363636364
LOC413286	0.21365	825	48.9263636363636	NA	275	0.489263636363636
LOC413288	0.04478	2454	42.0063636363636	NA	818	0.420063636363636
LOC413293	0.01631	543	39.5590909090909	NA	181	0.395590909090909
LOC413296	0.0074	789	40.0390909090909	NA	263	0.400390909090909
LOC413297	0.04398	954	35.0581818181818	NA	318	0.350581818181818
LOC413299	0.13923	1080	41.8763636363636	NA	360	0.418763636363636
LOC413303	0.03164	498	40.8909090909091	NA	166	0.408909090909091
LOC413305	0.16364	1353	35.6236363636364	NA	451	0.356236363636364
LOC413309	0.07469	753	39.3945454545455	NA	251	0.393945454545455
LOC413310	0.07297	7149	43.7518181818182	NA	2383	0.437518181818182
LOC413311	0.17829	918	33.7981818181818	NA	306	0.337981818181818
LOC413313	0.05941	723	37.9345454545455	NA	241	0.379345454545455
LOC413314	0.12106	957	42.6045454545455	NA	319	0.426045454545455
LOC413318	0.02459	2001	43.7336363636364	NA	667	0.437336363636364
LOC413319	0.15136	1308	38.8845454545455	NA	436	0.388845454545455
LOC413328	0.03647	3609	40.5327272727273	NA	1203	0.405327272727273
LOC413332	0.02429	8502	43.7372727272727	NA	2834	0.437372727272727
LOC413333	0.07683	2004	50.4945454545455	NA	668	0.504945454545454
LOC413334	0.02202	2598	40.6736363636364	NA	866	0.406736363636364
LOC413336	0.07241	1443	39.4754545454545	NA	481	0.394754545454545
LOC413340	0.2567	1212	34.8036363636364	NA	404	0.348036363636364
LOC413341	0.07205	5745	39.4981818181818	NA	1915	0.394981818181818
LOC413344	0.02765	3393	39.8	NA	1131	0.398
LOC413345	0.04138	1119	37.1854545454545	NA	373	0.371854545454545
LOC413350	0.19782	1053	49.5381818181818	NA	351	0.495381818181818
LOC413351	0.03473	2871	39.3145454545455	NA	957	0.393145454545455
LOC413354	0.00783	1341	42.4363636363636	NA	447	0.424363636363636
LOC413356	0.03683	1335	45.9981818181818	NA	445	0.459981818181818
LOC413357	0.03433	2469	45.8818181818182	NA	823	0.458818181818182
LOC413362	0.0582	1605	33.5654545454545	NA	535	0.335654545454545
LOC413363	0.06354	1548	37.8027272727273	NA	516	0.378027272727273
LOC413365	0.03389	1080	39.63	NA	360	0.3963
LOC413369	0.09999	1269	35.7972727272727	Effector	423	0.357972727272727
LOC413372	0.05529	4725	42.4063636363636	NA	1575	0.424063636363636
LOC413376	0.05469	2868	37.9018181818182	NA	956	0.379018181818182
LOC413377	0.06733	7617	46.3109090909091	NA	2539	0.463109090909091
LOC413378	0.0493	339	35.5845454545455	NA	113	0.355845454545455
LOC413383	0.08406	939	55.0109090909091	NA	313	0.550109090909091
LOC413385	0.02555	1533	55.6009090909091	NA	511	0.556009090909091
LOC413386	0.07702	2457	50.5236363636364	NA	819	0.505236363636364
LOC413389	0.04951	2220	42.2163636363636	Signalling	740	0.422163636363636
LOC413390	0.02496	1677	36.1127272727273	NA	559	0.361127272727273
LOC413391	0.0167	606	59.9172727272727	NA	202	0.599172727272727
LOC413394	0.04555	525	34.0272727272727	Signalling	175	0.340272727272727
LOC413398	0.1665	378	34.2718181818182	NA	126	0.342718181818182
LOC413400	0.14814	1626	32.8027272727273	NA	542	0.328027272727273
LOC413404	0.06303	1269	37.1509090909091	NA	423	0.371509090909091
LOC413407	0.08884	1857	34.4645454545455	NA	619	0.344645454545455
LOC413408	0.09063	1602	41.9463636363636	Receptor	534	0.419463636363636
LOC413410	0.0334	2160	49.0063636363636	NA	720	0.490063636363636
LOC413411	0.08734	1869	40.2027272727273	Signalling	623	0.402027272727273
LOC413416	0.08346	2115	50.4718181818182	NA	705	0.504718181818182
LOC413418	0.11998	3963	32.77	NA	1321	0.3277
LOC413423	0.03089	3462	58.4663636363636	NA	1154	0.584663636363636
LOC413425	0.03286	5211	37.3054545454545	NA	1737	0.373054545454545
LOC413427	0.05367	2634	54.4418181818182	NA	878	0.544418181818182
LOC413429	0.09852	1308	36.8781818181818	NA	436	0.368781818181818
LOC413430	0.02923	1596	40.9654545454545	Signalling	532	0.409654545454545
LOC413437	0.05396	681	35.0936363636364	NA	227	0.350936363636364
LOC413438	0.05312	2730	40.5181818181818	NA	910	0.405181818181818
LOC413439	0.10686	804	34.5427272727273	NA	268	0.345427272727273
LOC413440	0.0402	3672	49.3727272727273	NA	1224	0.493727272727273
LOC413441	0.09561	1443	37.5745454545455	NA	481	0.375745454545455
LOC413448	0.03244	1971	40.0809090909091	NA	657	0.400809090909091
LOC413451	0.09851	2373	33.4181818181818	NA	791	0.334181818181818
LOC413460	0.05525	3096	41.0590909090909	NA	1032	0.410590909090909
LOC413462	0.07327	3324	44.9554545454545	NA	1108	0.449554545454545
LOC413464	0.01433	1554	52.28	NA	518	0.5228
LOC413466	0.08088	3384	49.8590909090909	NA	1128	0.498590909090909
LOC413467	0.13065	1098	41.6545454545455	NA	366	0.416545454545455
LOC413468	0.01197	1521	36.2318181818182	NA	507	0.362318181818182
LOC413470	0.02887	552	41.7509090909091	NA	184	0.417509090909091
LOC413474	0.05009	2409	47.2354545454545	NA	803	0.472354545454545
LOC413478	0.20604	1464	41.4609090909091	NA	488	0.414609090909091
LOC413481	0.04482	2820	47.1309090909091	NA	940	0.471309090909091
LOC413484	0.03357	987	36.1245454545455	NA	329	0.361245454545455
LOC413486	0.16618	276	38.9990909090909	NA	92	0.389990909090909
LOC413488	0.05777	1722	40.24	NA	574	0.4024
LOC413489	0.15961	1047	40.2536363636364	NA	349	0.402536363636364
LOC413490	0.12532	1245	45.1027272727273	NA	415	0.451027272727273
LOC413491	0.13849	738	37.6327272727273	NA	246	0.376327272727273
LOC413493	0.04825	2196	35.9445454545455	NA	732	0.359445454545455
LOC413494	0.04428	2034	32.5381818181818	NA	678	0.325381818181818
LOC413495	0.01455	876	35.0672727272727	NA	292	0.350672727272727
LOC413498	0.18022	1722	33.6918181818182	NA	574	0.336918181818182
LOC413499	0.02928	1722	35.3345454545455	NA	574	0.353345454545455
LOC413500	0.04265	1170	58.0109090909091	NA	390	0.580109090909091
LOC413501	0.02827	705	57.2672727272727	NA	235	0.572672727272727
LOC413510	0.08095	3153	54.6090909090909	NA	1051	0.546090909090909
LOC413512	0.12463	2058	37.5918181818182	NA	686	0.375918181818182
LOC413517	0.07354	960	41.4863636363636	NA	320	0.414863636363636
LOC413520	0.02453	762	40.9554545454545	NA	254	0.409554545454545
LOC413523	0.03464	1722	39.9909090909091	NA	574	0.399909090909091
LOC413524	0.03367	2367	32.9654545454545	NA	789	0.329654545454545
LOC413525	0.04633	1794	32.7409090909091	NA	598	0.327409090909091
LOC413529	0.09275	1194	32.1454545454545	NA	398	0.321454545454545
LOC413531	0.2252	2049	40.6190909090909	NA	683	0.406190909090909
LOC413533	0.11802	1014	34.3018181818182	NA	338	0.343018181818182
LOC413534	0.15251	966	32.0909090909091	NA	322	0.320909090909091
LOC413542	0.17403	2202	35.1745454545455	NA	734	0.351745454545455
LOC413543	0.03882	3255	49.9	Effector	1085	0.499
LOC413544	0.02455	1830	35.6881818181818	NA	610	0.356881818181818
LOC413545	0.03636	1446	44.4936363636364	NA	482	0.444936363636364
LOC413547	0.05943	1812	36.85	NA	604	0.3685
LOC413548	0.01891	3246	38.4481818181818	NA	1082	0.384481818181818
LOC413549	0.08501	2349	48.8209090909091	NA	783	0.488209090909091
LOC413551	0.14293	879	39.4354545454545	NA	293	0.394354545454545
LOC413557	0.17295	642	55.1981818181818	NA	214	0.551981818181818
LOC413560	0.0797	1494	46.9936363636364	NA	498	0.469936363636364
LOC413567	0.13316	732	46.1863636363636	NA	244	0.461863636363636
LOC413573	0.0163	888	39.5272727272727	NA	296	0.395272727272727
LOC413575	0.18935	1425	52.7018181818182	NA	475	0.527018181818182
LOC413576	0.12315	1383	52.5027272727273	NA	461	0.525027272727273
LOC413577	0.06726	1104	51.7127272727273	NA	368	0.517127272727273
LOC413579	0.04129	1719	36.2154545454545	NA	573	0.362154545454545
LOC413582	0.07128	738	50.0981818181818	NA	246	0.500981818181818
LOC413583	0.10629	1104	41.7572727272727	NA	368	0.417572727272727
LOC413588	0.07821	1275	32.6563636363636	NA	425	0.326563636363636
LOC413590	0.14602	909	40.27	NA	303	0.4027
LOC413592	0.06789	3384	31.9236363636364	Effector	1128	0.319236363636364
LOC413594	0.07468	1143	42.6627272727273	NA	381	0.426627272727273
LOC413596	0.11349	3861	48.7772727272727	NA	1287	0.487772727272727
LOC413601	0.13664	531	34.8909090909091	NA	177	0.348909090909091
LOC413605	0.14184	915	38.3118181818182	NA	305	0.383118181818182
LOC413607	0.08169	1662	33.2009090909091	NA	554	0.332009090909091
LOC413613	0.11174	660	32.8245454545455	NA	220	0.328245454545455
LOC413614	0.00258	630	37.1427272727273	NA	210	0.371427272727273
LOC413618	0.02193	3036	44.8981818181818	NA	1012	0.448981818181818
LOC413619	0.01758	585	36.3945454545455	NA	195	0.363945454545455
LOC413620	0.03198	1770	48.6954545454545	NA	590	0.486954545454545
LOC413623	0.006	1860	46.3054545454545	NA	620	0.463054545454545
LOC413625	0.04546	2763	38.2772727272727	NA	921	0.382772727272727
LOC413627	0.12431	921	37.7654545454545	NA	307	0.377654545454545
LOC413631	0.31202	1419	43.0772727272727	NA	473	0.430772727272727
LOC413643	0.04716	1287	35.6781818181818	NA	429	0.356781818181818
LOC413649	0.04869	573	35.2390909090909	NA	191	0.352390909090909
LOC413652	0.03084	2151	40.3009090909091	NA	717	0.403009090909091
LOC413653	0.03163	1536	39.2027272727273	NA	512	0.392027272727273
LOC413655	0.05476	1317	37.2045454545455	NA	439	0.372045454545455
LOC413657	0.09413	3081	32.2681818181818	NA	1027	0.322681818181818
LOC413660	0.06975	2277	34.0118181818182	NA	759	0.340118181818182
LOC413666	0.18232	2865	43.0054545454545	NA	955	0.430054545454545
LOC413667	0.10618	1377	34.8981818181818	NA	459	0.348981818181818
LOC413668	0.10924	2085	34.7981818181818	Signalling	695	0.347981818181818
LOC413670	0.02159	1551	47.6127272727273	NA	517	0.476127272727273
LOC413672	0.08238	1746	37.0772727272727	NA	582	0.370772727272727
LOC413674	0.10299	903	36.5645454545455	NA	301	0.365645454545455
LOC413675	0.06169	2487	36.9409090909091	NA	829	0.369409090909091
LOC413676	0.15123	201	45.2745454545455	NA	67	0.452745454545455
LOC413677	0.02556	3705	44.0418181818182	NA	1235	0.440418181818182
LOC413678	0.18969	1041	45.6109090909091	NA	347	0.456109090909091
LOC413680	0.07547	1614	42.4754545454545	NA	538	0.424754545454545
LOC413688	0.08501	1371	35.1845454545455	NA	457	0.351845454545455
