Gene	All_Advanced_Eusocial	All_Social	All_Solitary	Apis	Social_Corbiculates	Habropoda	Lasioglossum	Megachilidae	Melipona	Dufourea	Ceratina
LOC552365	1	1	1	1	1	1	1	1	1	1	1
LOC552367	1	1	1	1	1	1	1	1	1	1	1
LOC552370	1	1	1	1	1	1	1	0.0103982843437193	1	1	1
LOC552371	1	1	1	1	1	1	1	1	1	1	1
LOC552372	1	1	1	1	1	4.16503524245615e-07	1	1	1	1	1
LOC552373	1	1	1	1	1	1	6.87519038697873e-05	1	1	1	1
LOC552374	1	1	1	1	NA	1	1	1	3.72469289100835e-25	1	1
LOC552379	1	1	1	1	1	1	1	1	0.504050974895729	1	1
LOC552382	1	1	1	1	1	1	1	1	1	1	1
LOC552383	1	1	1	1	1	1	1	1	1	1	1
LOC552384	1	1	1	1	1	1	1	1	1	1	1
LOC552386	1	1	1	1	1	1	1	1	1	1	1
LOC552387	1	1	1	1	1	1	1	1	1	1	1
LOC552399	1	1	1	1	1	1	1	1	1	1	1
LOC552401	1	1	1	1	1	1	0.334895147179934	1	1	1	1
LOC552405	1	1	1	1	1	1	1	1	1	1	1
LOC552407	1	1	1	1	1	1	1	1	1	1	1
LOC552409	1	1	1	1	1	1	1	1	1	1	1
LOC552412	1	1	1	1	1	1	1	1	1	1	1
LOC552414	1	1	1	1	1	1	1	2.3684511233142e-07	0.0038121786247496	1	7.49642106876385e-16
LOC552420	1	1	1	1	1	1	1	1	1	1	1
LOC552422	1	1	1	1	1	1	0.169128128571736	1	1	1	1
LOC552428	1	1	1	1	1	1	4.47664568310815e-24	1	1	1	1
LOC552429	1	1	1	1	1	1	1	1	3.02547335328465e-05	1	1
LOC552430	1	1	1	1	1	1	1	1	1	1	1
LOC552434	1	1	1	1	1	1	1	1	1	1	1
LOC552437	1	1	1	1	1	1	1	1	1	1	1
LOC552439	1	1	1	1	1	1	1	1	1	1	1
LOC552440	1	1	1	1	1	1	0.00172067019864012	1	1	1	1
LOC552442	1	1	1	1	1	1	1	1	1	1	1
LOC552444	1	1	1	1	1	1	1	1	1	1	1
LOC552445	1	1	1	1	1	1	1	1	1	1	1
LOC552447	1	1	1	1	1	1	1	1	1	1	1
LOC552448	1	1	1	1	1	1	1	1	1	1	1
LOC552450	1	1	1	1	1	1	1	1	1	1	1
LOC552452	1	1	1	1	1	1	1	1	1	1	1
LOC552461	1	1	1	1	1	1	1	1	1	1	1
LOC552462	1	1	1	1	1	1	1	1	0.165315672996022	1	1
LOC552467	1	1	1	1	1	1	1	1	1	1	1
LOC552468	1	1	1	1	1	1	4.86561487130372e-18	1	1	0.00317087569795457	1
LOC552469	1	1	1	1	1	1	1	1	1	1	1
LOC552472	1	1	1	0.0105977870310921	1	1	1	1	1	1	1
LOC552473	1	1	1	1	1	1	1	1	0.00536586104091968	1	1
LOC552481	1	1	1	1	1	1	1	1	1	1	1
LOC552482	1	1	1	1	1	1	1	1	1	1	1
LOC552486	1	1	1	1	1	1	1	1	1	1	1
LOC552487	1	1	1	1	1	1	1	1	1	1	1
LOC552489	1	1	1	1	1	1	1	1	0.0825045381771964	1	1
LOC552490	1	1	1	1	1	1	1	1	1	1	1
LOC552491	1	1	1	1	1	1	1	1	1	1	1
LOC552492	1	1	1	1	NA	1	1	1	1	1	1
LOC552493	1	1	1	1	1	1	1	1	1	1	1
LOC552494	1	1	1	1	1	1	1	1	1	1	1
LOC552497	1	1	1	1	1	5.38506374500056e-05	1	1	1	1	1
LOC552498	1	1	1	1	1	1	1	0.0450341402713826	1	1	1
LOC552499	1	1	1	1	1	1	1	1	0.00293933761343236	1	1
LOC552502	1	1	1	0.0931514453183784	1	1	2.88180317892318e-08	1	8.49260578259506e-16	1	1
LOC552503	1	1	1	1	1	1	1	1	1	1	1
LOC552505	0.0228859877447986	1	1	4.83292525349507e-05	1	1	1	1	0.000320955500980694	1	1
LOC552508	1	1	1	1	1	1	1	1	1	1	1
LOC552509	1	1	1	1	1	1	1	1	1	1	1
LOC552514	1	1	1	1	1	1	1	1	1	1	1
LOC552515	1	1	1	1	1	1	1	1	1	1	1
LOC552517	1	1	1	1	1	1	1	1	1	1	1
LOC552523	1	1	1	1	1	1	1	1	1	1	1
LOC552524	1	1	1	1	1	1	1	1	1	1	1
LOC552527	1	1	1	1	1	1	1	1	1	0.0134380128079915	1
LOC552530	1	1	1	1	1	1	1	1	1	1	1
LOC552532	1	1	1	1	1	1	1	1	1	1	1
LOC552534	1	1	1	1	1	1	1	1	1	1	1
LOC552535	1	1	1	1	1	1	1	1	1	1	1
LOC552539	1	1	1	1	1	1	1	1	6.26129359356282e-08	1	1
LOC552540	1	1	1	1	1	1	1	1	1	1	1
LOC552542	1	1	1	1	1	1	1	1	1	1	1
LOC552545	1	1	1	1	1	1	1	1	3.90570066616858e-07	1	1
LOC552546	1	1	1	1	1	0.91869928299061	1	1	1	1	1
LOC552550	1	1	1	1	1	1	1	1	1	1	1
LOC552552	1	1	1	1	1	1	1	1	1	1	1
LOC552554	1	1	1	1	1	1	1	1	1	1	1
LOC552555	1	1	1	1	1	1	1	1	1	1	1
LOC552556	1	1	1	1	1	1	1	1	0.00124301560175107	1	1
LOC552558	1	1	1	1	1	1	1	1	1	1	1
LOC552560	1	1	1	1	1	1	1	1	1	1	1
LOC552563	1	1	1	1	1	1	1	1	1	1	1
LOC552564	1	1	1	1	1	1	1	1	1	1	1
LOC552567	1	1	1	1	1	1	1	1	1	1	1
LOC552568	1	1	1	1	1	1	1	1	1	1	1
LOC552569	1	1	1	1	1	1	1	1	1	1	1
LOC552572	1	1	1	1	1	1	1	1	1	1	1
LOC552574	1	1	1	1	1	1.59828585413916e-06	1	1	1	1	1
LOC552577	1	1	1	1	1	1	0.17165700722844	1	1	1	1
LOC552578	1	1	1	1	1	1	0.000281271905243461	1	1	1	1
LOC552579	1	1	1	1	1	1	1	1	1	1	1
LOC552580	1	1	1	1	1	1	1	1	1	1	1
LOC552582	1	1	1	1	1	1	1	1	1	1	1
LOC552583	1	1	1	1	1	1	1	1	1	1	1
LOC552593	1	1	1	1	1	1	1	1	1	1	1
LOC552595	1	1	1	1	1	1	1	1	1	1	1
LOC552596	1	1	1	1	1	1	1	1	1	1	1
LOC552601	1	1	1	1	1	1	1	1	1	1	1
LOC552603	1	1	1	1	1	1	1	1	1	1	1
LOC552605	1	1	1	1	1	1	1	1	1	1	1
LOC552610	1	1	1	1	1	1	1	1	1	1	1
LOC552611	1	1	1	1	1	1	1	1	1	1	1
LOC552612	1	1	1	1	1	1	1	1	1	1	1
LOC552614	1	1	1	1	1	1	1	1	1	1	1
LOC552616	1	1	1	1	1	1	1	1	1	1	1
LOC552617	1	1	1	1	1	1	1	1	1	1	1
LOC552623	1	1	1	1	1	1	1	1	1	1	1
LOC552624	1	1	1	1	1	1	0.00140911159911028	0.209372541797678	1	1	1
LOC552625	1	1	1	1	1	1	0.00370802233928531	1	1	1	1
LOC552628	1	1	1	1	1	1	1	1	1	1	1
LOC552632	1	1	1	1	1	1	1	1	1	1	1
LOC552633	1	1	1	1	1	1	1	1	1	1	1
LOC552634	1	1	1	1	1	1	1	1	1	1.72474292113759e-05	1
LOC552635	1	1	1	1	1	1	1	1	1	1	1
LOC552636	1	1	1	1	1	1	1	1	8.15123634731698e-05	1	1
LOC552639	1	1	1	1	1	1	1	1	1	1	1
LOC552640	1	1	1	1	1	1	1	1	1	1	1
LOC552642	1	1	1	1	1	4.86892987853325e-08	1	0.479231950304891	1	7.81513318434013e-06	1
LOC552644	1	1	1	1	1	1	1	1	0.000154784689214471	1	1
LOC552645	1	1	1	1	1	1	1	1	1	1	1
LOC552647	1	1	1	1	1	1	1	1	0.0336041909637851	1	1
LOC552648	1	1	1	1	1	1	1	1	1	1	1
LOC552649	1	1	1	1	1	1	1	1	1	1	1
LOC552651	1	1	1	1	1	7.48782793494136e-09	0.589038386326966	1	9.75032544784694e-08	1	1
LOC552652	1	1	1	1	1	1	1	1	1	1	1
LOC552653	1	1	1	1	1	1	1	1	1	1	1
LOC552657	1	1	1	1	1	1	1	1	1	1	1
LOC552659	1	1	1	1	1	1	1	1	1	1	1
LOC552663	1	1	1	1	1	1	0.00348358407159125	1	1	1	1
LOC552664	1	1	1	1.77506027073547e-07	1	1	1	1	0.00019490098286453	1	1
LOC552667	1	1	1	1	1	1	1	1	1	1	1
LOC552669	1	1	1	1	1	1	1	1	1	1	1
LOC552672	1	1	1	1	1	1	1	1	1	1	1
LOC552675	1	1	1	1	1	1	1	1	1	1	1
LOC552676	1	1	1	1	1	1	1	1	1	1	1
LOC552677	1	1	1	1	1	0.000102750614092718	1	1	1	0.00248880083287323	1
LOC552678	1	1	1	1	1	1	1	1	1	1	1
LOC552679	1	1	1	1	1	1	1	1	1	1	1
LOC552681	1	1	1	1	1	1	1	1	1	1	1
LOC552682	1	1	1	1	1	0.237944393950519	1	1	0.0927834283414324	1	1
LOC552683	1	1	1	1	1	1	1	1	1	1	1
LOC552689	1	1	1	1	1	1	1	1	1	1	1
LOC552691	1	1	1	1	1	1	1	1	1	1	1
LOC552692	1	1	1	1	1	1	1	1	1	1	1
LOC552697	1	1	1	1	1	1	1	1	1	1	1
LOC552698	1	1	1	1	1	1	1	1	1	1	1
LOC552699	1	1	1	1	1	1	1	1	1	1	1
LOC552700	1	1	1	1	1	1	1	1	1	1	1
LOC552701	1	1	1	1	1	1	1	1	1	1	1
LOC552704	1	1	1	1	1	1	1	1	1	1	1
LOC552705	1	1	1	1	1	1	1	1	1	1	1
LOC552708	1	1	1	1	1	1	1	1	0.00533286183030537	1	1
LOC552710	1	1	1	1	1	1	1	1	1	1	1
LOC552712	1	1	1	1	1	1	1	1	1	1	1
LOC552714	1	1	1	1	1	1	1	1	1	1	1
LOC552717	1	1	1	1	1	1	1	1	1	1	1
LOC552718	1	1	1	1	1	1	1	1	1	1	1
LOC552722	1	1	1	1	1	1	1	1	1	1	1
LOC552724	1	1	1	1	1	1	0.0294871488970925	1	1	1	1
LOC552726	1	1	1	1	1	1	1	1	1	1	1
LOC552727	1	1	1	1	1	1	1	1	1	1	1
LOC552728	1	1	1	1	1	1	1	1	1	1	1
LOC552731	1	1	1	1	1	1	1	1	1	1	1
LOC552732	1	1	1	1	1	1	1	1	1	1	1
LOC552733	1	1	1	1	1	1	1	1	1	1	1
LOC552735	1	1	1	1	1	1	1	1	1	1	1
LOC552736	1	1	1	1	1	1	1	1	1	1	1
LOC552738	1	1	1	1	1	0.00016544790987763	1	1	1	1	1
LOC552740	1	1	1	0.0158930329104927	1	1	1	1	1	1	1
LOC552744	1	1	1	1	1	1	1	1	1	1	1
LOC552746	1	1	1	1	1	1	0.000159629138562065	1	1	1	1
LOC552749	1	1	1	1	1	1	1	1	1	1	1
LOC552750	1	1	1	0.347192435946463	1	1	1	1	0.241492067702466	1	1
LOC552752	1	1	1	1	1	0.667954036410098	1	1	1	1	1
LOC552753	1	1	1	1	1	1	1	1	1	1	1
LOC552755	1	1	1	1	1	1	1	1	1	1	1
LOC552757	1	1	1	1	1	1	1	1	1	1	1
LOC552759	1	1	1	1	1	1	1	1	1	1	1
LOC552763	1	1	1	1	1	1	1	1	1	1	1
LOC552764	1	1	1	1	1	1	1	1	1	1	1
LOC552765	1	1	1	1	1	1	1	1	1	1	1
LOC552768	1	1	1	1	1	1	1	1	1	1	1
LOC552771	1	1	1	1	1	1	1	1	2.29012945669176e-16	1	1
LOC552773	1	1	1	1	1	1	1	1	1	1	1
LOC552774	1	1	1	1	1	1	1	1	1	1	1
LOC552780	1	1	1	1	1	1	1	1	4.77760037637909e-05	1	1
LOC552781	1	1	1	1	1	1	1	1	1	1	1
LOC552782	1	1	1	1	1	1	1	1	1	1	1
LOC552784	1	1	1	1	NA	1	1	1	1	1	1
LOC552786	1	1	1	1	1	1	1	1	1	1	1
LOC552788	1	1	1	1	1	1	1	1	1	1	1
LOC552790	1	1	1	1	1	1	1	1	1	1	1
LOC552791	1	1	1	1	1	1	1	1	1	1	1
LOC552793	1	1	1	1	1	1	1	1	0.897539166399972	1	1
LOC552798	1	1	1	1	1	1	1	1	1	1	1
LOC552800	1	1	1	1	1	1	1	1	1	1	1
LOC552801	1	1	1	1	1	1	1	1	1	1	1
LOC552806	1	1	1	1	1	1	1	1	1	1	1
LOC552811	1	1	1	1	1	0.439047393744304	0.450467674812063	0.211693536566508	1	0.20048268303454	0.26255347464948
LOC552812	0.645748350232154	1	1	1	1	1	1	1	9.80715588459508e-14	1	1
LOC552814	1	1	1	1	1	1	0.000382781118843277	1	1	0.310158080193248	1
LOC552815	1	1	1	1	1	1	1	1	1	1	1
LOC552816	1	1	1	1	1	1	1	1	1	1	1
LOC552818	1	1	1	1	1	1	1	1	1	1	1
LOC552820	1	1	1	1	1	1	1	1	1	1	1
LOC552823	1	1	1	1	1	1	1	1	1	1	1
LOC552824	1	1	1	1	1	1	1	1	1	1	1
LOC552828	1	1	1	1	1	1	1	1	1	1	1
LOC552830	1	1	1	1	1	1	1	1	1	1	1
LOC552831	1	1	1	1	1	1	1	1	1	1	1
LOC552833	1	1	1	1	1	1	1	1	1	1	1
LOC552835	1	1	1	1	1	1	1	1	1	1	1
LOC552838	1	1	1	1	1	1	1	1	1	1	1
LOC552840	1	1	1	1	1	1	1	1	1	1	1
LOC552841	1	1	1	1	1	1	1	1	0.000127713681495941	1	1
LOC552842	1	1	1	1	1	1	1	1	1	1	1
LOC552843	1	1	1	1	1	1	0.149875978722348	1	1	1	1
LOC552844	1	1	1	1	1	1	1	1	0.000243854138007355	1	1
LOC552845	1	1	1	1	1	1	1	1	1	1	1
LOC552846	1	1	1	1	1	1	1	1	1	1	1
LOC552847	1	1	1	1	1	1	1	1	1	1	1
LOC552848	1	1	1	1	1	1	1	1	1	1	1
LOC552849	1	1	1	5.08483283680807e-06	1	1	1	1	1	1	1
LOC552850	1	1	1	1	1	1	1	1	1	1	1
LOC552851	1	1	1	1	1	1	0.00065498727314572	1	1	1	1
LOC724117	1	1	1	1	1	1	1	1	1	1	1
LOC724118	1	1	1	1	1	1	1	1	1	1	1
LOC724121	1	1	1	1	1	1	1	1	0.316645238597071	1	1
LOC724123	1	1	1	1	1	1	1	1	1	1	1
LOC724125	1	1	1	1	1	0.153194796811095	1	1	1	1	1
LOC724128	1	1	1	1	1	1	1	1	0.00976204494665257	1	1
LOC724131	1	1	1	1	1	1	1	1	1	1	1
LOC724133	1	1	1	1	1	1	1	1	1	1	1
LOC724138	1	1	1	1	1	1	1	1	0.0464304077088823	1	1
LOC724141	1	1	1	1	1	1	1	1	1	1	1
LOC724142	1	1	1	1	1	1	1	1	1	1	1
LOC724144	1	1	1	1	1	1	1	1	1	1	1
LOC724146	1	1	1	1	1	1	1	1	1	1	1
LOC724148	1	1	1	1	NA	1	1	1	1	1	1
LOC724150	1.65111760678638e-06	1	1	1	1	1	1	1	1	1	1
LOC724151	1	1	1	1	1	1	1	1	1	1	1
LOC724152	1	1	1	1	1	1	1	1	1	1	1
LOC724154	1	1	1	1	1	1	1	1	1	1	1
LOC724155	1	1	1	1	1	1	1	1	1	1	1
LOC724157	1	1	1	1	1	1	1	1	1	1	1
LOC724160	1	1	1	1	1	1	1	1	1	1	1
LOC724161	1	1	1	1	1	1	1	1	1	1	1
LOC724164	1	1	1	1	1	1	1	1	1	1	1
LOC724166	1	1	1	1	1	1	1	1	1	1	1
LOC724167	1	1	1	1	1	1	1	1	1	1	1
LOC724176	1	1	1	1	1	1	1	1	1	1	1
LOC724177	1	1	1	1	1	1	1	1	1	1	1
LOC724178	1	1	1	1	1	1	1	1	0.000456556352172923	1	1
LOC724179	1	1	1	1	1	1	1	1	1	1	1
LOC724187	1	1	1	1	1	1	1	1	1.17421664219716e-07	1	1
LOC724192	1	1	1	1	1	1	1	1	1	1	1
LOC724193	1	1	1	1	1	1	1	1	1	1	1
LOC724195	0.000581509558877667	1.15248443756155e-05	1	1	0.0022051598754588	1	1	1	1	1	1
LOC724196	1	1	1	1	1	1	1	1	6.88306181771463e-08	1	1
LOC724197	1	1	1	1	1	1	1	1	1	1	1
LOC724201	1	1	1	1	1	1	1	1	1	1	1
LOC724203	1	1	1	1	1	1	1	1	1	1	1
LOC724205	1	1	1	1	1	1	1	1	1	1	1
LOC724206	1	1	1	1	1	1	1	1	1	1	1
LOC724208	1	1	1	1	1	1	1	1	1	1	1
LOC724211	1	1	1	1	1	1	1	0.348773387236488	1	1	1
LOC724212	1	1	1	1	1	1	1	1	1	1	1
LOC724214	1	1	1	1	1	1	1	1	1	1	1
LOC724220	1	1	1	1	1	1	5.00570224985041e-08	1	6.67249372114127e-20	1	1
LOC724225	1	1	1	2.9733104928715e-08	1	1	1	1	1.54806486983125e-08	1	1
LOC724227	1	1	1	1	1	1	1	1	1	1	1
LOC724233	1	1	1	1	1	1	1	1	1	1	1
LOC724234	1	1	1	1	1	1	1	1	1	1	1
LOC724237	1	1	1	1	1	1	1	1	1	1	0.0471997411132487
LOC724240	1	1	1	1	1	1	1	1	1	1	1
LOC724242	1	1	1	1	1	1	1	1	1	1	1
LOC724243	1	1	1	1	1	1	0.589128689171893	1	1	1	1
LOC724244	1	1	1	1	1	1	0.00168120097149035	1	2.89362299050792e-07	1	1
LOC724246	1	1	1	1	1	1	1	1	1	1	1
LOC724251	1	1	1	1	1	1	1	1	1	1	1
LOC724252	1	1	1	1.29214042311275e-05	1	1	1	1	1	1	1
LOC724262	1	1	1	1	1	1	1	1	1	1	1
LOC724263	1	1	1	1	1	0.510914644768495	1	1	1	1	1
LOC724267	1	1	1	1	1	1	1	1	1	1	1
LOC724270	1	1	1	1	1	1	1	1	1	1	1
LOC724275	1	1	1	1	1	1	1	1	1	1	1
LOC724280	1	1	1	1	1	1	1	1	1	1	1
LOC724283	1	1	1	1	1	1	1	1	1	1	1
LOC724285	1	1	1	1	1	1	3.36889108506679e-09	1	1	1	1
LOC724287	1	1	1	1	1	0.00186577379600964	1	1	1	1	1
LOC724288	1	1	1	1	1	1	0.0605827968504023	1	9.26294100642762e-06	1	1
LOC724290	1	1	1	1	1	1	1.862505204411e-09	8.28361571933878e-05	1	0.00135822947160554	1.18881527130813e-05
LOC724293	1	1	1	1	1	1	1	1	1	1	1
LOC724294	1	1	1	1	1	1	0.354268963759925	0.0506762586396776	1	2.25832009274172e-08	1
LOC724295	1	1	1	1	1	1	1	1	2.17607506893246e-05	1	1
LOC724300	1	1	1	1	1	1	1	1	1	1	1
LOC724301	1	1	1	1	1	1	1	1	1	4.30691671285083e-05	1
LOC724306	1	1	1	1	1	1	1	1	1	1	1
LOC724308	1	1	1	1	1	1	1	1	1	1	1
LOC724310	0.00764847750153973	1	1	1	1	1	1	1	1	1	1
LOC724315	1	1	1	1	1	1	3.0415107620806e-07	1	1	1	1
LOC724319	1	1	1	NA	NA	1	1	1	1	1	1
LOC724321	1	1	1	1	1	1	1	1	9.07447298311402e-05	1	1
LOC724322	1	1	1	1	1	1	4.79405858407474e-19	1	1	1	1
LOC724327	1	1	1	1	1	1	1	1	1	1	1
LOC724328	1	1	1	1	1	1	1.1429160199839e-08	1	1	1	1
LOC724329	1	1	1	1	1	1	1	1	1	1	1
LOC724330	1	1	1	1	1	1	1	1	1	1	1
LOC724333	1	1	1	1	NA	1	1	1	1	1	1
LOC724335	1	1	1	1	1	1	1	1	0.0326300077996813	1	1
LOC724336	1	1	1	1	1	1	1	1	0.324649703252348	1	1
LOC724338	1	1	1	1	1	1	1	1	1	1	1
LOC724344	1	1	1	0.00595498888086647	1	1	1	1	1.03464175232064e-05	1	1
LOC724346	1	1	1	1	1	1	1	1	1	1	1
LOC724348	1	1	1	1	1	1	1	1	1	1	1
LOC724349	1	1	1	1	1	1	1	1	1	1	0.652621533300024
LOC724352	1	1	1	1	1	1	1	1	1	1	1
LOC724353	1	1	1	1	1	1	1	1	1	1	1
LOC724355	1	1	1	1	1	1	1	1	0.000331813057380004	1	1
LOC724356	1	1	1	1	1	1	0.000835756482655087	1	0.000167850818296978	1	0.000247393542697808
LOC724357	1	1	1	1	1	1	1	1	1	1	1
LOC724358	1	1	1	1	1	1	0.0243078348636198	1	1	1	1
LOC724361	1	1	1	1	1	1	1	1	1	1	1
LOC724363	1	1	1	1	1	1	1	1	1	1	1
LOC724368	1	1	1	1	1	1	1	1	1	1	1
LOC724370	1	1	1	1	1	1	1	1	0.0617998909029204	1	1
LOC724373	1	1	1	1	1	1	1	1	1	1	1
LOC724378	1	1	1	1	1	1	1	1	1	1	1
LOC724380	1	1	1	1	1	1	1	1	1	1	1
LOC724383	1	1	1	1	1	1	1	1	1	1	1
LOC724399	1	1	1	1	1	1	1	1	1	1	6.18723884602969e-06
LOC724412	1	1	1	1	1	1	1	1	1.42433806727971e-14	1	1
LOC724415	1	1	1	1	1	1	1	1	1	1	1
LOC724420	1	1	1	1	1	1	1	1	1	1	1
LOC724422	1	1	1	0.0888520802802335	1	1	1	1	1	1	1
LOC724424	1	1	1	1	1	1	1	1	1	1	0.121785875343552
LOC724429	1	1	1	1	1	1	1	1	7.82177950608851e-14	1	1
LOC724433	1	1	1	1	1	1	1	1	1	1	1
LOC724437	1	1	1	1	1	1	1	1	1	1	1
LOC724439	1	1	1	1	1	1	1	1	1	1	1
LOC724440	1	1	1	1	1	1	1	1	1	1	1
LOC724442	1	1	1	1	1	1	1.1105337275349e-06	1	0.000162782286650545	1	1
LOC724446	1	1	1	1	1	1	1	1	1	1	1
LOC724450	1	1	1	1	1	1	2.74490539798652e-08	1	4.62183405165404e-16	1	1
LOC724457	1	1	1	1	1	1	1	1	1	1	1
LOC724458	1	1	1	1	1	1	1	1	1	1	1
LOC724460	1	1	1	1	1	1	1	1	0.962861450875879	1	1
LOC724463	1	1	1	1	1	1	1	1	1	1	1
LOC724465	1	1	1	1	1	1	1	1	1	1	1
LOC724467	1	1	1	1	1	1	1	1	1	1	1
LOC724468	1	1	1	1	1	1	0.000342355639576772	1	1	1	1
LOC724472	1	1	1	1	1	1	1	1	1	1	1
LOC724473	1	1	1	1	1	1	1	1	1	1	1
LOC724474	1	1	1	1	1	1	1	1	1	1	1
LOC724483	1	1	1	1	1	1	1	1	1	1	0.020468113222884
LOC724487	0.221052743874592	1	1	1	1	1	0.00186908814016497	1	1.49428094166566e-15	1	1
LOC724489	1	1	1	1	1	1	1	1	1	1	1
LOC724493	1	1	1	1	1	1	1	0.177588279038534	1	1	1
LOC724494	1	1	1	1	1	1	1	1	1	1	1
LOC724498	1	1	1	1	1	1	1	1	1	1	1
LOC724501	1	1	1	1	1	1.66667822844613e-05	1	1	1	1	1
LOC724502	1	1	1	1	1	0.000406569047073386	1	1	0.00101723602543456	3.71858675077405e-09	1
LOC724505	1	1	1	1	1	1	1	1	1	1	1
LOC724506	1	1	1	1	1	1	1	1	1	1	1
LOC724507	1	1	1	1	1	0.987103395441497	1	1	6.88686579195836e-13	1	1
LOC724509	1	1	1	1	1	1	1	1	1	1	1
LOC724513	1	1	1	1	1	1	1	1	1	1	1
LOC724516	1	1	1	1	1	1	1	1	1	1	1
LOC724517	1	1	1	1	1	1	2.21926685211787e-06	1	2.63238208734734e-08	1	1
LOC724518	1	1	1	0.623599078782108	1	1	1	1	1	1	1
LOC724519	1	1	1	1	1	1	1	1	1	1	1
LOC724527	1	1	1	1	1	1	1	1	1	1	1
LOC724529	1	1	1	1	1	1	1	1	1	1	1
LOC724531	1	1	1	1	1	1	1	1	1	1	1
LOC724532	1	1	1	1	1	1	1	1	1	1	1
LOC724536	1	1	1	1	NA	1	1	1	1	1	1
LOC724537	1	1	1	1	1	1	1	1	7.12872005539848e-08	1	1
LOC724545	1	1	1	1	1	1	0.771166286117438	1	1	1	1
LOC724548	1	1	1	1	1	0.0261145908186804	1	1	1	1	1
LOC724552	1	1	1	1	1	1	0.00212200324345263	0.248829265252631	1	1	1
LOC724553	1	1	1	1	1	1	1	1	1	1	1
LOC724554	1	1	1	1	NA	1	1	1	1	1	1
LOC724557	1	1	1	1	1	1	1	1	1	1	1
LOC724558	1	1	1	1	1	1	1	1	1	1	1
LOC724559	1	1	1	1	1	1	1	0.106309455834757	1	1	1
LOC724561	1	1	1	1	1	1	1	1	1	1	1
LOC724563	1	1	1	1	1	1	1	1	0.00237516036924083	1	1
LOC724564	1	1	1	1	1	1	1	1	1	1	1
LOC724567	1	1	1	1	1	1	1	1	1	1	1
LOC724568	1	1	1	1	1	1	1	1	7.0249575420066e-07	1	1
LOC724569	1	1	1	1	1	1	0.384382506936354	0.147367158627115	1.75802708077746e-06	1	0.000830023859264874
LOC724571	1	1	1	1	1	0.0105260356640078	1	1	1	1	1
LOC724578	1	1	1	1	1	1	1	1	1	1	1
LOC724583	1	1	1	1	1	1	1	1	1	1	1
LOC724585	1	1	1	1	1	1	1	1	1	1	1
LOC724587	1	1	1	1	1	1	1	1	1	1	1
LOC724591	1	1	1	1	1	1	1	1	1	1	1
LOC724592	0.865682613882236	1	1	1	1	1	2.15617326865702e-06	1	1.8754267505394e-20	1	1
LOC724593	1	1	1	1	1	1	0.0100553599283139	1	1	0.0410469956919662	1
LOC724594	1	1	1	1	1	1	1	1	1	1	1
LOC724596	1	1	1	1	1	1	1	1	6.86386376969789e-13	1	1
LOC724599	1	1	1	1	1	1	0.921433160524608	1	5.28410163055804e-37	1	1
LOC724600	1	1	1	1	1	1	1	1	1	1	1
LOC724602	1	1	1	1	1	1	1	1	1	1	1
LOC724603	1	1	1	1.23884387406148e-08	1	1	5.16550669158888e-07	1	1	1	1
LOC724607	1.98750739545879e-05	1	1	1	1	1	1	1	1	1	1
LOC724608	1	1	1	1	1	1	0.000269355395105377	1	1	1	1
LOC724612	1	1	1	1	1	1	1	1	1	1	1
LOC724613	1	1	1	1	1	1	1	1	1	1	0.628055159958533
LOC724616	1	1	1	1	1	1	1	1	1	1	1
LOC724617	1	1	1	1	1	1	1	1	1	1	1
LOC724618	1	1	1	1	1	1	0.106201465068153	1	1.99640447489206e-23	1	1
LOC724620	1	1	1	1	1	1	1	1	0.132991069571173	0.00746592140291341	1
LOC724622	1	1	1	1	1	1	1	1	1	1	1
LOC724628	1	1	1	1	1	1	1	1	1	1	1
LOC724631	1	1	1	1	1	1	1	1	1	1	1
LOC724635	1	1	1	1	1	1	1	1	1	1	1
LOC724638	1	1	1	1	1	1	1	1	1	1	1
LOC724640	1	1	1	1	1	1	1	1	2.98324208956304e-11	1	1
LOC724643	1	1	1	1	1	1	1	1	1	1	1
LOC724646	1	1	1	1	1	1	1	1	1	1	1
LOC724651	1	1	1	1	1	1	1	1	1	1	1
LOC724658	1	1	1	1	1	1	1	1	1	1	1
LOC724660	1	1	1	1	1	1	1.10215051901099e-06	1	1	1	1
LOC724663	1	1	1	1	1	1	1	1	1	1	1
LOC724665	1	1	1	1	1	0.000507859251791678	1	1	0.474526650835154	1	1
LOC724666	1	1	1	1	1	1	1	1	1	1	1
LOC724672	1	1	1	1	1	1	0.000199524323552764	1	1	1	1
LOC724676	1	1	1	1	1	1	1	1	0.00127150627805574	1	1
LOC724680	1	1	1	1	1	1	1	1	1	1	1
LOC724681	1	1	1	1	1	1	1	1	0.0447119991498806	1	1
LOC724683	1	1	1	1	1	1	1	1	1	1	1
LOC724687	1	1	1	1	1	1	1	1	1	1	1
LOC724690	1	1	1	1	1	1	1	1	1	1	1
LOC724692	1	1	1	1	1	1	1	1	1	1	1
LOC724695	1	1	1	1	1	1	1	1	1	1	1
LOC724701	1	1	1	1	1	1	1	1	1	1	1
LOC724708	1	1	1	1	1	1	1	1	0.00166960326178432	1	1
LOC724712	1	1	1	1	1	1	1	1	1	1	1
LOC724715	1	1	1	1	1	1	1	1	1	1	1
LOC724716	1	1	1	1	1	1	1	1	1	1	1
LOC724719	1	1	1	1	1	1	1	1	1	1	1
