Gene	All_Post_Elaboration_Sociality	All_Post_Origin_Sociality	All_Solitary	Apis	Social_Corbiculates	Habropoda	Lasioglossum	Megachilidae	Melipona	Dufourea	Ceratina
LOC503505	1	1	1	1	1	NA	1	1	1	1	1
LOC550651	1	1	1	1	1	1	0.001462133	1	1	1	1
LOC550655	1	1	1	1	1	1	1	1	1	1	1
LOC550656	1	1	1	1	1	1	0.6689462	0.3705247	1	1	1
LOC550659	1	1	1	1	1	1	1	1	1	1	1
LOC550663	1	1	1	1	1	1	1	1	1	1	1.188099e-06
LOC550664	1	1	1	1	1	1	1	1	1	1	1
LOC550665	1	1	1	1	1	1	1	1	1	1	1
LOC550667	1	1	1	1	1	1	1	1	1	1	1
LOC550673	1	1	1	1	1	1	1	1	1	1	1
LOC550677	1	1	1	1	1	1	1	1	1	1	1
LOC550684	1	1	1	1	1	1	1	1	1	1	1
LOC550685	1	1	1	1	1	1	1	1	1	1	1.048394e-05
LOC550686	1	1	1	1	1	1	1	1	1	1	1
LOC550687	1	1	1	1	1	1	1	1	1	1	1
LOC550691	1	1	1	1	1	1	1	1	1	1	1
LOC550692	1	1	1	1	1	1	1	1	1	1	1
LOC550694	1	1	1	1	1	1	1	1	1	1	1
LOC550695	1	1	1	1	1	1	1	1	1	1	1.953216e-06
LOC550698	1	1	1	1	1	1	1	1	1	1	1
LOC550700	1	1	1	1	1	1	1	1	1	1	1
LOC550701	1	1	1	1	1	1	1	1	1	1	1
LOC550703	1	1	1	1	1	1	1	1	1	1	1
LOC550711	1	1	1	1	1	1	1	1	1	1	1
LOC550715	1	1	1	1	1	1	1	1	1	1	1
LOC550716	1	1	1	1	1	1	1	1	0.09965092	1	1
LOC550724	1	1	1	1	1	1	1	1	1	1	1
LOC550726	1	1	1	1	1	1	1	1	0.2102363	1	1
LOC550732	1	1	1	1	1	1	1	1	1	1	1
LOC550734	1	1	1	1	1	1	1	1	1	1	1
LOC550738	1	1	1	1	1	1	1	1	1	1	1
LOC550739	1	1	1	1	1	1	1	1	1	1	1
LOC550745	1	1	1	1	1	1	1	1	1	1	1
LOC550748	1	1	1	1	1	1	1	1	1	1	1
LOC550767	1	1	1	1	1	1	1	1	1	1	1
LOC550780	1	1	1	1	1	1	1	1	1	1	1
LOC550785	1	1	1	1	1	1	1	1	1	1	1
LOC550789	1	1	1	1	1	1	1	1	1	1	1
LOC550791	1	1	1	1	1	1	1	1	9.004703e-15	1	1
LOC550794	1	1	1	1	1	NA	1	1	1	1	8.119216e-22
LOC550798	1	1	1	1	1	1	1	1	1	1	1
LOC550799	1	1	1	1	1	1	1	1	1	1	1
LOC550801	1	1	1	1	1	1	1	1	1	1	4.646512e-08
LOC550804	1	1	1	1	1	1	1	1	1	1	1
LOC550806	1	1	1	1	1	1	1	1	1	1	1
LOC550808	1	1	1	1	1	1	1	1	1	1	1
LOC550822	1	1	1	1	1	1	1	1	1	1	1
LOC550824	1	1	1	1	1	1	1	1	1	1	1
LOC550828	1	1	1	1	1	1	1	1	0.06512393	1	0.02683721
LOC550829	1	1	1	1	1	1	1.347484e-10	1	1	1	1
LOC550834	1	1	1	1	1	1	1	1	1	1	1
LOC550854	1	1	1	1	1	1	1	1	1	1	1
LOC550857	1	1	1	1	1	1	0.05574938	1	1	1	1
LOC550858	1	1	1	1	1	1	1	1	1	1	1
LOC550865	1	1	1	1	1	1	1	1	1	1	8.044443e-11
LOC550869	1	1	1	1	1	1	1	1	1	1	1
LOC550875	1	1	1	1	1	1	1	1	1	1	1
LOC550881	1	1	1	1	1	1	1	1	1	1	1
LOC550884	1	1	1	1	1	1	1	1	1	1	1
LOC550885	1	1	1	1	1	1	1	1	1	1	1
LOC550886	1	1	1	1	1	1	1	1	1	1	1
LOC550901	1	1	1	1	1	1	1	1	1	1	1
LOC550903	1	1	1	1	1	1	1	1	1	1	1
LOC550914	1	1	1	1	1	1	1	1	1	1	1
LOC550915	1	1	1	1	1	1	1	0.1063377	1	1	1
LOC550918	1	1	1	1	1	1	1	1	1	1	1
LOC550920	1	1	1	1	1	1	1	1	1	1	1
LOC550926	1	1	1	1	1	1	1	1	1	1	1
LOC550929	1	1	1	1	1	1	1	1	1	1	1
LOC550930	1	1	1	1	1	1	1	1	1	1	0.2102235
LOC550941	1	1	1	1	1	1	1	1	0.00461131	1	1
LOC550948	1	1	1	1	1	1	1	1	1	1	1
LOC550955	1	1	1	1	1	1	1	1	1	1	6.035676e-06
LOC550956	1	1	1	1	1	1	1	1	1	1	1
LOC550958	1	1	1	1	1	1	1	1	1	1	1
LOC550964	1	1	1	4.839149e-06	1	1	1	1	0.0004161259	1	1
LOC550968	1	1	1	1	1	1	1	1	1	1	1
LOC550970	1	1	1	1	1	1	1	1	1	1	1
LOC550973	1	1	1	1	1	1	1	1	1	1	1
LOC550975	1	1	1	1	1	1	1	1	1	1	1
LOC550977	1	1	1	1	1	1	1	1	1	1	1
LOC550978	1	1	1	1	1	1	1	1	2.238669e-07	1	1
LOC550981	1	1	1	1	1	1	1	1	1	1	1
LOC550987	1	1	1	1	1	1	1	1	1	1	1
LOC550991	1	1	1	1	1	1	1	1	1	1	1
LOC550992	1	1	1	1	1	1	1	1	1	1	0.001367917
LOC550996	1	1	1	1	1	1	1	1	1	1	1
LOC550998	1	1	1	1	1	1	1	1	1	1	1
LOC551005	1	5.900524e-10	1	1	1	1	1	1	1	1	1.194136e-05
LOC551008	1	1	1	1	1	1	1	1	1	1	1
LOC551009	1	1	1	1	1	1	1	1	1	1	1
LOC551012	1	1	1	1	0.05179553	1	1	1	1	1	0.0001745823
LOC551016	1	1	1	1	1	1	1	2.513141e-05	1	1	1
LOC551020	1	1	1	1	1	1	1	1	1	1	1
LOC551021	1	1	1	1	1	1	1	1	1	1	1
LOC551029	1	1	1	1	1	1	1	1	1	1	1
LOC551031	1	1	1	1	1	1	1	1	1	1	0.06548039
LOC551033	1	1	1	1	1	1	1	1	1	1	8.526254e-06
LOC551039	1	1	1	1	1	1	1	1	1	1	1
LOC551041	1	1	1	1	1	1	1	1	9.374329e-07	1	1
LOC551042	1	1	1	1	1	1	1	1	0.8765977	1	6.895506e-07
LOC551045	1	1	1	1	1	1	1	1	1	1	1
LOC551046	1	1	1	1	1	1	1	1	1	1	0.03620505
LOC551047	1	1	1	1	1	1	1	1	1	1	1
LOC551055	1	1	1	1	1	1	1	1	1	1	1.329741e-08
LOC551066	1	1	1	1	1	1	1	1	0.6466156	1	1
LOC551069	1	1	1	1	1	1	1	1	1	1	1
LOC551073	1	1	1	1	1	2.484244e-11	1	1	1	1	1
LOC551078	1	1	1	1	1	1	1	1	1	1	1
LOC551080	3.53617351678701e-12	1	1	0.00594402	0.7337003	1	1	1	1	1	0.02099075
LOC551083	1	1	1	1	1	1	1	1	1	1	1
LOC551087	1	1	1	1	1	1	1	1.814696e-11	1	1	0.6478175
LOC551088	1	1	1	1	1	1	1	1	1	1	1
LOC551090	1	1	1	1	1	1	1	1	1	1	1
LOC551097	1	1	1	1	1	1	1	1	1	1	1
LOC551098	1	1	1	1	1	1	1	1	1	1	1
LOC551099	1	1	1	1	1	1	1	1	1	1	1
LOC551102	1	1	1	NA	1	NA	1	1	1	1	1
LOC551103	1	1	1	1	1	1	1	1	1	1	1
LOC551104	1	1	1	1	1	1	1	1	1	1	1
LOC551106	1	1	1	1	1	1	1	1	1	1	1
LOC551107	1	1	1	1	1	1	1	1	1	1	1
LOC551109	1	1	1	1	1	1	1	1	1	1	1
LOC551111	1	1	1	0.001353516	1	1	1	1	1	1	1
LOC551113	1	1	1	1	1	1	1	1	1	1	1
LOC551114	1	1	1	1	1	1	1	1	1	0.3948443	1
LOC551116	1	1	1	1	1	1	1	1	1	1	1
LOC551118	1	1	1	1	1	1	1	1	1	1	0.9870359
LOC551119	1	1	1	1	1	1	1	1	1	1	1
LOC551122	1	1	1	1	1	1	1	1	1	1	1.346546e-05
LOC551123	0.0373550120748049	0.706605	1	1	1	1	1	1	1	1	0.0329761
LOC551124	1	1	1	1	1	1	1	1	1	1	1
LOC551125	1	1	1	1	1	1	1	1	1	1	1
LOC551126	1	1	1	1	1	1	1	1	1	1	1
LOC551128	1	1	1	1	1	1	1	1	1	1	1
LOC551130	1	1	1	1	1	1	1	1	0.04272303	1	1
LOC551133	1	1	1	1	1	1	1	1	5.713874e-06	1	1
LOC551135	1	1	1	1	1	1	1	1	1	1	1
LOC551137	1	1	1	1	1	1	1	1	1	1	9.962527e-21
LOC551140	1	1	1	1	1	1	1	1	0.6812006	1	1
LOC551144	1	1	1	1	1	NA	1	1	1	1	1
LOC551150	1	1	1	1	1	1	1	1	1	1	0.03154724
LOC551151	1	1	1	1	1	1	1	1	1	1	1
LOC551156	1	1	1	1	1	1	1	1	1	1	1
LOC551157	1	1	1	1	1	1	1	1	1	1	1
LOC551158	1	1	1	1	1	1	1	1	1	1	1
LOC551162	1	1	1	1	1	1	1	1	1	1	1
LOC551163	1	1	1	1	1	1	1	1	1	1	0.01688649
LOC551165	1	1	1	1	1	1	1	1	1	1	0.0002901528
LOC551167	1	1	1	1	1	1	1	1	1	1	9.98126e-05
LOC551168	1	1	1	1	1	1	1	1	0.005032015	1	0.0003726728
LOC551169	1	1	1	1	1	1	1	1	1	1	1
LOC551171	1	1	1	1	1	1	1	1	1	1	1
LOC551173	0.00772760108557972	1	1	1.03667e-06	1	1	1	1	1	1	1
LOC551174	1	1	1	1	1	1	1	1	1	1	1
LOC551177	1	1	1	1	1	1	1	1	1	0.1586201	1
LOC551184	1	1	1	1	1	1	1	1	1	1	1
LOC551185	1	1	1	1	1	1	1	1	1	1	1
LOC551188	1	1	1	1	1	1	1	1	1	1	1
LOC551189	1	1	1	1	1	1	1	1	0.2442915	1	1
LOC551191	1	1	1	1	1	1	1	1	1	1	1
LOC551193	1	1	1	1	1	1	1	0.01891006	1	1	1
LOC551194	1	1	1	1	1	1	1	1	1	1	1
LOC551201	1	1	1	1	1	1	1	1	1	1	1
LOC551202	1	1	1	1	1	1	1	1	1	1	1
LOC551204	1	1	1	1	1	1	1	1	1	1	1
LOC551205	1	1	1	1	1	1	0.001464465	1	1	1	1
LOC551206	1	1	1	1	1	1	1	1	1	1	1
LOC551207	1	1	1	0.003044849	1	1	1	1	1	1	1
LOC551208	1	1	1	1	1	1	1	1	1	1	1
LOC551212	1	1	1	1	1	1	1	1	0.003439753	1	1
LOC551213	1	1	1	1	1	1	1	1	1	1	1.774672e-11
LOC551214	1	1	1	1	1	1	1	1	1	1	1
LOC551215	1	1	1	1	1	1	1	1	0.9713851	1	1
LOC551216	1	1	1	1	1	1	1	1	1	1	0.1598761
LOC551217	1	1	1	1	1	1	1	1	1	1	1
LOC551219	1	1	1	1	1	1	1	1	1	1	1
LOC551222	1	1	1	1	1	1	1	1	1	1	1
LOC551225	1	1	1	1	1	1	1	1	3.379419e-05	1	1
LOC551226	1	1	1	1	1	1	1	1	1	1	1
LOC551227	1	1	1	1	1	1	1	1	0.008514322	1	2.781895e-08
LOC551229	1	1	1	1	1	1	1	1	1	1	1
LOC551231	1	1	1	1	1	1	1	1	1	1	0.0001625174
LOC551232	1	1	1	1	1	1	1	1	1	1	1
LOC551235	1	1	1	1	1	1	1	1	1	1	1
LOC551237	1	1	1	1	1	1	1	1	1	1	1
LOC551240	1	1	1	1	1	1	1	1	1	1	1
LOC551241	1	1	1	1	1	1	1	1	1	1	1
LOC551242	1	1	1	1	1	1	1	1	1	1	1
LOC551243	1	1	1	1	1	1	1	1	1	1	1
LOC551248	1	1	1	1	1	1	1	1	1	1	1
LOC551250	1	1	1	1	1	1	1	1	1	1	1
LOC551252	1	1	1	1	1	1	1	1	1	0.3500933	1
LOC551254	1	1	1	1	1	1	1	1	1	1	1
LOC551255	1	1	1	1	1	1	1	1	1	1	1
LOC551256	1	1	1	1	1	1	1	1	1	1	1
LOC551258	1	1	1	1	1	1	1	1	1	1	1
LOC551264	1	1	1	1	1	1	1	1	1	1	1
LOC551265	1	1	1	1	1	1	1	1	1	1	1
LOC551269	1	1	1	1	1	1	1	1	1	1	6.405245e-05
LOC551270	1	1	1	1	1	1	1	1	1	1	1
LOC551272	1	1	1	1	1	1	1	1	1	1	5.415114e-07
LOC551273	1	1	1	1	1	1	1	1	1	1	1
LOC551275	1	1	1	1	1	1	1	1	1	1	1
LOC551276	1	1	1	1	1	1	1	1	1	1	1
LOC551280	1	1	1	1	1	1	1	1	1	1	1
LOC551281	1	1	1	1	1	1	1	1	1	1	1
LOC551282	1	1	1	1	0.4017283	1	1	1	1	1	1
LOC551283	1	1	1	1	1	1	1	1	1	1	0.01982707
LOC551284	1	1	1	1	1	1	1	1	1	1	2.224902e-07
LOC551290	1	1	1	1	1	1	1	1	0.7411802	1	1
LOC551291	1	1	1	1	1	1	1	1	1	1	0.160329
LOC551293	1	1	1	1	1	1	1	1	1	1	1
LOC551295	1	1	1	1	1	1	1	1	1	1	1
LOC551296	1	1	1	1	1	1	1	1	1	1	1
LOC551301	1	1	1	1	1	1	1	1	1	1	1
LOC551302	1	1	1	1	1	1	1	1	1	1	1
LOC551304	1	1	1	1	1	1	1	1	1	1	1
LOC551308	1	1	1	1	3.482645e-07	1	1	1	0.117804	1	1
LOC551311	1	1	1	1	1	1	1	1	1	1	1
LOC551313	1	1	1	1	1	1	1	1	1	1	0.3460913
LOC551314	1	1	1	1	1	1	1	1	1	1	1
LOC551316	1	1	1	1	1	1	1	1	1	1	1
LOC551321	1	1	1	1	1	1	1	1	1	1	1
LOC551323	1	1	1	1	1	1	1	1	1	1	1
LOC551324	1	1	1	1	1	1	1	1	1	1	1
LOC551325	1	1	1	1	1	1	1	1	1	1	1
LOC551328	1	1	1	1	1	1	1	1	1	1	1
LOC551329	1	1	1	1	1	1	1	1	1	1	1
LOC551331	1	1	1	1	1	1	1	1	0.01443442	1	1
LOC551337	1	1	1	1	1	1	1	0.6600392	1	1	0.04376749
LOC551339	1	1	1	1	1	1	1	1	1	1	1
LOC551343	1	1	1	1	1	1	1	1	1	1	1
LOC551350	1	1	1	1	1	1	1	1	1	1	1
LOC551353	1	1	1	1	1	1	1	1	1	1	1
LOC551354	1	1	1	1	1	1	1	1	1	1	1
LOC551355	1	1	1	1	1	1	1	1	1	1	1
LOC551358	1	1	1	1	1	1	1	1	1	1	1
LOC551360	1	1	1	1	1	1	1	1	1	1	1
LOC551361	1	1	1	1	1	1	0.0182783	1	0.279396	1	1
LOC551363	1	1	1	1	1	1	1	1	1	1	1
LOC551364	1	1	1	1	1	1	1	1	1	1	1
LOC551365	1	1	1	1	1	1	1	1	1	1	1
LOC551371	1	1	1	1	1	1	1	1	1	1	1
LOC551375	1	1	1	1	1	1	1	1	3.030503e-05	1	1
LOC551378	1	1	1	1	1	1	1	1	1	1	1
LOC551379	1	1	1	1	1	1	1	1	1	1	1
LOC551381	1	1	1	1	1	1	1	1	1	1	1
LOC551383	1	1	1	1	1	1	1	1	1	1	0.0006394152
LOC551386	1	1	1	1	1	1	1	1	1	1	1
LOC551392	1	1	1	1	1	1	1	1	1	1	1
LOC551395	1	1	1	1	1	1	1	1	1	1	0.3200698
LOC551396	1	1	1	1	1	1	1	1	1	1	6.579451e-05
LOC551397	1	1	1	1	1	1	1	1	1	1	1
LOC551398	1	1	1	1	1	1	1	1	1	1	1
LOC551401	1	1	1	1	1	1	1	1	1	1	1
LOC551403	1	1	1	1	1	1	1	1	1	1	7.413776e-05
LOC551406	1	1	1	1	1	1	1	1	1	1	1
LOC551408	1	1	1	1	1	1	1	1	1	1	0.8860963
LOC551409	1	1	1	1	1	1	1	1	1	1	1
LOC551410	1	1	1	1	1	1	1	1	1	1	1
LOC551411	1	1	1	1	1	1	1	1	1	1	1
LOC551412	1	1	1	1	1	1	1	1	1	1	1
LOC551413	1	1	1	1	1	1	1	1	1	1	1
LOC551414	1	1	1	1	1	1	1	1	1	1	5.321022e-08
LOC551416	1	1	1	1	1	1	1	1	1	1	1
LOC551418	1	1	1	1	1	1	1	1	1	1	1
LOC551421	1	1	1	1	1	1	1	1	1	1	1
LOC551422	1	1	1	1	1	1	1	1	1	1	1
LOC551424	1	1	1	1	1	1	1	0.03562004	1	1	1
LOC551425	1	1	1	1	1	1	1	1	0.1326033	1	1
LOC551426	1	1	1	1	1	1	1	0.9451304	1	1	1
LOC551427	1	1	1	1	1	1	1	1	1	1	1
LOC551429	1	1	1	1	1	1	1	1	1	1	1
LOC551430	1	1	1	1	1	1	1	1	1	1	1
LOC551431	1	1	1	1	1	1	1	1	1	0.7392911	1
LOC551432	1	1	1	1	1	1	1	1	1.807081e-07	1	1
LOC551433	1	1	1	1	1	1	1	1	2.444299e-15	1	1.468042e-08
LOC551434	1	1	1	1	1	1	1	1	1	1	1
LOC551435	1	1	1	1	1	1	1	0.1751217	1	1	1
LOC551436	1	1	1	1	1	1	1	1	1	1	1
LOC551439	1	1	1	1	1	1	1	1	1	1	1
LOC551441	1	1	1	1	1	1	1	1	1	1	1
LOC551445	1	1	1	1	1	1	1	1	1	1	1
LOC551447	1	1	1	1	1	1	1	1	1	1	1
LOC551448	1	1	1	1	1	1	1	1	1	1	1
LOC551449	1	1	1	1	1	1	1	1	1	0.001180518	1
LOC551451	1	1	1	1	1	1	1	1	1	1	1
LOC551452	1	1	1	1	1	1	1	1	1	1	1
LOC551454	1	1	1	0.6416112	1	1	4.115387e-10	1	1	0.743769	1
LOC551457	1	1	1	1	1	1	1	1	1	1	1
LOC551458	1	1	1	1	1	1	1	1	1	1	1
LOC551459	1	1	1	1	1	NA	1	1	0.1950059	1	1
LOC551461	1	1	1	1	1	1	1	1	1	1	3.07884e-15
LOC551462	1	1	1	1	1	1	1	1	1.006825e-08	1	1
LOC551463	1	1	1	1	1	1	1	1	1	1	1
LOC551465	1	1	1	1	1	1	1	1	1	1	1
LOC551466	1	1	1	1	1	1	1	1	1	0.9638793	1
LOC551469	1	1	1	1	1	1	1	1	1	1	1
LOC551470	1	1	1	1	1	1	1	1	1	1	1
LOC551474	1	1	1	1	1	1	1	1	1	1	1
LOC551476	1	1	1	1	1	1	1	1	1	1	1
LOC551477	1	1	1	1	1	1	1	1	0.0007199875	1	1
LOC551479	1	1	1	1	1	1	1	1	1	1	1
LOC551480	1	1	1	1	1	1	1	1	1	1	1
LOC551484	1	1	1	1	1	1	1	1	1	1	1
LOC551488	1	1	1	1	1	1	1	1	1	1	1
LOC551489	1	1	1	1	1	1	1	1	1	1	1
LOC551492	1	1	1	1	1	1	1	1	1	1	1
LOC551493	1	1	1	1	1	1	0.07796837	1	1	1	0.4919307
LOC551494	1	1	1	1	1	1	4.378286e-07	1	1	1	2.778425e-05
LOC551495	1	1	1	1	1	1	1	1	1	1	1
LOC551497	1	0.0002460797	1	1	1	1	1	1	1	1	1
LOC551498	1	1	1	0.00433225	1	1	1	1	1	1	1
LOC551499	1	1	1	1	1	1	1	1	1	1	1
LOC551501	1	1	1	1	1	1	1	1	1	1	1
LOC551502	1	1	1	1	1	1	1	1	1	1	3.862437e-11
LOC551505	1	1	1	1	1	1	1	1	1	1	1
LOC551506	1	1	1	0.0114461	1	1	1	1	2.376157e-07	1	1
LOC551508	1	1	1	1	1	1	1	1	1	1	1
LOC551509	1	1	1	1	1	1	1	1	1	1	1
LOC551510	1	1	1	1	1	1	1	1	1	8.025757e-11	8.049245e-09
LOC551511	1	1	1	1	1	1	1	1	1	1	1
LOC551516	1	1	1	1	1	1	1	1	1	1	1
LOC551518	1	1	1	1	1	1	1	1	1	1	1
LOC551519	1	1	1	1	1	1	1	1	1	1	1
LOC551520	1	1	1	1	1	1	1	1	1	1	1
LOC551521	1	1	1	1	1	1	1	1	1	1	1
LOC551523	1	1	1	1	1	1	1	1	1	1	1
LOC551524	1	1	1	1	1	1	1	1	1	1	1
LOC551525	1	1	1	1	1	1	1	1	1	1	1
LOC551528	1	1	1	1	1	1	1	1	1	1	1
LOC551530	1	1	1	1	1	1	1	1	1	1	1
LOC551531	1	1	1	1	1	1	1	1	1	1	1
LOC551532	1	1	1	1	1	1	1	1	1	1	1
LOC551535	1	1	1	1	1	1	1	1	1	1	1
LOC551536	1	1	1	1	1	1	1	1.065927e-08	1	1	1
LOC551538	1	1	1	1	1	1	1	1	1	1	1
LOC551539	1	1	1	1	1	1	1	1	1	1	1
LOC551540	1	1	1	1	1	1	1	1	1	1	1
LOC551545	1	1	1	1	1	1	1	1	1	1	1.414389e-11
LOC551546	1	1	1	1	1	1	1	1	1	1	1
LOC551547	1	1	1	1	1	1	1	1	1	1	1
LOC551548	1	1	1	1	1	1	1	1	1	1	1
LOC551549	1	1	1	1	1	1	1	1	0.002296772	1	1
LOC551550	1	1	1	1	1	1	1	1	1	1	1
LOC551551	2.44842489485172e-08	1	1	2.436708e-10	1	1	1	1	1	1	1
LOC551552	1	1	1	1	1	1	1	1	1	1	1
LOC551559	1	1	1	1	0.1620654	1	1	1	1	1	1
LOC551563	1	1	1	1	1	1	1	0.9517476	1	1	1
LOC551566	1	1	1	1	1	1	1	0.001036189	1.621589e-07	1	1
LOC551570	1	1	1	1	1	1	1	1	1	1	0.1468339
LOC551571	1	1	1	1	1	1	1	1	1	1	1
LOC551573	1	1	1	1	1	1	0.4745878	1	1	1	1
LOC551576	1	1	1	1	1	1	1	1	0.0002355669	1	0.5100411
LOC551578	1	1	1	1	1	1	5.559161e-13	1	1	1	1
LOC551579	1	1	1	1	1	1	1	1	1	1	1
LOC551580	1	1	1	1	1	1	1	1	1	1	0.003981336
LOC551581	1	1	1	1	1	1	1	1	1	1	1
LOC551584	1	1	1	1	1	1	1	1	1	1	1
LOC551585	1	1	1	1	1	1	1	1	1	1	1
LOC551586	1	1	1	1	1	1	1	1	1	1	1
LOC551588	1	1	1	1	1	1	1	1	1	1	1
LOC551589	1	1	1	1	1	1	1	1	1	1	1
LOC551590	1	1	1	1	1	1	1	1	1	1	1
LOC551593	1	1	1	1	1	1	1	1	1	1	1
LOC551595	1	1	1	1	1	1	1	1	1	1	1
LOC551596	1	1	1	1	1	1	1	1	1	1	0.006867646
LOC551599	1	1	1	1	1	1	1	1	1	1	0.1665386
LOC551602	1	1	1	1	1	1	1	1	1	1	1
LOC551603	1	1	1	1	1	1	1	1	1	1	0.0001420813
LOC551604	1	1	1	1	1	1	1	1	0.003418821	1	1
LOC551605	1	1	1	1	1	1	1	1	1	1	4.610354e-05
LOC551606	1	1	1	1	1	1	1	1	1	1	1
LOC551607	1	1	1	1	1	1	1	1	1	1	1
LOC551609	1	1	1	1	1	1	1	1	1	1	1
LOC551610	1	1	1	1	1	1	1	1	1	1	1
LOC551613	1	1	1	1	1	1	0.3036536	0.03448338	1	1	1
LOC551614	1	1	1	1	1	1	1	1	1	1	1
LOC551617	1	1	1	1	1	1	1	1	1	1	1
LOC551618	1	1	1	1	1	1	1	1	1	1	1
LOC551619	1	1	1	1	1	1	1	1	1	1	1
LOC551620	1	1	1	1	1	1	1	1	1	1	1
LOC551621	1	1	1	1	1	1	1	1	1	1	1
LOC551622	1	1	1	1	1	1	1	1	1	1	1
LOC551625	1	1	1	1	1	1	1	0.885884	1	1	1
LOC551628	1	1	1	1	1	1	1	1	1	1	1
LOC551629	1	1	1	1	1	1	1	1	1	1	1
LOC551631	1	1	1	1	1	1	1	1	1	1	1
LOC551636	1	1	1	1	1	1	1	0.009535234	1	1	1
LOC551637	1	1	1	1	1	1	1	1	1	1	1
LOC551642	1	1	1	1	1	1	1	1	1	1	1
LOC551644	1	1	1	1	1	1	1	1	1	1	1
LOC551650	1	1	1	1	1	1	1	1	1	1	1
LOC551652	1	1	1	1	1	1	1	1	1	1	1
LOC551655	1	1	1	1	1	1	1	1	1	1	1
LOC551659	1	1	1	1	1	1	1	1	0.005668668	1	1
LOC551662	1	1	1	1	1	1	1	1	1	1	1
LOC551664	1	1	1	1	1	1	1	1	1	1	1
LOC551666	1.4355278905035e-05	0.5028129	1	0.5209989	1	1	1	1	1	1	1
LOC551667	1	1	1	1	1	1	1	1	1	1	1
LOC551672	1	1	1	1	1	1	1	1	1	1	1
LOC551673	1	1	1	1	1	1	1	1	1	1	4.769076e-11
LOC551676	1	1	1	1	1	1	1	1	1	1	1
LOC551677	1	1	1	1	1	1	1	1	6.618988e-05	1	0.3543579
LOC551678	1	1	1	1	1	1	1	1	1	1	1
LOC551679	1	1	1	1	1	1	1	1	1	1	1
LOC551680	1	1	1	1	1	1	1	1	1	1	2.032081e-07
LOC551682	1	1	1	1	1	1	1	1	1	1	0.01208303
LOC551683	1	1	1	1	1	1	1	1	1	1	0.02877561
LOC551684	1	1	1	1	1	1	1	1	1	1	1
LOC551686	1	1	1	1	1	1	1	1	1	1	1
LOC551690	1	1	1	1	1	1	1	1	1	1	0.01228186
LOC551692	1	1	1	1	1	1	1	1	1	1	1
LOC551694	1	1	1	1	1	1	1	1	1	1	2.387825e-05
LOC551695	1	1	1	1	1	1	1	1	1	1	1
LOC551696	1	1	1	1	1	1	1	1	1	1	1
LOC551699	1	1	1	1	1	1	1	1	1	1	1
LOC551700	1	1	1	1	1	1	1	1	1	1	1
LOC551702	1	1	1	1	1	1	1	1	1	1	1
LOC551703	1	1	1	1	1	1	1	1	1	1	1
LOC551705	1	1	1	1	1	1	1	1	0.5654237	1	1
LOC551708	1	1	1	1	1	1	1	1	1	1	1
LOC551709	1	1	1	1	1	1	1	1	1	1	1
LOC551710	1	1	1	1	1	1	1	1	1	1	0.2926942
LOC551711	1	1	1	1	1	1	0.08671182	0.7869123	1	1	1
LOC551712	1	1	1	1	1	1	1	1	1	1	1
LOC551715	1	1	1	1	1	1	1	1	1	1	1
LOC551717	1	1	1	1	1	1	1	1	1	1	1
LOC551718	1	1	1	1	1	1	1	1	1	1	1
LOC551720	1	1	1	1	1	1	1	1	1	1	1
LOC551722	1	1	1	1	1	1	1	1	1	1	1
LOC551724	1	1	1	1	1	1	1	9.75696e-07	1	1	5.733917e-05
LOC551725	1	1	1	1	1	1	1	1	1	1	1
LOC551726	1	1	1	1	1	1	1	1	1	1	1
LOC551727	1	1	1	1	1	1	1	0.1359577	1	1	1
LOC551730	1	1	1	1	1	1	1	1	0.01382901	1	1
LOC551731	1	1	1	1	1	1	1	1	1	1	1
LOC551732	1	1	1	1	1	1	1	1	1	1	1
LOC551733	1	1	1	1	1	1	1	1	1	1	1
LOC551734	1	1	1	1	1	1	1	1	1	1	1
LOC551737	1	1	1	1	1	1	1	1	1	1	1
LOC551738	1	1	1	1	1	1	1	2.435701e-06	1	1	1
LOC551739	1	1	1	1	1	1	1	1	1	1	1
LOC551740	1	1	1	1	1	1	1	1	1	1	1
LOC551743	1	1	1	1	1	1	1	1	1	1	1
LOC551744	1	1	1	1	1	1	1	1	1	1	1
LOC551745	1	1	1	1	1	1	1	0.001274734	1	1	1
LOC551747	1	1	1	1	1	1	1	1	1	1	1
LOC551749	1	1	1	1	1	1	1	1	1	1	1
LOC551751	1	1	1	1	1	1	1	1	1	1	1
LOC551753	1	1	1	1	1	1	1	1	1	1	1
LOC551754	0.00369184620118007	1	1	1	1	1	1	1	1	1	1.771819e-23
LOC551755	1	1	1	1	1	1	1	1	1	1	1
LOC551756	1	1	1	1	1	1	0.05138417	1	1	1	1
LOC551757	1	1	1	1	1	1	1	1	1	1	1
LOC551758	1	1	1	1	1	1	1	1	1	1	1
LOC551759	1	1	1	1	1	1	1	1	1	1	1
LOC551760	1	1	1	NA	1	NA	1	1	1	1	1
LOC551763	1	1	1	1	1	1	1	1	1	1	1
LOC551765	1	1	1	1	1	1	1	1	1	1	1
LOC551766	1	1	1	1	1	1	1	1	1	1	1
LOC551770	1	1	1	1	1	1	1	1	1	1	1
LOC551771	1	1	1	1	1	1	1	1	1	1	1
LOC551772	1	1	1	1	1	1	1	1	0.001661843	1	1.566727e-20
