Gene	AlnLength	Amel	Aflo	Bimp	Bter	Ccal	Dnov	Emex	Hlab	Lalb	Mqua	Mrot
LOC413265	1905	43.88	41.78	43.25	44.41	47.30	50.60	45.09	49.55	56.38	46.30	48.77
LOC413266	1059	49.58	48.91	43.44	43.25	44.38	45.33	42.59	47.03	50.90	47.69	47.12
LOC413267	2247	36.98	36.36	37.92	37.34	40.05	43.44	37.92	43.52	50.42	49.44	40.01
LOC413270	1929	51.58	51.94	49.56	50.80	53.81	55.57	54.28	53.40	54.28	54.80	49.25
LOC413271	1026	34.50	35.58	42.59	43.57	49.12	46.59	38.21	43.18	48.15	50.68	47.86
LOC413274	1851	44.08	45.00	44.03	44.25	47.76	46.41	46.84	42.36	45.22	46.89	39.01
LOC413275	741	33.60	34.28	38.46	39.14	46.15	38.73	35.22	39.27	47.50	39.81	36.71
LOC413278	1182	34.69	34.43	36.63	36.63	42.13	37.06	35.96	36.29	38.07	36.46	38.24
LOC413279	858	39.28	39.86	44.17	44.17	48.25	44.76	40.79	41.96	45.80	48.83	45.34
LOC413280	681	35.39	35.24	37.15	37.74	42.73	38.77	37.44	38.03	42.88	35.83	41.26
LOC413285	453	41.28	40.62	45.03	44.81	46.58	54.08	45.47	52.54	58.06	49.01	53.20
LOC413286	825	42.06	40.24	45.94	46.67	49.33	55.52	45.82	58.67	55.76	49.21	48.97
LOC413288	2454	40.51	40.34	42.79	42.46	45.11	41.73	41.20	41.16	44.09	40.22	42.46
LOC413293	543	33.70	35.17	39.59	39.96	48.25	43.65	37.38	37.20	42.54	43.09	34.62
LOC413296	789	36.25	34.73	40.43	39.80	43.98	41.32	38.53	40.30	44.74	39.54	40.81
LOC413297	954	31.66	31.55	34.70	34.59	39.52	34.70	33.54	34.59	40.88	35.53	34.38
LOC413299	1080	38.98	38.98	40.19	40.28	48.98	42.96	40.28	41.57	46.20	41.11	41.11
LOC413303	498	33.13	33.73	40.16	40.36	41.37	47.39	41.77	42.17	46.39	41.16	42.17
LOC413305	1353	29.93	30.01	35.25	34.81	42.72	40.21	32.15	35.99	42.35	31.49	36.95
LOC413309	753	36.79	36.25	38.38	38.25	44.36	40.24	37.32	39.84	43.69	37.85	40.37
LOC413310	7149	47.56	45.35	41.43	41.35	45.60	44.64	38.62	42.06	48.02	42.96	43.68
LOC413311	918	28.00	28.21	33.33	32.68	44.99	36.49	31.26	33.33	38.13	31.48	33.88
LOC413313	723	33.89	34.16	36.65	36.38	47.99	39.83	34.16	36.38	43.15	37.48	37.21
LOC413314	957	39.71	40.02	42.11	41.59	45.56	43.57	41.38	42.22	46.60	42.84	43.05
LOC413318	2001	40.38	40.33	42.58	42.48	50.22	46.73	41.58	42.53	46.33	44.58	43.33
LOC413319	1308	32.87	32.26	38.91	38.38	46.02	41.59	36.01	39.98	40.83	41.97	38.91
LOC413328	3609	36.74	36.58	39.46	39.51	42.78	44.06	38.88	41.42	45.22	39.84	41.37
LOC413332	8502	35.71	36.06	41.37	41.43	52.19	42.79	39.70	43.01	51.11	48.33	49.41
LOC413333	2004	44.96	44.56	48.30	48.30	56.04	51.35	48.95	50.05	56.79	52.40	53.74
LOC413334	2598	35.37	35.91	40.26	40.03	47.42	41.84	38.22	41.03	47.15	40.92	39.26
LOC413336	1443	32.29	32.78	38.25	39.36	45.25	42.83	34.72	38.74	49.20	43.04	37.77
LOC413340	1212	27.81	27.89	33.66	33.50	47.44	39.11	31.52	32.26	39.69	35.31	34.65
LOC413341	5745	35.79	35.94	38.90	38.89	45.50	41.58	37.74	38.80	45.05	37.72	38.57
LOC413344	3393	35.63	35.63	38.55	38.49	49.90	41.23	37.46	38.99	44.06	38.46	39.40
LOC413345	1119	32.53	32.80	37.18	37.18	45.13	38.16	35.75	35.92	39.32	36.46	38.61
LOC413350	1053	49.00	48.62	48.43	47.96	49.10	51.00	49.48	49.95	52.61	48.53	50.24
LOC413351	2871	35.25	35.42	38.73	38.28	42.04	42.18	37.83	38.84	46.05	38.31	39.53
LOC413354	1341	38.78	39.37	42.73	42.43	47.65	42.65	42.28	41.09	44.74	41.98	43.10
LOC413356	1335	46.07	43.90	44.04	44.34	45.69	50.11	44.04	48.46	50.04	43.97	45.32
LOC413357	2469	40.38	39.37	45.40	45.00	48.12	49.21	43.62	45.89	53.34	45.81	48.56
LOC413362	1605	28.66	29.16	33.27	32.96	45.67	34.21	31.40	31.46	38.07	32.77	31.59
LOC413363	1548	34.56	34.37	35.85	35.92	48.39	40.70	35.21	35.72	41.47	36.43	37.21
LOC413365	1080	36.02	35.37	37.96	37.59	45.09	41.30	36.02	40.00	46.48	39.17	40.93
LOC413369	1269	30.73	30.97	37.51	37.35	45.07	35.78	33.88	33.18	38.22	34.52	36.56
LOC413372	4725	35.28	35.66	39.77	39.94	43.34	49.42	38.10	43.56	49.99	45.84	45.57
LOC413376	2868	33.86	34.27	37.69	37.69	41.53	40.24	36.37	39.40	40.38	37.62	37.87
LOC413377	7617	41.09	39.88	44.69	44.57	49.64	50.61	42.48	47.89	48.44	51.73	48.40
LOC413378	339	34.22	33.33	35.10	35.10	42.48	35.10	34.81	35.40	36.28	35.10	34.51
LOC413383	939	55.27	54.31	54.10	53.89	56.34	54.21	56.66	53.46	58.68	55.80	52.40
LOC413385	1533	49.25	48.79	55.51	55.32	57.86	58.97	57.73	56.23	58.84	57.53	55.58
LOC413386	2457	46.19	45.26	50.18	49.37	50.55	52.22	51.81	52.71	52.42	52.06	52.99
LOC413389	2220	38.83	38.65	42.21	42.03	45.99	43.15	40.59	42.57	48.02	39.82	42.52
LOC413390	1677	31.01	31.43	36.43	36.37	40.85	38.40	35.24	37.98	41.14	33.33	35.06
LOC413391	606	66.17	65.02	59.41	58.42	60.56	60.89	60.23	58.09	59.90	53.63	56.77
LOC413394	525	31.05	30.86	34.29	33.52	35.62	36.19	31.62	35.62	38.67	32.76	34.10
LOC413398	378	29.10	27.78	34.66	32.01	36.24	38.62	33.60	34.13	41.01	33.33	36.51
LOC413400	1626	26.69	27.68	32.23	32.60	37.39	34.62	30.75	31.73	39.98	33.03	34.13
LOC413404	1269	31.76	31.44	36.64	36.80	41.29	39.01	34.67	36.17	43.81	37.98	39.09
LOC413407	1857	30.48	29.67	34.63	34.14	41.79	35.16	33.93	33.60	37.48	33.39	34.84
LOC413408	1602	44.01	42.63	40.89	40.45	47.32	41.32	42.07	40.32	42.13	38.26	42.01
LOC413410	2160	41.99	41.30	47.22	46.90	53.10	50.93	47.73	48.89	57.59	52.36	51.06
LOC413411	1869	38.10	37.67	39.97	39.97	44.36	41.47	39.70	40.66	43.77	36.65	39.91
LOC413416	2115	48.04	50.45	46.71	46.62	50.50	52.34	50.31	51.49	54.14	51.87	52.72
LOC413418	3963	29.50	29.52	31.11	31.31	37.80	33.86	32.30	33.03	38.33	29.22	34.49
LOC413423	3462	66.61	63.29	56.41	56.79	57.63	58.12	57.39	53.67	59.30	55.69	58.23
LOC413425	5211	32.70	32.76	36.04	36.00	44.71	37.63	35.00	35.75	44.27	36.31	39.19
LOC413427	2634	58.39	59.57	52.70	52.20	57.93	57.18	50.49	49.16	57.06	52.43	51.75
LOC413429	1308	32.95	32.42	35.32	35.02	40.44	39.91	35.93	35.78	41.67	38.30	37.92
LOC413430	1596	37.09	37.59	41.04	40.73	40.91	42.61	38.22	40.73	46.05	43.80	41.85
LOC413437	681	30.54	31.57	34.95	34.80	44.49	36.27	33.48	34.21	37.44	33.63	34.65
LOC413438	2730	34.62	35.02	38.50	38.72	47.66	44.91	36.67	38.06	45.97	47.07	38.50
LOC413439	804	31.59	31.84	33.08	32.84	38.43	39.30	32.59	33.46	38.56	34.70	33.58
LOC413440	3672	45.48	45.04	49.07	48.39	56.43	53.16	47.96	50.16	49.56	47.09	50.76
LOC413441	1443	32.99	32.50	38.53	38.05	40.96	39.92	35.00	35.97	44.77	37.21	37.42
LOC413448	1971	36.83	36.58	39.22	38.71	42.21	43.99	38.31	39.22	47.23	39.02	39.57
LOC413451	2373	26.76	26.72	32.66	33.00	40.67	38.39	29.79	31.48	41.55	34.60	31.98
LOC413460	3096	33.14	33.72	39.44	39.34	47.32	47.61	36.76	42.44	49.87	41.12	40.89
LOC413462	3324	37.61	37.03	43.65	43.89	52.86	50.81	40.88	47.38	50.75	46.42	43.23
LOC413464	1554	51.54	51.09	49.49	49.55	51.67	54.70	51.99	51.29	55.53	56.11	52.12
LOC413466	3384	45.95	44.06	45.83	44.89	55.70	56.29	48.61	53.04	56.83	41.40	55.85
LOC413467	1098	34.34	34.70	38.89	38.80	42.62	48.72	38.89	43.26	48.45	47.18	42.35
LOC413468	1521	33.00	33.27	36.03	35.70	38.13	38.07	34.78	35.04	38.79	38.72	37.02
LOC413470	552	36.96	36.96	42.03	42.39	43.12	44.57	40.40	42.39	45.11	43.12	42.21
LOC413474	2409	42.01	41.68	48.11	47.65	50.52	53.47	44.83	47.57	52.64	45.95	45.16
LOC413478	1464	35.31	35.04	39.89	40.85	45.29	49.18	38.32	41.80	51.43	39.14	39.82
LOC413481	2820	47.80	46.84	46.17	45.89	49.79	46.67	46.63	47.02	48.09	47.80	45.74
LOC413484	987	30.90	31.31	36.07	35.76	43.77	36.68	34.25	37.59	40.93	34.95	35.16
LOC413486	276	34.78	35.51	38.04	37.68	44.57	41.67	37.32	40.58	44.20	37.32	37.32
LOC413488	1722	37.11	37.05	40.19	40.71	44.02	40.53	39.26	40.48	45.59	38.91	38.79
LOC413489	1047	33.24	34.67	37.82	38.49	46.23	42.69	39.64	42.22	52.34	34.48	40.97
LOC413490	1245	38.71	37.83	45.94	45.62	48.59	45.70	44.10	47.55	51.08	46.43	44.58
LOC413491	738	32.93	33.60	36.59	37.40	38.48	43.50	35.23	37.13	44.85	34.55	39.70
LOC413493	2196	31.83	31.65	35.79	35.25	46.08	38.34	32.97	34.65	40.48	34.38	33.97
LOC413494	2034	29.40	29.25	30.83	31.22	40.76	33.73	30.97	31.76	37.02	31.12	31.86
LOC413495	876	31.85	31.62	35.27	34.93	39.50	36.42	33.68	34.59	36.64	35.05	36.19
LOC413498	1722	29.73	29.79	33.91	34.03	37.57	37.75	31.42	33.45	37.92	31.59	33.45
LOC413499	1722	30.72	30.78	34.73	34.49	35.54	37.11	34.79	36.70	42.51	34.61	36.70
LOC413500	1170	57.09	58.03	56.67	56.41	55.81	58.21	59.32	59.06	60.85	59.15	57.52
LOC413501	705	55.60	55.89	57.45	56.74	55.46	56.17	59.72	57.02	60.71	59.72	55.46
LOC413510	3153	52.71	51.60	53.19	53.00	54.55	56.99	53.54	54.49	58.26	55.66	56.71
LOC413512	2058	31.29	32.26	35.76	35.67	46.26	39.36	34.26	37.22	44.17	37.61	39.65
LOC413517	960	37.60	38.33	40.31	40.00	46.56	44.17	40.10	41.88	45.42	41.25	40.73
LOC413520	762	36.35	37.27	39.24	39.24	43.44	42.91	38.71	44.75	44.88	37.66	46.06
LOC413523	1722	34.73	34.90	37.98	38.33	46.86	44.77	35.66	42.28	45.76	37.69	40.94
LOC413524	2367	29.91	30.25	33.00	33.16	36.29	35.07	32.53	32.19	36.42	30.80	33.00
LOC413525	1794	29.38	29.21	32.44	31.88	40.30	33.78	30.10	32.50	36.45	31.72	32.39
LOC413529	1194	26.97	27.30	31.07	30.90	37.60	33.67	29.82	32.41	35.18	37.19	31.49
LOC413531	2049	30.36	30.65	43.19	42.31	42.46	41.29	35.24	44.66	45.24	48.71	42.70
LOC413533	1014	28.90	28.80	34.32	33.83	40.53	36.88	31.56	35.01	38.46	33.53	35.50
LOC413534	966	26.50	26.19	31.88	31.78	37.68	33.95	30.75	32.92	38.61	30.75	31.99
LOC413542	2202	28.20	28.66	33.06	32.97	40.87	37.24	33.24	35.92	46.41	33.79	36.56
LOC413543	3255	42.09	41.63	48.82	48.97	52.26	54.87	47.90	52.57	57.67	50.91	51.21
LOC413544	1830	30.93	31.53	34.81	35.19	42.73	36.67	32.90	35.19	41.69	37.10	33.83
LOC413545	1446	41.98	41.63	43.85	43.98	47.58	46.96	43.64	45.16	47.23	43.71	43.71
LOC413547	1812	34.00	33.77	35.04	34.99	48.90	37.80	34.33	36.04	38.96	34.71	36.81
LOC413548	3246	32.99	33.12	37.18	37.49	44.30	44.18	34.41	37.92	42.88	39.00	39.46
LOC413549	2349	48.02	47.25	45.93	46.15	48.02	49.17	48.83	49.04	52.92	53.13	48.57
LOC413551	879	35.84	36.86	39.48	39.36	43.23	42.09	37.32	38.68	41.87	39.36	39.70
LOC413557	642	51.25	50.78	54.83	54.67	59.35	59.19	54.05	56.39	58.57	53.43	54.67
LOC413560	1494	44.85	44.85	43.84	43.44	44.91	50.33	46.65	49.67	49.40	51.20	47.79
LOC413567	732	38.25	37.70	44.40	44.54	49.04	51.91	43.99	46.17	54.10	48.91	49.04
LOC413573	888	35.92	35.81	38.40	38.63	49.21	40.20	37.05	37.16	45.95	36.94	39.53
LOC413575	1425	48.14	48.14	52.98	52.28	51.65	54.88	57.05	54.18	55.02	52.77	52.63
LOC413576	1383	48.88	48.95	55.46	53.87	49.75	53.15	56.25	52.86	55.68	51.05	51.63
LOC413577	1104	47.19	47.55	53.17	52.45	50.18	55.34	53.99	53.26	54.35	49.73	51.63
LOC413579	1719	31.94	31.88	35.37	35.14	42.23	39.33	33.39	36.82	40.55	36.18	35.54
LOC413582	738	50.68	49.46	47.83	46.61	52.17	51.08	48.37	49.05	53.39	52.85	49.59
LOC413583	1104	34.69	34.06	38.13	38.41	46.29	47.01	37.41	39.22	54.98	40.58	48.55
LOC413588	1275	29.49	29.88	32.55	32.16	40.31	32.63	30.67	33.80	35.22	31.69	30.82
LOC413590	909	34.65	35.75	38.61	38.72	44.22	41.91	38.06	40.15	49.50	38.61	42.79
LOC413592	3384	27.25	27.39	31.21	30.91	38.50	33.10	30.97	31.86	36.82	31.41	31.74
LOC413594	1143	35.87	36.05	41.21	41.21	46.63	48.82	41.12	43.57	48.99	41.38	44.44
LOC413596	3861	47.06	45.87	45.20	45.40	50.45	51.13	50.63	49.94	51.28	49.99	49.60
LOC413601	531	32.02	31.83	32.39	33.15	40.11	38.04	31.07	35.78	42.37	32.39	34.65
LOC413605	915	35.52	35.96	37.38	37.05	40.44	41.09	36.72	39.13	42.95	36.17	39.02
LOC413607	1662	29.72	30.08	31.89	32.13	39.77	35.14	31.53	32.07	37.36	31.83	33.69
LOC413613	660	27.27	27.58	33.64	33.64	42.12	32.58	30.00	33.79	35.61	30.45	34.39
LOC413614	630	35.08	34.44	36.19	36.35	38.89	40.48	36.35	37.30	39.52	36.51	37.46
LOC413618	3036	40.74	40.78	44.73	44.73	50.96	45.22	42.82	46.05	48.75	45.36	43.74
LOC413619	585	31.79	31.11	35.38	35.56	41.03	38.63	35.38	35.73	41.20	36.92	37.61
LOC413620	1770	37.97	37.97	46.89	46.10	54.75	55.08	49.55	45.37	55.25	54.86	51.86
LOC413623	1860	43.55	43.17	46.24	45.70	51.18	46.13	46.18	46.29	47.69	46.29	46.94
LOC413625	2763	31.45	31.52	35.47	35.79	45.71	48.93	33.37	37.79	48.53	37.42	35.07
LOC413627	921	30.84	32.25	35.61	35.61	49.19	40.17	34.64	37.46	46.25	35.94	37.46
LOC413631	1419	31.50	31.64	40.94	40.38	47.08	46.37	40.66	49.82	52.29	41.58	51.59
LOC413643	1287	28.75	28.59	34.42	34.58	44.06	43.12	32.32	33.95	43.90	34.89	33.88
LOC413649	573	29.67	30.37	34.03	33.51	34.73	38.92	35.43	37.00	39.27	36.13	38.57
LOC413652	2151	33.84	34.12	39.14	39.05	47.88	43.24	37.33	40.86	45.51	42.54	39.80
LOC413653	1536	34.57	34.90	36.78	36.52	54.62	39.84	37.30	36.91	45.31	36.78	37.70
LOC413655	1317	34.02	34.09	37.05	37.13	39.71	38.72	36.14	36.37	41.23	36.22	38.57
LOC413657	3081	27.72	27.65	31.09	31.03	45.50	32.23	29.54	29.76	40.54	30.09	29.80
LOC413660	2277	28.46	29.12	34.08	34.43	37.20	37.02	32.32	33.95	39.44	32.41	35.70
LOC413666	2865	42.27	42.06	40.80	41.47	42.51	46.70	43.11	43.28	47.23	40.87	42.76
LOC413667	1377	32.90	33.04	35.08	35.08	37.11	36.02	33.04	34.20	39.07	33.70	34.64
LOC413668	2085	31.46	31.22	34.44	34.72	38.85	36.93	33.05	33.67	39.86	33.62	34.96
LOC413670	1551	42.88	43.20	46.55	46.16	46.81	50.23	50.55	47.78	53.51	48.94	47.13
LOC413672	1746	31.39	31.39	36.88	35.62	38.66	38.32	35.34	36.37	49.20	36.88	37.80
LOC413674	903	30.45	30.68	37.54	37.10	36.54	40.20	33.33	38.43	44.30	35.77	37.87
LOC413675	2487	30.92	31.52	36.63	36.59	38.92	39.20	34.38	37.39	47.37	35.91	37.52
LOC413676	201	33.83	35.32	46.77	44.78	46.77	52.74	44.78	45.77	51.74	48.26	47.26
LOC413677	3705	37.71	37.98	43.08	43.08	49.74	48.85	40.22	45.07	47.61	45.83	45.29
LOC413678	1041	38.52	39.77	44.00	44.28	48.32	51.10	44.28	46.21	50.53	46.49	48.22
LOC413680	1614	37.67	37.92	41.02	40.83	46.72	45.91	40.02	43.12	49.69	41.39	42.94
LOC413688	1371	32.24	32.02	34.14	33.99	41.65	36.76	32.90	35.16	39.53	32.75	35.89
LOC413689	1863	32.90	32.90	36.61	36.18	41.71	38.86	36.02	38.43	41.28	37.73	38.59
LOC413690	3576	30.54	30.65	34.20	34.26	41.58	38.70	32.89	34.73	41.16	33.14	35.23
LOC413691	2619	27.80	27.57	31.88	31.84	37.15	35.93	30.13	31.96	37.46	31.46	32.38
LOC413699	1965	38.42	38.17	40.87	41.27	45.24	43.31	39.54	39.39	44.78	40.36	40.10
LOC413702	2112	33.66	33.90	36.88	36.98	44.46	38.78	35.94	36.98	40.77	41.67	36.17
LOC413708	945	32.17	32.28	35.45	35.56	46.35	36.83	34.50	35.03	40.85	35.56	34.50
LOC413709	1290	32.95	33.02	35.89	35.66	39.38	37.60	34.34	34.26	43.57	36.28	36.59
LOC413711	843	32.74	32.50	33.21	32.38	45.31	36.18	33.57	34.88	41.64	35.11	34.64
LOC413713	1590	28.81	28.87	33.52	33.40	37.61	40.57	33.14	36.42	41.01	32.83	34.03
LOC413714	618	26.86	26.54	31.39	32.36	39.00	32.69	28.64	31.07	34.63	29.94	29.61
LOC413720	2040	27.84	27.45	31.86	31.72	42.30	34.31	29.56	31.62	39.90	31.18	31.23
LOC413721	2088	47.37	47.80	51.25	50.86	52.20	51.39	46.50	49.81	51.92	50.43	51.25
LOC413724	804	33.33	32.34	36.69	37.31	47.01	37.44	34.83	39.30	42.66	39.30	38.93
LOC413727	1443	29.80	30.01	33.96	34.10	39.09	33.68	31.95	33.06	42.48	31.88	38.39
LOC413728	1476	33.47	33.74	38.55	37.94	43.90	42.34	36.52	36.25	44.58	38.14	38.75
LOC413730	1461	40.11	42.71	41.89	41.27	44.90	44.42	40.04	40.45	47.43	40.52	40.73
LOC413732	3201	29.30	29.27	33.27	33.27	45.11	34.99	32.21	33.58	49.61	33.05	34.24
LOC413735	567	28.92	28.40	31.04	30.51	39.68	32.98	29.45	34.92	35.45	30.16	33.69
LOC413736	1980	37.68	38.08	40.10	40.25	46.16	43.89	39.49	38.64	45.71	42.88	41.06
LOC413738	3090	49.03	46.18	48.51	48.06	52.30	54.56	47.44	48.77	56.63	50.13	52.43
LOC413740	852	32.39	31.81	34.86	34.62	43.90	37.68	34.86	34.62	41.55	34.39	35.45
LOC413742	2235	35.30	35.48	38.52	37.90	46.58	42.77	37.27	41.74	46.22	36.69	39.19
LOC413749	1104	45.11	43.75	43.48	43.75	48.46	53.99	42.66	46.65	52.72	45.65	47.92
LOC413754	2814	36.96	36.53	38.06	38.10	43.75	39.45	38.27	38.77	43.21	38.84	38.95
LOC413755	3405	43.23	43.91	49.10	48.22	50.48	54.71	47.69	52.39	54.89	48.96	48.84
LOC413759	2169	44.40	42.05	44.44	44.54	47.16	49.24	40.66	47.67	51.08	44.54	52.05
LOC413762	795	29.69	29.31	35.35	35.85	42.39	36.98	30.94	36.35	43.65	38.74	35.60
LOC413763	1233	31.63	30.98	36.42	35.77	47.20	39.82	32.77	35.20	44.69	40.55	34.63
LOC413766	1656	30.86	31.28	33.09	32.79	41.67	40.34	33.15	33.33	40.94	36.35	34.06
LOC413772	2031	37.52	37.86	40.42	40.28	45.54	45.64	38.80	40.92	53.57	39.19	40.42
LOC413781	546	30.77	30.40	34.25	33.88	44.87	36.08	33.70	33.52	36.63	34.07	29.30
LOC413782	1674	37.69	37.04	43.73	43.01	51.79	54.66	45.34	46.00	56.51	46.36	41.64
LOC413783	1530	43.86	44.05	47.45	46.14	52.75	56.21	49.22	47.97	56.14	44.84	44.90
LOC413784	1242	36.63	33.82	37.76	37.84	52.58	40.50	36.96	39.77	43.40	41.55	39.53
LOC413785	219	53.42	53.88	53.88	54.79	52.51	54.79	55.71	50.68	53.42	55.71	53.42
LOC413787	1713	33.22	32.92	36.84	36.37	41.68	37.42	35.20	38.53	41.39	34.97	36.54
LOC413791	1710	42.98	42.92	45.20	44.85	50.35	47.66	45.20	45.67	48.54	44.68	47.43
LOC413792	1266	28.04	27.57	30.02	30.41	44.31	35.39	29.86	31.75	35.62	31.52	31.75
LOC413793	2346	42.41	42.63	43.95	44.08	50.60	48.34	43.99	45.87	47.87	43.56	45.23
LOC413794	696	29.45	28.30	32.04	32.90	38.22	37.36	28.30	31.75	38.36	30.46	30.89
LOC413795	1311	33.03	32.80	38.90	38.29	52.17	38.06	36.92	39.89	41.88	39.28	38.67
LOC413796	2811	30.95	31.09	34.93	35.25	37.46	37.99	32.80	35.15	39.84	33.26	35.97
LOC413799	474	39.87	39.45	40.30	41.14	45.78	42.62	40.08	40.93	47.05	41.56	45.15
LOC413802	3381	32.71	33.36	35.67	35.79	45.79	41.82	35.34	38.92	49.30	35.55	39.46
LOC413805	1044	33.24	33.14	33.72	33.91	37.36	38.22	34.00	34.48	39.46	36.40	35.82
LOC413810	1260	27.06	27.14	30.48	30.24	44.21	34.13	28.73	30.08	38.25	29.44	32.78
LOC413812	1500	42.93	43.13	46.47	46.07	55.00	55.33	45.40	48.93	57.47	46.27	48.67
LOC413813	846	30.73	31.32	34.52	34.28	40.07	33.92	33.92	33.45	36.76	34.40	34.99
LOC413814	3228	39.81	40.40	44.24	44.02	50.28	46.78	44.11	45.38	48.64	44.64	47.83
LOC413815	909	24.75	24.75	28.93	29.92	35.75	33.66	28.60	30.14	35.31	28.60	30.91
LOC413817	1122	41.27	41.09	45.81	45.37	49.20	45.99	44.39	45.28	53.74	48.48	47.24
LOC413821	2457	36.51	36.91	40.37	40.33	43.67	43.10	38.91	41.43	42.57	38.50	40.90
LOC413822	471	32.27	32.70	35.67	36.31	41.19	39.49	34.39	36.94	39.92	42.68	36.73
LOC413827	876	37.21	36.99	37.67	38.13	47.26	43.15	37.79	38.70	47.15	37.21	37.33
LOC413829	6	33.33	50.00	33.33	33.33	50.00	50.00	33.33	33.33	50.00	33.33	33.33
LOC413831	1152	31.34	30.90	35.24	35.07	40.97	36.63	33.85	37.33	41.15	34.90	35.16
LOC413834	1503	43.45	44.98	43.31	43.58	49.57	48.17	43.91	44.91	48.97	44.31	42.51
LOC413840	831	35.02	35.86	38.51	39.11	42.36	41.64	37.67	38.87	39.23	36.94	37.30
LOC413842	720	36.67	36.67	38.61	38.47	41.53	40.56	37.92	38.33	41.53	39.44	38.06
LOC413844	2460	39.02	39.15	46.67	46.71	51.91	55.28	43.01	48.66	54.88	47.20	48.78
LOC413852	762	30.31	31.50	34.51	34.91	41.99	36.35	33.33	33.33	42.26	35.04	35.56
LOC413854	2415	31.35	31.59	33.71	33.87	40.58	35.20	32.26	34.29	38.01	33.29	35.24
LOC413855	2670	29.03	28.76	32.40	31.95	43.22	35.24	31.69	32.88	35.73	30.97	31.99
LOC413867	798	31.70	31.45	34.46	33.96	46.62	35.09	32.21	34.09	35.59	32.46	34.96
LOC413868	651	32.57	33.33	35.02	35.33	43.01	39.17	34.10	36.56	40.25	34.72	37.79
LOC413869	834	30.58	31.06	33.21	33.57	35.85	35.25	30.46	33.21	36.09	36.09	34.65
LOC413870	1518	47.10	45.13	48.16	48.09	55.47	54.74	47.30	51.38	58.76	48.09	48.75
LOC413873	4242	33.40	34.42	39.42	39.51	46.86	39.25	38.57	38.33	42.50	37.98	39.30
LOC413874	2556	36.74	35.92	38.77	38.11	41.24	43.66	40.10	41.31	47.85	37.52	38.34
LOC413875	369	36.59	36.86	39.57	40.65	46.07	42.28	39.84	40.65	47.15	40.11	39.57
LOC413877	279	32.97	33.33	36.20	35.84	41.22	36.56	33.33	35.48	45.88	41.22	36.56
LOC413878	1548	29.52	30.17	34.30	34.17	40.57	36.18	32.69	34.04	40.83	35.01	34.63
LOC413880	1539	31.12	30.93	34.89	34.70	36.65	37.04	34.63	35.48	39.64	35.02	35.67
LOC413881	573	30.02	29.67	31.41	31.59	34.55	34.03	31.06	31.06	39.79	32.98	32.64
LOC413889	1026	29.92	30.80	32.55	32.36	34.31	36.16	31.68	31.77	38.89	33.53	32.55
LOC413892	1245	51.33	51.81	51.65	51.81	56.31	52.53	50.44	55.26	56.06	54.38	57.51
LOC413895	2793	32.33	32.26	34.62	35.02	37.77	38.24	34.37	36.31	41.60	33.98	35.48
LOC413898	387	33.07	32.56	37.21	37.98	35.66	38.50	35.40	36.18	40.83	35.92	36.95
LOC413899	1488	30.17	30.71	34.07	33.53	42.20	38.31	33.74	34.95	40.86	31.72	34.14
LOC413906	1464	45.01	44.67	45.42	45.42	51.37	47.75	50.34	48.57	50.75	47.40	47.88
LOC413907	1704	40.38	41.31	48.53	49.30	51.88	54.58	45.77	52.41	56.22	52.52	50.76
LOC413909	1452	31.68	32.09	35.54	35.67	43.32	38.36	33.88	35.61	42.91	34.57	35.67
LOC413912	2931	38.18	37.73	42.75	42.37	51.48	46.61	41.52	45.14	48.14	43.36	42.41
LOC413914	840	36.31	36.19	42.74	42.86	48.45	45.24	41.07	44.17	43.33	45.24	47.38
LOC413915	519	30.83	31.21	35.07	35.07	46.24	37.38	33.53	34.49	39.69	39.11	37.19
LOC413916	849	32.04	32.86	36.04	36.40	40.75	36.16	34.63	36.28	39.58	39.10	34.51
LOC413917	1728	29.92	30.09	34.03	33.33	40.74	33.80	32.35	31.77	37.50	31.13	32.12
LOC413919	1245	35.58	36.14	40.40	39.60	48.59	43.86	38.47	42.57	47.15	41.29	45.06
LOC413925	2964	53.31	54.55	43.49	43.42	49.33	47.30	46.63	45.78	52.70	39.71	42.68
LOC413926	1482	29.22	29.28	31.98	31.38	46.02	33.27	29.15	31.24	34.75	31.78	31.24
LOC413929	786	36.77	36.39	39.44	39.57	43.13	41.98	39.57	40.08	41.86	39.19	39.82
LOC413930	1539	28.85	29.30	32.10	31.84	34.76	32.55	30.73	31.45	35.02	30.93	32.62
LOC413931	3429	34.82	35.00	38.03	38.06	52.06	43.28	36.89	40.22	48.88	37.71	40.01
LOC413933	693	29.15	29.44	33.04	32.76	35.93	33.77	31.46	34.05	42.14	32.47	30.88
LOC413936	2868	47.59	48.74	48.05	47.80	51.88	51.53	51.88	50.28	49.76	50.42	48.12
LOC413940	3057	37.16	38.24	41.18	41.09	46.22	43.83	39.25	44.72	46.78	38.53	46.09
LOC413942	1980	40.56	39.65	48.99	49.14	50.35	54.75	39.49	45.30	51.21	48.23	44.49
LOC413943	1785	40.28	40.56	43.75	43.08	48.01	47.00	41.01	43.64	49.64	43.47	42.58
LOC413944	2907	29.10	29.96	35.78	35.84	40.63	39.25	32.47	36.36	41.07	38.67	35.98
LOC413946	1242	49.28	49.52	51.93	51.85	57.73	52.74	52.09	52.17	57.73	51.69	53.95
